asset_name,2022-12-01,2022-12-02,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-30,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-06,2023-02-07,2023-02-08,2023-02-09,2023-02-10,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-27,2023-02-28
APPLE INC,0.001892,-0.003371,-0.007983,-0.02537,-0.013785,0.012133,-0.003435,0.01639,0.006782,-0.015536,-0.046854,-0.014579,-0.01591,-0.000529,0.02381,-0.023773,-0.002798,-0.013878,-0.030685,0.028324,0.002469,-0.037405,0.010314,-0.010605,0.036794,0.004089,0.004456,0.021112,-0.000599,0.010119,0.008756,-0.00537,0.000444,0.019221,0.0235,0.010063,-0.004701,0.014803,0.013684,-0.020078,0.009021,0.007901,0.037063,0.0244,-0.017929,0.019245,-0.017653,-0.006912,0.002452,0.018807,-0.004225,0.013903,-0.010429,-0.007547,-0.02668,0.002896,0.003291,-0.018005,0.008248,-0.003448
MICROSOFT CORP,-0.001764,0.001296,-0.018901,-0.020304,-0.00306,0.012399,-0.008003,0.028889,0.017465,0.001168,-0.031918,-0.017349,-0.017328,0.005615,0.010877,-0.025529,0.002267,-0.007414,-0.010255,0.02763,-0.004938,-0.001001,-0.043743,-0.029638,0.011785,0.009736,0.007617,0.030238,0.011622,0.003019,0.004682,-0.018889,-0.016454,0.035744,0.009824,-0.002226,-0.005908,0.030714,0.000645,-0.021962,0.021013,0.019935,0.046884,-0.023621,-0.006116,0.042022,-0.003102,-0.01166,-0.001972,0.031243,0.003133,-0.007973,-0.026623,-0.015602,-0.020887,-0.004591,0.012962,-0.021784,0.003772,-0.002958
AMAZON COM INC,-0.010773,-0.014346,-0.033146,-0.030326,0.00238,0.021366,-0.013946,0.016388,0.021425,-0.009839,-0.034178,-0.00667,-0.033462,0.00318,0.018547,-0.034344,0.017425,-0.025924,-0.014692,0.028844,-0.002138,0.021667,-0.007924,-0.023726,0.035611,0.01487,0.028732,0.058084,0.001893,0.029915,-0.021097,-0.006143,-0.018647,0.038108,0.002776,-0.012305,0.008929,0.020992,0.030437,-0.01653,0.025659,0.019587,0.073799,-0.084315,-0.011703,-0.000685,-0.020174,-0.018091,-0.006413,0.019773,0.001607,0.014644,-0.029755,-0.009679,-0.026955,0.012793,0.000313,-0.024212,0.002781,0.005013
TESLA INC,0.0,0.000822,-0.063687,-0.014415,-0.032143,-0.003447,0.032346,-0.06272,-0.040937,-0.025784,0.005548,-0.047187,-0.002396,-0.080536,-0.001669,-0.088828,-0.017551,-0.114089,0.033089,0.080827,0.011164,-0.122422,0.051249,-0.029039,0.024651,0.059349,-0.007681,0.036769,0.002759,-0.009388,0.074265,-0.02061,-0.012502,0.049147,0.077425,0.000974,0.003753,0.109673,0.110002,-0.063182,0.039362,0.047281,0.037815,0.009083,0.025161,0.010526,0.022763,0.029957,-0.050309,-0.011428,0.075062,0.023847,-0.056946,0.031034,-0.052518,0.017683,0.006024,-0.025684,0.054602,-0.009247
NVIDIA CORP,0.012527,-0.015115,-0.015762,-0.037508,0.008319,0.065075,-0.009785,0.03141,0.030624,-0.022023,-0.040851,-0.022475,-0.01913,-0.010397,0.025863,-0.07042,-0.008671,-0.071353,-0.006019,0.040396,0.000753,-0.02046,0.030318,-0.032816,0.04164,0.051753,0.017981,0.005783,0.031873,0.0235,0.047518,-0.01836,-0.035219,0.064062,0.075901,0.003751,0.003011,0.024789,0.028431,-0.059072,0.01957,0.071966,0.036576,-0.028053,-0.000521,0.051401,0.001443,0.005945,-0.047992,0.024595,0.054296,-0.009011,-0.033474,-0.027907,-0.034272,0.004793,0.140214,-0.015974,0.009233,-0.012127
ALPHABET INC,-0.001676,-0.004443,-0.009521,-0.025633,-0.022197,-0.012612,-0.009367,0.005265,0.024476,-0.005634,-0.043123,-0.003728,-0.01882,0.005384,0.006917,-0.02205,0.017562,-0.020933,-0.016718,0.028799,-0.002473,0.010932,-0.011037,-0.021869,0.016019,0.00726,0.004955,0.033841,-0.003794,0.009683,-0.006897,-0.004123,0.023208,0.057182,0.01944,-0.019761,-0.024997,0.025122,0.015631,-0.027405,0.019602,0.01562,0.072661,-0.032904,-0.016632,0.044167,-0.074417,-0.0454,-0.006285,0.001476,-0.000526,0.022644,-0.013594,-0.012424,-0.026853,-0.002716,-0.007952,-0.018887,0.008394,0.00222
ALPHABET INC,0.0,-0.005446,-0.009558,-0.025131,-0.021035,-0.012956,-0.009391,0.005171,0.024863,-0.005856,-0.044283,-0.006604,-0.020164,0.006558,0.006291,-0.020317,0.01675,-0.020621,-0.015677,0.028249,-0.002487,0.010087,-0.01167,-0.021344,0.013225,0.007786,0.004544,0.03506,-0.004261,0.010864,-0.00901,-0.001862,0.021181,0.053412,0.018058,-0.020944,-0.025384,0.024155,0.018971,-0.024454,0.0196,0.016087,0.072787,-0.027474,-0.017942,0.046064,-0.07683,-0.043876,-0.004631,0.000423,0.00074,0.02387,-0.014751,-0.012145,-0.027133,-0.001525,-0.008292,-0.019364,0.008303,0.002114
EXXON MOBIL CORP,-0.00485,-0.008484,-0.027399,-0.027796,-0.002214,0.007429,-0.008427,0.024628,0.010934,-0.007366,-0.009581,-0.007018,0.004489,0.014453,0.012841,-0.020174,0.026445,0.013894,-0.016426,0.007566,0.010073,-0.034361,0.002911,0.022374,0.012087,-0.018638,0.014935,0.011627,0.016611,-0.000618,-0.001944,-0.020544,0.006419,0.018236,-0.005205,0.009312,-0.005272,0.040191,-0.018258,-0.017732,0.021575,-0.010947,-0.031288,0.006928,-0.001698,0.028551,-0.008702,0.003775,0.042151,-0.00386,-0.011715,-0.003006,-0.002929,-0.038452,-0.000989,-0.012953,0.009204,9e-05,-0.001806,-0.005789
UNITEDHEALTH GROUP INC,-0.019808,0.001676,-0.002089,0.007999,0.006656,0.009228,-0.015915,0.012352,-0.013996,0.00026,-0.019838,-0.007542,-0.000191,-0.006474,0.01409,-0.000853,0.008006,0.00128,-0.006654,0.002706,0.000566,-0.021766,-0.027264,-0.028821,8.2e-05,0.000122,-0.008285,0.015226,0.004601,-0.012307,-0.009171,-0.018224,0.01705,0.004872,-0.00187,0.011918,0.001831,-4.1e-05,-0.013056,-0.000535,0.027584,-0.004387,-0.052656,0.002527,0.006822,0.003451,0.013295,0.005194,0.017541,0.002226,-0.005087,-0.003206,-0.007939,0.024069,-0.015569,-0.004926,0.005727,-0.014969,-0.002085,-0.015269
JPMORGAN CHASE & CO,-0.01404,-0.007927,-0.028041,0.001675,-0.000684,0.010494,-0.005418,0.015512,-0.000969,-0.004997,-0.024811,-0.006226,0.005956,0.004844,0.011248,-0.01135,0.004745,0.003504,0.005465,0.005738,0.006606,0.007606,0.009325,-0.00022,0.019136,-0.004132,0.008954,0.007431,-0.001003,0.025235,-0.015453,-0.030043,-0.013327,0.002449,0.016213,0.008596,0.004839,0.006182,0.002429,-0.008481,0.005966,-0.002644,-0.004656,0.015474,0.005883,0.01219,-0.007031,-0.015564,0.004415,0.010848,0.004419,0.00419,-0.013769,0.002961,-0.018349,-0.007663,0.008011,0.009021,0.008728,0.008371
JOHNSON & JOHNSON,0.004157,0.000783,-0.000559,-0.01499,0.006076,0.000169,-0.008239,0.011949,0.007704,0.003069,-0.012628,-0.010254,-0.001082,0.001083,0.011442,-0.003658,0.002542,-0.000282,-0.00434,0.005095,-0.005125,0.008718,0.010887,-0.007384,0.00811,-0.025908,-0.002392,-0.001599,-0.005032,-0.003276,-0.00617,-0.015085,-0.001355,-0.00466,-0.002548,0.0,0.00713,-0.003658,-0.003908,-0.037033,0.008765,0.009179,0.003759,-0.005618,-0.007594,0.000245,0.001285,-0.013508,0.004647,0.0037,-0.004363,-0.016477,-0.00709,0.020728,-0.014901,-0.001392,-0.000317,-0.011158,-0.00218,-0.015229
BERKSHIRE HATHAWAY INC DEL,-0.008663,0.000982,-0.01765,-0.008984,-0.006368,0.000556,0.001307,0.016515,0.002825,-0.009733,-0.023861,-0.006326,0.0001,0.006566,0.019272,-0.016666,0.012554,-0.003067,-0.006938,0.018555,-0.000518,0.00327,0.014972,-0.005246,0.018504,-0.009916,0.002599,0.012707,-0.004495,-0.004045,-0.008752,-0.020835,-0.009958,0.015202,0.001775,0.002835,0.001927,-0.003046,-0.005724,-0.005952,0.013634,-0.00305,0.004154,-0.010742,-0.000259,0.01472,-0.014346,-0.004117,0.008724,0.012424,-0.009403,-0.003732,-0.004683,0.000195,-0.017908,0.001454,-0.000297,0.003135,0.002105,0.001707
META PLATFORMS INC,0.019814,0.025324,-0.008584,-0.067876,-0.001665,0.012288,0.004942,-0.010268,0.047424,0.011985,-0.044741,0.028239,-0.041447,0.022799,0.022803,-0.022044,0.007855,-0.009827,-0.01078,0.040132,0.000665,0.036563,0.021084,-0.003376,0.024263,-0.00423,0.027188,-0.000752,0.028746,0.001975,-0.011827,-0.017287,0.02353,0.02365,0.027983,-0.000907,-0.011457,0.040989,0.030143,-0.030842,0.012988,0.027858,0.232824,-0.011866,-0.00252,0.029883,-0.042741,-0.030039,-0.021189,0.030319,0.000279,-0.012926,-0.026643,0.002552,-0.004628,-0.005579,0.005376,-0.009591,-0.004989,0.031851
WALMART INC,0.006233,-0.000978,-0.010247,-0.011606,-0.005204,0.001542,-0.023323,0.01865,-0.003581,-0.00556,-0.008932,-0.017955,0.00035,0.008754,0.007844,-0.01171,0.002021,0.000278,-0.017523,0.006087,-0.002533,0.012765,0.001114,-0.003408,0.024499,-0.012468,-0.000621,0.008767,-0.009033,0.003315,-0.006057,-0.024721,-0.014272,0.012317,0.014942,0.002664,-0.004755,-0.000913,0.007665,-0.008025,0.0121,0.005561,-0.007258,-0.013299,-0.007268,0.002133,-0.005391,0.009271,0.015546,0.015238,-0.002878,0.007423,-0.015692,0.015041,0.006078,-0.020973,-0.014906,0.002674,-0.00723,0.004878
VISA INC,0.0,0.003041,-0.018285,-0.021528,-0.006074,0.006208,-0.001913,0.028222,-0.007223,0.001314,-0.025361,-0.004906,-0.010005,0.002636,0.007061,-0.008462,0.003755,0.002235,-0.006302,0.014976,-0.001442,-0.001781,0.02517,-0.007055,0.031453,0.003904,0.011391,0.004568,0.006844,-0.002504,-0.000269,-0.015874,0.004329,0.017694,-0.00058,-0.001294,0.004511,-0.000845,0.02995,-0.010111,0.004845,0.002997,-0.005803,0.002483,-0.002998,0.008194,-0.004842,-0.001738,-0.009374,0.007394,0.002228,-0.002049,-0.013498,-0.010052,-0.013151,-0.00272,0.005045,-0.007145,0.003644,-0.001861
MASTERCARD INC,0.012346,-0.002051,-0.011026,-0.024039,-0.000316,0.010794,-0.006664,0.026775,-0.002848,0.001008,-0.031496,-0.001184,-0.013243,0.004952,0.007989,-0.012063,0.00609,0.007451,-0.012162,0.018307,-0.001378,-0.002675,0.024077,-0.009517,0.04682,0.008975,0.000108,0.018463,0.005161,-0.011295,-0.001385,-0.016213,-0.002656,0.022667,0.006086,0.003804,0.006263,-0.013468,-0.008509,-0.00778,-0.001401,0.00939,0.002299,-0.002747,-0.002514,0.005604,-0.012558,0.000189,-0.009692,0.010904,-0.002346,-0.000865,-0.005654,-0.017467,-0.014316,-0.002781,0.001578,-0.006779,0.006683,-0.000534
PROCTER & GAMBLE CO,0.000603,0.009112,-0.010092,0.001274,0.006431,0.007189,-0.002643,0.01027,-0.001508,0.003941,-0.011319,-0.004434,-0.000266,0.000399,0.009172,0.002305,0.002825,0.008714,-0.012926,0.004146,-0.00675,6.6e-05,0.004354,-0.012415,0.023813,-0.012214,-0.000987,-0.008098,-0.005642,0.007142,-0.002916,-0.026788,-0.021014,0.003862,-0.013429,0.005459,-0.000705,-0.004022,-0.004109,0.00313,0.009716,0.005689,-0.007123,0.003095,-0.008485,-0.009759,-0.010356,-0.010969,0.008829,0.013091,-0.00564,-0.002297,-0.013097,0.020928,-0.000714,0.004217,-0.003203,-0.005641,-0.000862,-0.011356
CHEVRON CORP NEW,-0.004473,-0.008,-0.024692,-0.02577,0.002965,0.005912,-0.031923,0.010417,0.022268,-0.006915,-0.007486,-0.013564,0.006875,0.016423,0.011757,-0.014997,0.030916,0.012571,-0.014753,0.007572,0.006561,-0.030642,-0.010633,0.018009,0.007532,-0.007816,0.004909,-0.004772,0.010731,0.002711,0.016502,-0.018062,0.009987,0.010615,-0.001327,0.000941,-0.009678,0.048637,-0.044411,-0.029256,-0.001033,-0.015286,-0.013714,0.002603,0.001121,0.026232,-0.023494,-0.009176,0.020957,-0.005582,0.00766,-0.010446,-0.014437,-0.022333,-0.01136,-0.004037,0.009853,0.002964,0.002525,-0.012591
HOME DEPOT INC,0.009507,0.002813,-0.024117,-0.008217,0.008505,0.012307,-0.011139,0.023402,0.01497,0.001622,-0.017485,-0.013004,-0.018587,-0.007847,0.014357,-0.010145,0.008256,0.002573,-0.011954,0.014823,-0.014201,0.000158,0.012092,-0.013324,0.00653,0.000882,0.008873,0.026105,0.002644,0.004062,-0.011111,-0.011724,-0.039575,0.013253,0.001524,0.007005,-0.001354,-0.010874,0.009178,-0.007736,0.0316,0.012092,0.035661,-0.024397,-0.006727,-0.012361,-0.013561,-0.016335,0.003137,0.022083,-0.015764,0.007097,0.001715,-0.010242,-0.070609,0.002707,0.010159,-0.008854,-0.002191,0.00179
LILLY ELI & CO,-0.002021,0.011962,-0.014596,-0.002031,0.009307,-0.000484,-0.029049,0.017341,-0.02339,0.013495,-0.009601,-0.000389,-0.005808,0.005199,0.023273,-0.007337,0.00709,-0.008209,0.000932,0.004929,-0.003215,-0.002323,-0.005178,-0.011512,0.0112,-0.036122,0.008347,0.021715,-0.003579,0.006961,-0.01073,-0.016017,-0.002642,-0.01427,-0.011154,0.012215,0.009642,-0.004918,-0.016982,-0.004677,0.01072,-0.004591,-0.03465,0.02534,-0.004188,0.005982,0.003091,0.003111,0.009743,0.015299,-0.00488,-0.036109,-0.026686,0.007146,-0.00271,0.004763,-0.00471,-0.017953,-0.015608,-0.017055
BERKSHIRE HATHAWAY INC DEL,-0.006652,0.000666,-0.01823,-0.008241,-0.006979,0.002571,0.000475,0.017451,0.001953,-0.008432,-0.022563,-0.006208,0.001452,0.004656,0.0223,-0.019033,0.010246,-0.003118,-0.004665,0.019411,-3e-05,0.001737,0.014344,-0.005459,0.017513,-0.007408,0.002164,0.009532,-0.002335,-0.003809,-0.010438,-0.020462,-0.009244,0.016658,-9.6e-05,0.002981,0.001396,-0.003599,8.5e-05,-0.010553,0.017117,-0.005061,0.003207,-0.011353,0.000525,0.016178,-0.013815,-0.004229,0.013369,0.008999,-0.008395,-0.007312,-0.003731,0.000166,-0.018995,0.00331,-0.001386,0.005072,0.000449,0.003492
BANK OF AMERICA CORP,-0.028534,-0.012859,-0.044623,-0.042646,-0.007879,-0.009163,-0.001849,0.010809,0.000611,-0.014351,-0.015799,-0.002203,0.011357,0.004055,0.015222,-0.008874,0.00247,0.001848,0.007378,0.011291,-0.000604,0.011775,0.0188,-0.00205,0.009979,-0.015112,0.006787,0.00762,0.002618,0.022048,-0.020153,-0.023175,-0.014532,0.018658,0.013885,0.007284,0.008678,0.013479,0.003113,-0.004231,0.005099,0.012401,0.005846,0.008303,-0.001647,0.010998,-0.007343,-0.02137,-0.003919,0.001967,-0.000842,-0.001684,-0.007874,0.001984,-0.023479,-0.006663,-0.000875,-0.001459,0.0,0.002631
ABBVIE INC,0.002792,0.01256,0.001711,-0.001342,0.010261,0.003567,-0.017652,0.01386,-0.003206,0.000425,-0.010676,-0.016064,0.006294,-0.005635,0.010151,0.006535,-0.001041,-0.000674,-0.004663,0.002034,-0.005844,0.004765,0.008067,-0.001222,0.018717,-0.029361,-0.012495,-0.015472,-0.022078,0.009066,-0.005013,-0.023752,-0.003284,0.005917,-0.006952,-0.005789,0.000677,-0.002639,-0.007598,-0.004307,0.014418,-0.007783,-0.012006,0.002486,-0.00124,0.000827,-0.003652,0.028283,0.022529,0.011049,-0.007416,-0.010027,-0.010128,0.011904,0.00456,-0.00875,0.009292,0.004209,0.010281,-0.002463
MERCK & CO INC NEW,-0.002906,0.002186,-0.000273,-0.009817,0.010649,0.006903,-0.018674,0.001747,0.017803,0.012352,-0.017212,-0.003922,0.002198,0.002467,0.012761,0.00117,0.005574,0.002324,-0.009276,-0.002341,0.001173,0.001713,0.008458,0.013919,0.01056,-0.038837,0.003896,0.002346,0.006302,0.004295,-0.016036,-0.015029,0.010203,0.000364,-0.000546,-0.012377,0.000645,-0.015839,-0.013942,0.006738,0.012442,-0.004003,-0.032903,-0.005026,0.010589,0.015861,0.009084,0.00075,0.017335,0.009026,-0.007394,-0.009748,-0.010866,0.02826,-0.004109,0.000825,0.0131,-0.00633,-0.004823,-0.02853
COCA COLA CO,0.00283,0.008779,-0.013675,-0.000473,0.001576,0.004249,-0.0105,0.013145,0.000313,0.0,-0.013752,-0.005704,0.001434,-0.000796,0.016085,-0.00721,0.007578,0.006111,-0.009967,0.005978,-0.005317,-0.010376,-0.000477,-0.011443,0.019293,-0.012461,-0.007667,-0.001931,-0.012901,0.003594,0.00407,-0.030318,-0.001505,0.006028,0.002497,0.005313,0.006276,-0.001969,-0.005262,0.00248,0.011214,0.000163,-0.017121,-0.007465,0.005683,-0.001662,-0.005827,-0.001675,0.0,0.016437,-0.016667,0.0,-0.006209,0.015198,-0.005323,0.00301,0.001834,-0.00416,-0.000334,-0.005182
BROADCOM INC,-0.000508,-0.018066,-0.018787,-0.009083,-0.013921,0.024262,0.025683,0.021865,0.025888,0.005954,-0.028619,-0.003746,-0.003022,-0.010207,0.031635,-0.014504,-0.001193,0.002009,-0.015627,0.023711,0.002366,-0.010105,0.012214,-0.009317,0.060196,-0.019612,-0.003398,0.005583,0.006573,-0.005052,0.000414,-0.008546,-0.019276,0.013423,0.019009,0.005846,0.001111,0.022026,-0.01268,-0.016142,0.006123,0.030324,0.00501,-0.013454,0.006158,0.021869,-0.020734,-0.003823,-0.010277,0.013266,0.00198,0.008932,-0.011766,-0.008243,-0.02359,-0.009234,0.013243,-0.010363,0.013328,0.015099
PEPSICO INC,0.008301,-0.00113,-0.01384,-0.008137,0.003028,0.008783,-0.0037,0.004751,-0.000544,-0.002774,-0.016961,0.000499,0.005545,-0.000607,0.007008,-0.007726,0.006461,0.004444,-0.00721,0.001265,-0.007254,-0.006919,-0.002453,-0.010449,0.022586,-0.009774,-0.008253,0.001125,-0.012749,-0.003072,0.004679,-0.025219,-0.011595,0.001474,-0.004474,0.009283,0.007265,-0.009946,-0.003525,-0.000825,0.009087,0.003157,-0.009268,-0.005001,0.015965,-0.001513,-0.002332,0.009465,0.019794,0.00891,-0.011251,0.001365,-0.002841,0.004387,-0.000567,-0.000341,0.001079,-0.001985,-0.000284,-0.01353
ORACLE CORP,0.013007,-0.009036,-0.047031,-0.006547,-0.001648,0.016375,-0.002623,0.017781,-0.008858,0.015641,-0.021388,-0.00612,0.011561,0.005466,0.006919,-0.012393,0.004473,0.001608,-0.008027,0.01332,0.004177,0.024223,0.009078,-0.002012,0.016012,0.012608,0.000926,0.024277,0.002032,0.004731,-0.006726,-0.021332,-0.00888,0.015243,0.019714,0.008205,-0.000669,0.00212,-0.009351,-0.018429,0.012708,0.017974,-0.00744,0.002685,-0.012163,-0.008924,-0.011967,-0.000461,0.005655,0.026165,-0.00369,-0.008418,-0.007018,-0.005016,-0.012374,0.001392,0.026182,0.000903,-0.007895,-0.006367
PFIZER INC,0.018951,-0.003328,-0.003536,-0.020107,0.010662,0.030653,-0.001159,0.008507,0.017446,0.026569,-0.015969,-0.041224,-0.000778,-0.000779,0.006625,-0.000387,0.003679,-0.013506,-0.006454,0.010433,-0.001753,0.00039,-0.022044,-0.009376,0.025373,-0.049686,-0.015912,-0.00357,0.005479,0.002934,-0.036991,-0.023438,-0.000889,0.003336,-0.002882,-0.006003,0.008052,-0.009097,-0.010396,-0.005481,0.014007,-0.004303,0.008415,-0.006315,-0.006809,-0.003885,0.008947,-0.014552,0.01246,0.002507,-0.006138,-0.009149,-0.008541,0.006054,-0.011803,-0.007494,-0.001888,-0.013002,-0.023234,-0.00515
COSTCO WHOLESALE CORP NEW,-0.065628,-0.018517,-0.01187,-0.015348,0.001683,-0.001141,0.003323,0.009648,0.001066,-0.009586,-0.040557,-0.005303,-0.006111,-0.001766,0.009261,-0.00725,0.008589,-0.00897,-0.012018,0.007815,-6.6e-05,-0.007054,0.007236,-0.013952,0.072592,-0.008532,0.005535,0.006045,-0.003882,0.005845,0.003132,-0.014997,-0.020815,0.02262,0.026036,-0.001015,-0.002499,0.015116,0.010014,-2e-05,0.015618,0.013245,0.012396,-0.016487,0.001535,0.001823,-0.024626,-0.006312,-0.001278,0.01292,-0.006378,0.016017,-0.014043,0.006705,-0.011311,-0.00867,-0.008545,-0.009186,-0.003234,-0.005852
THERMO FISHER SCIENTIFIC INC,0.007747,-0.002763,-0.010284,-0.011988,0.013823,0.017576,-0.013593,0.013155,0.00666,-0.006738,-0.023694,-0.03133,-0.011688,-0.00315,0.021552,-0.001389,0.002856,0.008804,-0.003722,0.025027,-0.011346,0.004522,0.0158,-0.008862,-0.039394,0.020729,0.040177,0.02558,-0.001751,0.003955,0.006885,-0.013286,0.006568,0.016785,0.018799,-0.039847,-0.009299,0.003563,-0.006478,-0.016282,0.010704,0.02986,-0.000494,0.001175,-0.019719,0.012115,-0.006722,-0.017782,0.004359,0.006283,-0.006122,-0.008137,-0.016319,0.003802,-0.015955,-0.004303,0.00465,-0.014811,-0.002653,0.000757
CISCO SYSTEMS INC,0.005028,-0.005403,-0.007445,-0.015001,-0.008438,0.016812,-0.010819,0.017334,0.006897,-0.006849,-0.023327,-0.007061,-0.008576,-0.000633,0.006122,-0.007134,0.003381,0.001053,-0.009678,0.009135,0.002947,0.006297,-0.000209,-0.01409,0.030717,0.005381,0.004734,0.008195,-0.004267,-0.002449,-0.016367,-0.024542,-0.009382,0.006888,0.015391,0.006526,0.003556,0.007503,0.003517,-0.005978,0.009332,-0.002055,0.015442,-0.01399,-0.021797,0.005676,-0.018395,-0.004898,0.011342,0.012696,-0.003343,0.015723,0.052425,-0.004315,-0.021272,-0.007647,-0.002028,-0.014834,0.005157,-0.006362
MCDONALDS CORP,0.002236,0.0,-0.00662,0.000663,-0.005262,0.011282,-0.004938,0.016836,-0.008459,0.000911,-0.010199,-0.020646,-0.00109,0.005342,0.003405,-0.008913,0.006773,-0.002728,-0.006483,0.003093,-0.009025,0.003036,0.000227,-0.008435,0.027884,-0.008238,0.006211,-0.000372,-0.007887,0.008249,0.019413,-0.029441,-0.009247,0.01897,0.002644,0.001003,0.012762,0.0063,-0.008227,-0.005762,-0.012884,-0.004226,-0.011492,0.003875,0.013965,-0.002165,-0.016907,-0.008219,0.006752,0.014404,0.00154,-0.000187,-0.002739,0.015649,-0.005334,0.000335,-0.006924,-0.01162,0.004172,0.002455
DISNEY WALT CO,0.007357,0.00852,-0.035201,-0.037944,-0.001517,0.004341,0.008968,0.013708,0.000422,-0.005808,-0.038874,-0.004531,-0.047735,0.014456,-0.001149,-0.002876,0.015461,-0.018634,-0.025472,0.035761,-0.003441,0.024056,0.033832,-0.000652,0.021758,0.00905,0.008336,0.008058,0.036126,-0.004108,0.005131,-0.008708,0.000404,0.044409,0.021357,0.002933,0.02,0.014613,-0.001458,-0.017802,0.008365,0.008296,0.034921,-0.022083,-0.007587,0.016019,0.001344,-0.012704,-0.020841,-0.003702,0.0,0.014676,-0.031216,-0.005764,-0.029747,-0.004016,0.000492,-0.014057,0.001495,-0.008362
DANAHER CORP,0.004133,-0.001129,-0.022828,-0.009777,0.010891,0.013346,-0.009124,0.015408,0.011664,-0.008855,-0.015133,-0.029806,-0.012632,-0.012059,0.021049,-0.008851,0.0046,0.003925,-0.005903,0.029922,-0.005359,-0.011868,0.015633,-0.041822,-0.010735,0.010139,0.046422,0.025928,-0.005478,0.004811,0.004751,-0.015641,0.000591,0.013369,0.009475,-0.019567,-0.031777,0.011067,0.000451,-0.012144,0.006204,0.011801,0.011888,-0.003066,-0.022605,0.008531,-0.015263,-0.026075,0.014621,0.004018,-0.014007,0.003395,-0.00529,0.002111,-0.02146,-0.002711,0.009596,-0.013425,-0.004697,-0.001694
WELLS FARGO & CO NEW,-0.022524,-0.019842,-0.04963,-0.005955,-0.021889,0.003062,-0.001879,0.008471,-0.0056,-0.010324,-0.019203,-0.004351,0.015295,-0.020086,0.003416,-0.0107,0.007375,0.001464,0.001949,0.005107,-0.000968,0.01211,0.020579,-0.005393,0.008958,-0.009579,-0.000708,0.008971,0.002106,0.032454,-0.002261,-0.016772,-0.009912,0.022584,0.025273,-0.01288,0.020023,0.010366,0.006767,0.003686,0.01253,0.009814,0.004226,0.007411,0.002102,0.009438,0.002493,-0.014093,-0.001261,0.01305,0.007687,-0.010928,-0.015635,0.005718,-0.026321,-0.004974,0.005216,0.008,0.003432,-0.000214
ABBOTT LABORATORIES,0.003253,0.001482,-0.024794,-0.014705,0.009147,0.020132,0.005518,0.018417,0.018632,-0.002421,-0.024627,-0.014836,-0.002993,-0.000938,0.015494,-0.001017,0.001389,0.003605,-0.006816,0.022999,-0.004714,-0.001913,0.014875,-0.003687,0.013809,-0.001602,0.015158,-0.006148,-0.011312,0.019307,-0.001057,-0.01658,0.002601,0.009123,0.010548,-0.012981,-0.013596,0.000631,-0.010084,-0.001273,0.006739,0.011488,0.003845,-0.004098,-0.009303,0.011196,-0.015984,-0.019329,0.000833,0.003328,-0.011611,0.000186,-0.011186,0.006222,-0.028949,-0.009262,-0.001363,-0.02038,-0.006868,0.019545
T MOBILE U S INC,0.002311,0.003952,-0.011745,-0.008166,-0.004016,-0.03347,-0.015576,0.005863,-0.012781,0.012662,-0.015173,0.015407,-0.005198,-0.009038,0.008052,-0.013713,0.003512,0.006928,-0.014256,0.003022,0.004304,-0.006857,0.006617,0.032295,0.028309,0.001346,0.00531,-0.005082,0.00746,-0.001534,-0.018039,-0.007348,-0.005209,-0.000138,-0.005168,0.009974,0.0155,0.004187,-0.013182,0.001704,0.015853,0.011118,-0.026628,-0.011977,-0.022178,0.007185,0.005735,-0.006675,0.00595,0.020042,0.006208,0.000407,-0.005557,0.017856,-0.015132,0.001632,-0.017648,-0.002211,-0.001939,-0.01353
SALESFORCE INC,-0.082683,-0.016599,-0.073534,-0.004928,-0.020935,-0.002682,0.007531,0.015254,0.018857,-0.006415,-0.031985,-0.016636,0.005769,-0.004341,0.014403,-0.008519,0.001935,0.009425,-0.016761,0.031681,0.000377,0.016517,0.035688,-0.023283,0.030585,0.046901,0.002311,-0.017227,0.032436,-0.000602,-0.006956,-0.020341,0.0066,0.033058,0.030545,-0.00648,0.008459,0.057117,-0.003453,0.001398,0.019545,0.022921,0.016413,-0.020614,-0.011635,0.013191,-0.009633,0.023758,-0.038178,0.024247,-0.006547,0.006707,-0.017475,-0.017489,-0.021493,0.010766,0.004652,-0.011699,0.005795,0.002881
