asset_name,2022-12-01,2022-12-02,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-30,2023-01-31,2023-02-01,2023-02-02,2023-02-03,2023-02-06,2023-02-07,2023-02-08,2023-02-09,2023-02-10,2023-02-13,2023-02-14,2023-02-15,2023-02-16,2023-02-17,2023-02-21,2023-02-22,2023-02-23,2023-02-24,2023-02-27,2023-02-28
HUMANA INC,-0.002782,-0.002899,0.00117,-0.001955,0.00518,-0.003314,-0.025468,-0.00643,-0.013076,-0.002963,-0.025062,-0.009657,0.002602,-0.00618,0.012736,0.008502,0.002986,0.000817,0.001808,-0.002566,-0.001968,-0.022843,-0.016724,-0.008331,0.009262,-0.021988,-0.000249,0.023692,0.002617,-0.005928,-0.001832,-0.011642,0.014379,0.011348,-0.00553,0.011728,0.003737,-0.005695,-0.035385,0.006685,0.055247,0.003088,-0.045804,-0.026951,0.020249,-0.010736,0.027464,-0.004613,0.0136,0.006658,-0.000518,-0.006697,0.01479,0.0088,-0.013251,0.000417,0.014019,-0.006325,-0.001793,-0.022685
MERCADOLIBRE INC,0.010768,0.004315,-0.066842,-0.021329,0.000834,0.023651,0.013842,-0.018104,-0.010906,-0.003848,-0.037138,0.010646,0.047738,-0.009454,0.027617,-0.029819,0.005794,-0.027348,-0.017242,0.031814,-0.023133,-0.023788,0.013715,0.02227,0.020302,0.027294,0.020584,0.022953,0.093414,0.057219,-0.011931,-0.001009,0.003574,0.023631,-0.002814,0.013617,0.018677,0.051245,0.027504,-0.048695,0.01712,0.027588,0.010121,-0.032065,-0.009947,-0.001387,-0.005887,-0.019925,-0.033839,0.00667,0.017972,0.024101,-0.03446,-0.016764,-0.001399,0.01722,0.016096,0.018147,0.022569,0.031285
WASTE MANAGEMENT INC DEL,0.004472,0.011858,-0.011896,-0.01329,-0.002114,0.004842,0.00494,-0.00024,-0.00024,-0.001259,-0.019035,-0.009671,-0.02596,0.001269,0.00938,-0.009669,0.009383,0.001821,-0.013354,0.009532,-0.012526,0.000956,-0.000764,-0.01931,0.036457,-0.007837,-0.021044,0.013427,-0.027454,0.00989,0.001167,-0.022479,-0.002717,0.010433,0.004012,-0.00262,0.005516,-0.003984,0.000721,0.003211,0.010647,-0.002068,-0.026358,0.004789,0.005031,-0.003228,-0.003106,0.009413,0.011755,-0.008373,-0.009425,0.005286,0.000855,0.017403,-0.015363,-0.002557,-0.00769,0.002186,-0.001586,-0.008672
COLGATE PALMOLIVE CO,0.003485,0.005402,-0.013432,0.001167,0.004404,0.007608,-0.004607,0.010671,0.001781,0.007492,-0.018402,-0.001541,0.002829,-0.003719,0.016733,0.003671,0.002144,0.006167,-0.014011,0.006978,-0.007308,0.004315,0.006445,-0.013812,0.018335,-0.015629,-0.005335,-0.015068,-0.00376,0.013144,0.004881,-0.024415,-0.014675,0.009442,0.000795,0.005828,-0.002239,-0.003167,-0.052165,0.018019,0.02264,0.006172,-0.016802,0.007595,-0.005923,-0.005416,-0.001225,-0.007225,0.009886,0.002991,-0.007998,-0.006559,0.000963,0.024048,-0.003489,0.00202,-0.010079,-0.007195,0.006427,-0.004076
ACTIVISION BLIZZARD INC,0.016768,0.007581,0.007524,-0.002882,-0.002365,-0.015409,0.00535,0.029271,-0.008144,0.00404,-0.008697,-0.003797,-0.001183,-0.001448,0.000132,-0.002504,0.003303,-0.002107,0.003431,0.009336,-0.002736,0.004311,-0.00052,0.001562,0.008186,-0.004769,0.006087,-0.008881,-0.001299,-0.003121,-0.027394,-0.001073,-0.009667,0.001085,0.018689,-0.001462,-0.006258,0.012862,0.01336,-0.008485,0.008031,0.001698,0.005346,-0.024251,-0.048644,0.056161,-0.035847,0.032515,0.002525,0.015109,0.002481,0.011982,-0.002445,0.000774,-0.007348,0.001558,-0.000648,-0.003244,-0.001041,-0.006385
3M CO,0.000159,0.007937,-0.018584,-0.000401,0.014208,-0.00277,-0.001905,0.008667,0.003469,-0.009427,-0.029423,-0.005638,0.003616,-0.010808,0.021935,-0.015147,-0.011925,0.000666,-0.016054,0.019275,-0.005391,0.021264,0.021883,-0.017499,0.030579,0.000552,0.010569,0.007726,0.001781,0.001237,-0.022469,-0.030411,-0.035194,0.018745,0.016328,-0.062143,-0.018,0.00549,0.014971,-0.023167,0.022206,0.006778,0.038236,-0.023277,-0.008426,0.003433,-0.014115,-0.02013,0.008412,0.012294,-0.009282,0.005078,-0.011238,0.008839,-0.0331,-0.002838,-0.000275,-0.010192,0.00436,-0.004895
FREEPORT MCMORAN INC,-0.005779,0.016427,-0.033814,-0.010293,0.00234,0.033982,-0.031862,0.007515,0.009774,0.00433,-0.032463,0.005505,-0.026069,0.011777,0.017196,-0.020286,0.011415,0.020473,-0.02572,0.011352,-0.008092,-0.002105,0.028481,0.021539,0.061245,0.013009,0.043894,0.013644,-0.001545,-0.001109,-0.019978,-0.00521,0.005009,0.028772,-0.01013,-0.008009,0.045974,-0.025515,-0.013861,-0.018742,0.014552,0.004258,-0.024548,-0.012583,-0.004866,0.017229,-0.015335,-0.00186,-0.013507,-0.005902,0.02066,-0.015589,0.010636,-0.023854,0.022041,-0.020394,-0.028715,-0.017246,0.005515,0.021441
MARATHON PETROLEUM CORP,-0.012971,-0.016635,-0.048888,-0.028101,-0.002654,-0.001376,-0.018558,0.041,-0.000809,-0.00162,-0.000631,-0.010102,0.012027,0.017467,0.013627,-0.025317,0.031079,0.014767,-0.019688,0.014495,0.001808,-0.046997,-0.003065,0.046573,0.009418,-0.009074,0.006393,0.009442,0.028997,0.007603,-0.001312,-0.003778,0.015827,0.020206,0.009227,0.026245,-0.003072,0.042678,-0.018471,-0.027926,-0.004801,-0.043184,-0.024965,-0.014179,-0.015144,0.049996,-0.005482,-0.006746,0.050108,0.008045,0.006494,-0.006063,-0.00472,-0.031697,0.004653,-0.002356,0.022316,-0.00478,0.013289,-0.023543
SHERWIN WILLIAMS CO,0.009752,0.024403,-0.01614,-0.000513,-0.009232,0.013261,-0.00617,0.003954,0.019616,-0.039326,-0.018055,-0.015234,-0.009814,0.001974,0.015215,-0.003757,0.005678,-0.013393,-0.008103,0.01617,-0.016534,0.008596,0.020094,-0.067286,0.035346,0.000891,-0.008093,0.041264,-8.2e-05,0.00878,0.007809,-0.014245,-0.040652,0.046812,0.002976,0.013494,-0.009103,-0.089158,0.015463,0.010239,0.024731,0.028023,0.008758,-0.014755,0.005378,-0.018887,-0.012288,-0.016984,-0.004406,0.011237,-0.004848,0.003018,-0.023727,0.003742,-0.020879,-0.002643,0.001887,-0.00612,0.00389,-0.002658
PALO ALTO NETWORKS INC,0.050029,-0.032007,-0.015635,-0.019413,-0.011998,-0.023742,-0.011693,0.018125,-0.006367,-0.003235,-0.047682,-0.01042,-0.003179,-0.008238,-0.01246,-0.028965,-0.013133,-0.014582,-0.013505,0.020899,-0.004708,-0.007811,0.00065,-0.024758,-0.001924,0.001706,-0.006589,0.018779,-0.000805,0.016545,0.022613,-0.002289,-0.006811,0.038306,0.022177,0.012053,0.004234,0.048294,0.004211,-0.013456,0.006407,0.006808,0.017719,-0.01741,-0.021851,0.022211,0.040326,-6e-05,-0.005297,0.006415,0.023029,0.041848,-0.029561,-0.015928,-0.014119,0.124993,0.005273,-0.011179,0.010073,-0.000743
SOUTHERN COPPER CORP,0.007211,0.008298,-0.021462,0.003628,-0.013638,0.023821,-0.012854,-0.003132,0.009755,0.003602,-0.022842,-0.002171,-0.004016,0.014953,0.02003,-0.012334,0.003286,0.018343,-0.018012,0.011955,-0.022657,0.020533,0.025799,0.025625,0.039482,0.02641,0.038161,0.023531,0.029792,0.017966,-0.021412,-0.000928,0.010884,-0.014575,-0.010926,0.015762,-0.000928,-0.007036,-0.002941,0.000134,0.008312,0.042016,-0.028838,-0.005781,-0.010837,-0.001202,-0.004548,0.000538,-0.011684,0.015355,0.013836,0.010169,0.007947,-0.02707,0.004322,-0.008741,-0.0194,-0.014942,0.018259,0.016414
INTERCONTINENTALEXCHANGE GRP INC,0.011264,-0.002556,-0.019771,-0.012606,-0.0209,0.00879,-0.010628,0.018678,0.01064,-0.019459,-0.016453,-0.014283,-0.004764,0.001097,0.021516,-0.000878,0.003416,-0.006809,0.001567,0.017894,-0.014505,0.006238,0.006781,-0.01299,0.022617,0.003241,0.013398,0.019128,0.003128,-0.012841,-0.002044,0.002421,-0.006966,0.01459,0.001751,-0.022269,0.002259,0.015964,-0.002311,-0.011858,0.008344,0.013575,-0.006238,-0.006185,0.00613,0.009509,-0.000914,-0.015652,0.01088,0.004415,-0.007235,0.002214,-0.013899,-0.000187,-0.027542,0.001248,-0.005082,-0.012047,-0.009755,0.002857
LAUDER ESTEE COS INC,-0.016243,0.030393,-0.031547,0.024107,-0.019068,0.043392,-0.009109,0.016763,0.015219,0.004271,-0.034588,0.001413,-0.019507,0.005926,0.026216,-0.006766,-0.004954,0.030163,-0.008458,0.015192,-0.007282,0.023377,0.031507,-0.002825,0.010108,-0.008264,0.003134,0.00442,-0.005159,0.018951,-0.000674,-0.014193,-0.014207,0.03102,0.025901,0.009727,-0.011618,-0.002628,-0.008894,0.001551,0.021644,0.013426,-0.044124,0.00421,-0.031053,-0.000613,-0.006973,-0.025773,-0.00899,0.020181,0.000901,-0.003405,-0.020106,0.013425,-0.011428,-0.00296,0.001645,-0.027798,0.00033,0.003758
METLIFE INC,-0.000652,0.003392,-0.019633,-0.001592,-0.009166,-0.013138,-0.019291,0.013714,0.000683,-0.005326,-0.015651,-0.003208,-0.004337,0.008853,0.014626,-0.014278,0.006546,0.000692,-0.007052,0.011837,-0.003991,-0.00304,0.014414,-0.008061,0.013499,-0.030443,0.003224,0.0,-0.002515,0.007424,-0.004867,-0.019701,-0.010405,0.010946,0.007124,0.003961,0.008313,0.009223,-0.002492,0.001666,0.011918,-0.004656,-0.040864,0.001148,0.011463,0.016693,-0.000281,-0.006317,0.008617,0.013866,-0.004697,0.005413,0.000414,0.000966,-0.02054,-0.002674,-0.003951,0.017852,-0.000835,-0.000697
SYNOPSYS INC,0.053896,-0.027023,-0.04854,-0.009811,-0.012865,0.021032,-0.0147,0.02637,0.011336,-0.01804,-0.024727,0.016367,-0.01741,0.003216,0.017847,-0.02574,-0.004694,-0.007058,-0.008303,0.021154,-0.008355,0.001221,0.00391,-0.018353,0.017458,0.016878,0.005154,0.020511,-0.003739,-0.00039,0.013004,-0.004862,-0.013049,0.033627,0.0231,-0.002997,-2.9e-05,0.021187,0.001682,-0.020685,0.011061,0.037597,0.004196,-0.019398,-0.004067,0.018835,-0.016769,0.008624,-0.012648,0.007379,0.039197,0.009416,-0.052098,-0.014623,-0.005925,0.007691,0.029347,-0.008756,0.002981,0.001101
GENERAL MOTORS CO,-0.000986,-0.013109,-0.02782,-0.019851,-0.001578,0.006322,0.002094,0.005486,0.007275,-0.010575,-0.019291,-0.039075,-0.020194,-0.006211,0.019886,-0.066017,0.008947,-0.015075,-0.02371,0.035045,-0.000891,0.005351,0.025724,0.008936,0.026,0.000278,0.033129,0.019132,0.013485,-0.047483,0.002739,-0.004644,-0.019484,-0.010635,0.030835,-0.006586,0.003315,0.004405,0.040296,-0.043742,0.083494,-0.000509,0.05598,-0.008916,0.005106,0.001451,0.004106,0.001443,-0.006726,0.016203,0.009757,0.012256,0.003492,0.001624,-0.047255,-0.005835,-0.040108,-0.001783,0.003318,-0.0145
MODERNA INC,0.031664,0.004794,-0.035207,-0.013585,0.031463,0.031844,-0.039794,-0.068903,0.19627,0.057761,-0.008136,-0.067358,-0.01759,0.05935,0.044144,-0.008094,-0.044447,-0.094987,-0.02037,0.013371,0.004249,-0.003507,-0.009107,-0.021707,0.039421,0.019961,0.030987,-0.015871,0.007608,0.020951,-0.006823,0.033195,-0.033702,0.01891,0.015259,-0.000914,-0.018754,0.000881,-0.02013,-0.044785,-0.026594,-0.009997,0.011761,-0.017579,-0.017201,0.00464,-0.039285,0.000852,0.029183,0.012996,0.024143,0.009452,-0.028035,-0.033138,-0.039076,-0.011993,-0.067016,-0.056312,-0.007109,0.003905
CHARTER COMMUNICATIONS INC NEW,-0.005444,0.009071,-0.012478,-0.042858,0.010022,-0.001547,0.016724,0.010064,0.02154,-0.163848,-0.04541,-0.027024,0.003935,0.010223,0.03896,0.007904,0.030999,-0.003384,-0.001352,0.019859,0.000472,0.007313,0.036361,0.020989,0.017431,-0.001496,0.020317,0.010116,0.018603,0.007783,-0.000309,-0.016712,0.006128,0.030999,-0.000252,-0.01005,0.029921,0.016421,-0.038939,-0.008798,-0.016959,0.037392,0.034037,-0.014433,-0.004209,-0.004894,0.001714,-0.02363,0.00805,0.008036,0.0,0.008697,-0.008028,-0.011864,-0.044765,0.012543,0.001516,-0.021971,0.00064,-0.019837
OCCIDENTAL PETROLEUM CORP,-0.009929,-0.008576,-0.027122,-0.033454,-0.002962,-0.003753,-0.015382,0.022844,0.003904,-0.009334,-0.008166,-0.009975,-0.001919,-0.000641,0.021805,-0.030284,0.03479,0.005942,-0.034976,0.003222,0.0114,-0.030799,0.000983,0.018164,0.02459,0.005177,0.001092,-0.000935,0.025745,-0.006541,-0.009034,-0.004635,0.019404,0.018882,-0.006128,-0.031128,0.001397,0.039833,-0.008198,-0.036219,0.010292,-0.019911,-0.016221,-0.019689,0.005062,0.049553,-0.010372,-0.011419,0.038449,-0.013256,0.024398,-0.051854,-0.006359,-0.02832,-0.014984,-0.023404,0.013694,-0.004053,-0.000339,-0.006784
MONSTER BEVERAGE CORP NEW,0.003792,0.007651,-0.017974,-0.007145,-0.00207,0.003062,-0.014773,0.007797,-0.003769,0.014536,-0.022081,0.01134,-0.003572,0.007369,0.007809,-0.011182,0.004464,0.007407,-0.006764,0.006909,-0.004803,-0.002068,0.008192,-0.017328,0.020422,-0.012496,-0.00613,0.011539,-0.016226,0.020392,0.000882,-0.013996,-0.008735,0.001402,0.0011,0.029068,0.004853,0.003767,-0.010779,-0.004086,0.016704,-0.000384,-0.014033,-0.007604,0.01002,-0.003015,-0.004097,0.007444,-0.000486,0.013813,0.000288,0.008106,-0.010039,0.001346,-0.017278,-0.000488,0.003518,-0.014218,0.010768,-0.005473
MOODYS CORP,0.026184,-0.014212,-0.034567,0.004463,-0.006562,-0.002821,-0.00652,0.010661,0.036387,-0.013295,-0.036154,-0.017779,-0.012209,-0.01236,0.02743,-0.011437,-0.001325,-0.008823,-0.012086,0.036298,-0.015233,-0.007717,0.027634,-0.026117,0.04702,0.003763,0.022215,0.034247,0.016166,0.006818,-0.00302,0.009248,-0.011122,0.023997,-0.000874,-0.015085,0.001173,0.007855,0.004305,-0.016835,0.027212,0.001611,0.019241,-0.01557,-0.030337,0.010715,-0.01856,-0.015962,-0.000782,0.022101,-0.014288,0.004497,-0.025639,-0.003471,-0.021927,-0.001458,0.002717,-0.017661,0.001625,0.001519
CADENCE DESIGN SYSTEMS INC,0.027552,-0.024607,-0.034623,-0.016821,-0.018758,0.021608,-0.002377,0.014786,0.012885,-0.016406,-0.019581,0.005979,-0.013787,0.008761,0.018785,-0.022066,-0.001916,-0.008671,-0.010684,0.022673,-0.007966,-0.006225,-0.002568,-0.015261,0.01824,0.039208,-0.009643,0.025256,-0.002434,0.00714,0.021919,-0.002948,-0.002957,0.036697,0.02889,-0.005616,0.000548,0.017262,-0.003232,-0.023185,0.011564,0.033146,0.001747,-0.01781,0.000323,0.013017,-0.015292,0.004422,-0.01326,0.010337,0.072106,0.015922,-0.037773,-0.000925,-0.009206,0.006956,0.013557,-0.014648,-0.002891,-0.001242
K L A CORP,-0.006155,-0.002994,-0.002541,-0.013717,0.012655,0.020176,-0.00634,0.019064,0.020254,-0.006894,-0.05283,0.002053,-0.004876,0.005865,0.028167,-0.05779,0.009469,-0.016667,-0.009,0.032902,-0.00745,-0.001273,0.009773,-0.017779,0.064584,0.027013,0.019445,0.006919,-0.000191,0.002315,-0.009737,-0.00214,-0.031224,0.029222,0.028344,-0.005733,-0.001229,0.014529,-0.068547,-0.029271,0.012381,0.044053,0.010957,-0.01446,-0.006564,0.027713,-0.029484,-0.001978,-0.016743,0.017742,-0.000919,0.005294,-0.028754,-0.012499,-0.024696,-0.001559,0.028114,-0.021938,-0.002001,0.000765
MARRIOTT INTERNATIONAL INC NEW,-0.000968,0.002664,-0.021675,-0.009689,-0.019879,0.02149,0.003112,0.012472,-0.000306,-0.023234,-0.024603,-0.010424,-0.015736,-0.006342,-0.011037,-0.010286,0.009238,-0.001548,-0.018537,0.016277,0.006217,-0.007657,0.014281,-0.006539,0.030226,-0.005542,0.00413,0.03467,0.009592,0.011188,-0.004883,-0.007454,0.00776,0.036515,0.012642,0.003609,0.015917,0.013056,-0.001432,-0.017955,0.017407,0.006775,0.004619,-0.009877,-0.012097,0.01799,-0.008038,0.005115,-0.020183,0.017506,0.039571,-0.003751,-0.02658,-0.018602,-0.010666,-0.000527,0.010259,-0.009364,-0.004227,-0.002181
O REILLY AUTOMOTIVE INC NEW,-0.008513,0.001435,-0.017835,-0.015941,-0.001049,0.009134,-0.010235,0.007913,-0.018685,-0.005203,-0.008963,0.005662,0.005741,0.008819,0.012129,-0.011804,0.01186,0.012345,0.000924,-0.001137,0.000439,-0.003922,-0.016629,0.009132,0.009865,-0.016391,-0.002208,-0.001669,-0.017747,0.005698,-0.007027,-0.005755,-0.014098,-0.000441,0.001286,0.005904,0.001727,0.0002,-0.036796,0.023938,0.003445,0.019663,-0.00281,-0.01343,0.018381,-0.010415,-0.017053,0.037645,0.010184,0.029286,0.013549,0.000267,0.000894,0.012773,-0.014754,-0.020485,-0.001602,-0.011104,0.016999,-0.018748
FEDEX CORP,-0.009714,0.00532,-0.026515,-0.020102,-0.00445,-0.002148,0.009133,0.029246,-0.002763,0.006728,-0.027517,-0.008373,-0.017121,-0.026247,0.034317,0.033531,0.001366,0.006366,-0.022593,0.014447,-0.013387,0.023499,0.02358,-0.000937,0.024768,0.021371,-0.00527,0.018332,-0.001613,-0.016989,-0.002651,-0.002445,-0.01833,0.014384,0.022849,-0.00994,-0.007609,0.012406,0.002209,-0.034005,0.053129,0.042557,0.061303,0.000793,-0.019006,-0.003229,-0.002049,-0.004105,0.003595,0.010938,0.004772,0.00174,-0.006431,-0.006472,-0.022111,-0.013713,0.011586,-0.00926,0.003837,-0.004116
NORFOLK SOUTHERN CORP,-0.000546,-0.008933,-0.026607,-0.019247,-0.004123,0.017057,-0.006594,0.036878,0.019285,0.0019,-0.023721,-0.006699,-0.014366,-0.016518,0.015561,-0.005067,0.008352,0.008162,-0.014949,0.009846,-0.007212,0.005194,0.012919,-0.013631,0.033579,-0.006099,0.001652,0.005851,-0.007691,0.003777,0.005997,-0.007753,-0.018809,0.015127,0.01096,-0.002184,-0.050453,-0.007367,-0.009827,-0.002512,0.031905,0.012123,0.029744,-0.010673,-0.02245,0.004909,-0.00424,-0.030979,0.01519,-0.011953,-0.018481,0.012793,-0.034706,-0.00813,-0.015779,-0.011401,0.008424,0.004065,0.002402,-0.002175
VALERO ENERGY CORP NEW,-0.011899,-0.037567,-0.048084,-0.017361,0.01119,-0.027373,-0.019247,0.05242,-0.001077,-0.006637,0.001587,-0.004586,0.002848,0.018127,0.006564,-0.024943,0.039709,0.016403,-0.008385,0.007738,0.004275,-0.05376,-0.003499,0.058268,0.007663,0.007996,0.026676,0.012045,0.012874,0.005986,0.010872,-0.015188,0.021768,0.030765,0.002452,0.013629,-0.011584,0.046111,-0.045012,-0.021088,-0.001141,-0.027137,-0.023343,-0.009921,-0.027632,0.050199,-0.002974,-0.011184,0.061152,0.00064,-0.000787,-0.023767,-0.017599,-0.032545,0.019983,-0.011422,0.013314,0.002416,0.017326,-0.024584
AIRBNB INC,-0.008518,-0.002666,-0.024653,-0.054715,-0.017397,0.036394,-0.001371,0.009293,-0.023436,0.006321,-0.035346,-0.011478,-0.040639,0.019667,-0.006277,-0.025267,0.004477,-0.020645,-0.011978,0.033216,0.003168,-0.007018,0.044994,-0.011384,0.009235,0.008134,-0.007844,0.066637,0.042884,0.019088,0.008967,-0.00158,-0.019879,0.021998,0.038902,-0.010359,0.002977,0.047683,0.059587,-0.055719,0.014889,0.02592,0.03974,0.001519,-0.002949,0.011322,-0.027822,-0.012204,-0.05281,0.069349,0.038224,0.133532,0.01759,-0.05609,-0.021429,-0.012191,-0.013285,-0.021829,0.006108,-0.002024
SNOWFLAKE INC,0.077957,-0.027915,-0.09423,0.00811,0.004973,0.039735,0.011619,0.043936,-0.001988,-0.009165,-0.043901,-0.001402,-0.030537,0.02252,0.039232,-0.043475,-0.013393,-0.005271,0.004791,0.028609,0.008147,-0.056012,-0.037343,-0.068077,0.020566,0.083589,0.02611,0.012832,0.017393,-0.008935,0.034429,-0.038499,-0.034758,0.070837,0.03784,-0.030007,-0.00926,0.055456,0.045326,-0.040412,0.023019,0.056124,0.077654,-0.082898,-0.031968,0.017081,-0.010636,0.022759,-0.032887,0.029429,0.05594,0.024909,-0.062072,-0.062774,-0.018302,-0.003967,0.016328,-0.030564,0.041835,-0.001746
EDWARDS LIFESCIENCES CORP,0.004013,-0.013022,-0.035271,-0.021395,0.00429,-0.001378,0.021109,0.0177,0.008497,-0.001843,-0.029939,-0.007342,0.005753,-0.000136,0.018251,-0.004147,-0.003492,-0.008087,-0.006523,0.028724,-0.007978,-0.004557,0.029622,-0.016869,0.024342,-0.00857,0.008775,0.008959,0.000515,0.007203,0.007023,-0.006974,0.002043,0.01045,0.009711,-0.036847,0.007522,0.006693,-0.000895,-0.026619,0.008414,0.062321,0.037187,-0.028281,-0.036897,0.012012,-0.024488,-0.010246,-0.001035,0.005311,-0.013143,0.017365,-0.008214,0.015916,-0.037702,-0.001588,0.028503,-0.017144,0.014295,0.040083
KEURIG DR PEPPER INC,0.001034,0.000775,-0.020134,-0.00764,0.007168,0.009752,-0.009919,0.004218,-0.011814,-0.00797,-0.019014,-0.015288,0.006931,-0.001652,0.007446,-0.00657,0.002204,-0.007424,-0.009141,0.001677,-0.004745,-0.003085,0.008158,-0.009766,0.027487,-0.006343,-0.009437,0.002242,-0.005591,0.003374,0.001121,-0.02239,-0.016318,0.010186,-0.000576,0.00836,-0.000572,-0.000858,-0.006585,0.000576,0.016129,0.001701,-0.003679,-0.001704,0.001991,-0.000568,-0.009375,0.0,0.011758,0.010771,-0.007572,0.00876,0.005602,-0.006407,-0.003364,0.00647,0.009223,-0.008862,-0.011735,-0.023184
K K R & CO INC,0.012134,-0.005709,-0.051292,-0.01049,-0.034659,0.01943,-0.005594,0.006875,0.033313,-0.011814,-0.038095,-0.018749,-0.012452,0.005,0.030716,-0.021826,0.005578,-0.020909,-0.015036,0.034071,-0.006846,0.005601,0.03042,-0.014553,0.016456,0.030303,0.009871,0.041891,0.02757,0.006149,-0.008704,-0.009714,-0.04735,0.053069,0.013351,-0.009649,0.003747,0.032668,0.003254,-0.019279,0.025354,0.021143,0.017898,-0.014825,-0.019773,0.052124,-0.011368,-0.009782,0.005026,0.019141,-0.00846,0.00512,-0.020289,-0.006429,-0.025883,-0.003411,0.007026,-0.015564,0.011267,0.012579
PHILLIPS 66,-0.003689,-0.012773,-0.023533,-0.010274,-0.000679,-0.020484,-0.028741,0.041531,0.000588,-0.008323,0.001876,-0.00818,-0.000298,0.020177,0.006917,-0.027286,0.03392,0.006157,-0.023236,0.019188,-0.000288,-0.029304,-0.003464,0.023242,0.026014,-0.03491,-0.004313,-0.001477,0.014198,0.001653,-0.005047,0.001951,0.016259,0.024717,-0.000187,0.000655,0.017195,0.024254,-0.024756,-0.021245,-0.05779,-0.022739,0.010103,-0.001718,-0.007388,0.042822,0.004497,-0.006132,0.051611,0.008195,-0.002864,-0.012043,-0.016221,-0.04127,0.001105,-0.001806,0.008847,0.016443,0.016177,-0.010516
DOLLAR GENERAL CORP NEW,-0.075641,0.032242,0.008075,-0.001952,0.014341,-0.001084,-0.021874,0.006372,-0.005514,0.016512,-0.002424,0.005549,-0.023404,-0.006228,0.014984,0.004048,0.008227,-0.001535,-0.008739,0.012244,-0.004879,0.001909,-0.013051,0.007885,0.012794,-0.030214,0.002945,-0.020475,-0.017947,0.004128,-0.006209,-0.025165,-0.00778,0.027353,0.001995,0.013199,0.018367,-0.005369,-0.004343,-0.013638,0.003049,0.008604,-0.018251,-0.013921,0.001096,0.000219,-0.003284,0.005974,0.002576,0.017074,-0.009122,0.003328,-0.014344,-0.00437,-0.005311,-0.005913,-0.036223,-0.013173,0.008635,0.000925
MCKESSON H B O C INC,-0.005135,0.018777,-0.0114,-0.011505,0.01976,-0.010039,-0.026805,0.01707,-0.017631,0.003288,-0.010824,0.011839,0.007782,2.7e-05,0.013074,0.003496,0.004924,-0.00907,-0.007049,-0.006331,0.0,-0.002106,-0.000855,0.000107,0.032081,-0.010595,0.001859,-0.004887,0.000105,0.002547,0.004348,-0.013221,0.000846,-0.001796,-0.007962,0.00392,-0.001195,0.02146,-0.012809,-0.001345,-2.6e-05,-0.020334,-0.01213,-0.010642,-0.012273,0.015302,0.008443,-0.011781,0.015758,-0.003016,-0.003025,-0.006041,0.000302,0.00855,-0.014583,-0.002241,-0.001026,-0.003302,-0.010553,-0.014071
KRAFT HEINZ CO,0.003558,0.00861,-0.005272,-0.005048,0.011923,0.006267,-0.004983,0.008513,-0.007696,0.004754,-0.008217,0.00226,0.00476,-0.007978,0.009801,0.00448,0.003964,0.010859,-0.012695,0.005935,0.000737,0.001719,0.01128,0.002182,0.030486,-0.009157,0.003081,0.005433,-0.003055,-0.000236,-0.002122,-0.063076,0.009581,-0.003996,0.009529,-0.010929,0.003265,-0.007259,0.000756,0.017133,0.003963,0.000247,-0.013567,-0.015254,0.013967,-0.009767,-0.011887,-0.004607,0.019028,0.017663,-0.011158,0.006269,-0.008722,0.00553,-0.00325,-0.007274,0.004295,-0.003522,0.001262,-0.018154
PIONEER NATURAL RESOURCES CO,0.013051,0.001422,-0.03776,-0.018362,0.014327,-0.035313,-0.0329,0.023178,0.026763,0.001334,-0.002265,-0.025333,-0.003883,0.007245,0.026907,-0.023985,0.0407,0.010563,-0.030838,0.010205,0.007544,-0.035641,0.012713,0.018292,0.02787,-0.014135,0.004345,0.001903,0.032729,-0.000794,-0.004561,-0.01652,0.018849,0.004279,0.008563,-0.015366,-0.006394,0.003302,-0.011013,-0.019455,0.002263,-0.02774,-0.017682,0.0,-0.007273,0.035119,-0.009687,-0.011435,0.0455,0.004581,0.005464,-0.054852,-0.020507,-0.034247,-0.014453,-0.003253,-0.001023,-0.041403,0.027471,-0.007724
EMERSON ELECTRIC CO,-0.001357,0.012861,-0.017756,-0.008408,0.003816,0.002323,-0.007795,0.020809,0.019969,-0.003569,-0.025276,-0.003045,-0.004002,0.004864,0.018308,-0.017566,0.004838,0.011723,-0.014484,0.011547,-0.003113,0.000521,-0.007179,-0.004297,0.030944,-0.007044,0.005758,0.003885,-0.001527,-0.001326,-0.068219,-0.022249,-0.026006,0.005294,0.01889,0.005393,-0.00447,0.017288,-0.013132,0.002907,0.005909,0.015518,-0.001528,-0.000984,-0.010504,0.008294,-0.05692,-0.009769,0.008221,0.012347,-0.010586,0.010815,-0.008053,-0.003034,-0.039677,0.003047,0.000121,-0.001579,-0.000973,0.00743
