permno,mkt_cap,asset_name,2017-10-02,2017-10-03,2017-10-04,2017-10-05,2017-10-06,2017-10-09,2017-10-10,2017-10-11,2017-10-12,2017-10-13,2017-10-16,2017-10-17,2017-10-18,2017-10-19,2017-10-20,2017-10-23,2017-10-24,2017-10-25,2017-10-26,2017-10-27,2017-10-30,2017-10-31,2017-11-01,2017-11-02,2017-11-03,2017-11-06,2017-11-07,2017-11-08,2017-11-09,2017-11-10,2017-11-13,2017-11-14,2017-11-15,2017-11-16,2017-11-17,2017-11-20,2017-11-21,2017-11-22,2017-11-24,2017-11-27,2017-11-28,2017-11-29,2017-11-30,2017-12-01,2017-12-04,2017-12-05,2017-12-06,2017-12-07,2017-12-08,2017-12-11,2017-12-12,2017-12-13,2017-12-14,2017-12-15,2017-12-18,2017-12-19,2017-12-20,2017-12-21,2017-12-22,2017-12-26,2017-12-27,2017-12-28,2017-12-29
14593,860882486.88,APPLE INC,-0.002011,0.004356,-0.006473,0.012445,-0.000579,0.003477,0.000385,0.004169,-0.003513,0.006346,0.018409,0.00369,-0.004425,-0.023661,0.001731,-0.000512,0.005955,-0.004392,0.006393,0.03583,0.022508,0.013916,-0.012719,0.00731,0.026114,0.010145,0.003214,0.00818,-0.002043,-0.003298,-0.004008,-0.015118,-0.01319,0.011947,-0.005552,-0.000999,0.01859,0.010512,5.7e-05,-0.005029,-0.005859,-0.020743,0.013984,-0.004655,-0.007308,-0.000942,-0.003714,0.001834,0.000295,0.019484,-0.005618,0.00332,-0.00029,0.010161,0.014083,-0.010656,-0.001089,0.003785,0.0,-0.02537,0.000176,0.002814,-0.010814
10107,659085700.0,MICROSOFT CORP,0.001611,-0.004691,0.00579,0.017138,0.000395,0.003816,0.0,0.001704,0.00916,0.004798,0.002065,-0.000773,0.000258,0.003866,0.011552,0.000254,0.000381,-0.002917,0.001653,0.064119,0.000955,-0.008463,0.0,0.010459,0.001071,0.003922,-0.002368,0.003441,-0.005558,-0.002616,0.000715,0.00143,-0.007733,0.002651,-0.009615,0.001578,0.014419,-0.007286,0.001805,0.007326,0.012042,-0.018143,0.009959,0.001069,-0.03774,0.00629,0.014585,-0.003503,0.020245,0.012714,0.004107,-0.002688,-0.007733,0.025505,-0.005412,-0.006367,-0.003612,-0.000234,0.000117,-0.001286,0.00363,0.000117,-0.0021
84788,563534833.3838401,AMAZON COM INC,-0.002247,-0.002179,0.008724,0.015951,0.0089,0.001425,-0.003824,0.007901,0.00596,0.002008,0.00339,0.002772,-0.01202,-0.010421,-0.00375,-0.016899,0.009935,-0.003064,-0.000493,0.132164,0.008992,-0.005014,-0.001448,-0.008571,0.015884,0.00815,0.00224,0.008645,-0.00331,-0.003348,0.003395,0.006793,-0.008928,0.009408,-0.006516,-0.00316,0.011702,0.014629,0.02581,0.008288,-0.001865,-0.027086,0.01333,-0.012237,-0.024433,0.00672,0.009443,0.006456,0.001905,0.005955,-0.003285,-0.000815,0.008702,0.004156,0.009702,-0.002688,-0.00822,-0.002429,-0.005448,0.00719,0.004674,0.003248,-0.014021
13407,422974643.97,FACEBOOK INC,-0.008193,0.002891,-0.009061,0.016744,0.005781,0.001568,-0.005275,0.006702,-0.0011,0.006897,0.004489,0.009111,-0.000454,-0.008351,0.002406,-0.021202,0.003095,-0.006985,0.000176,0.04249,0.011187,0.001056,0.01444,-0.020475,0.0,0.006986,0.000444,-0.003828,-0.001448,-0.004685,0.001737,-0.003916,-0.000674,0.009216,-0.003285,-0.001452,0.017456,-0.005444,0.01056,0.001368,-0.003333,-0.039963,0.011706,-0.011739,-0.020731,0.007931,0.018689,0.023174,-0.006328,0.000223,-0.011617,0.007572,0.000505,0.010034,0.003552,-0.007245,-0.009025,-0.002473,-0.001409,-0.006828,0.009262,0.001689,-0.008206
22111,375360574.4,JOHNSON & JOHNSON,0.009307,0.006706,0.00598,0.002258,0.000225,0.001726,0.003372,0.020538,0.001317,-0.002923,-0.002272,0.034308,-0.000781,0.009667,0.002535,0.008567,-0.013786,0.005083,-0.003863,-0.000212,-0.012555,-0.004214,0.004089,-0.000357,0.001072,-0.002284,7.2e-05,0.01109,-0.006864,-0.005629,0.001433,-0.001932,-0.002796,-0.001654,-0.006265,-0.000507,0.002973,-0.00759,0.005244,0.006739,0.013903,-0.0015,-0.003433,0.004665,-0.00693,0.004748,0.009952,-0.007444,0.004143,0.003912,0.010344,0.002034,-0.008678,0.005718,-0.004633,-0.000141,-0.004373,-0.000708,-0.006664,-0.000214,0.003426,-7.1e-05,-0.005976
47896,371052498.44,JPMORGAN CHASE & CO,0.013925,0.005266,-0.01017,0.013387,-0.001751,-0.005262,0.007468,-0.002986,-0.008777,-0.001354,0.020655,-0.002249,0.00379,0.001225,0.01427,-0.001708,0.015905,0.000991,0.007127,0.000295,-0.003537,-0.007889,0.003081,0.006639,-0.001772,-0.006212,-0.020143,-0.011241,-0.000102,-0.001229,0.003589,-0.006029,0.009458,0.002852,-0.003351,0.008865,-0.000808,-0.002931,-0.003244,-0.003967,0.035025,0.023382,0.007616,0.002583,0.020613,-0.011501,-0.007473,-0.002954,0.012522,-0.002926,0.011646,-0.012541,-0.008056,0.014141,0.007726,-0.004207,-0.003474,0.015922,-0.003524,-0.004002,0.001869,0.005316,-0.007886
14542,365550429.38682,ALPHABET INC,-0.006089,0.004742,-0.006379,0.019208,0.009207,-0.001931,-0.004504,0.017119,-0.001435,0.001873,0.002344,0.000181,0.000635,-0.008421,0.003809,-0.019986,0.002158,0.002875,-0.000791,0.048028,-0.002119,-0.000462,0.008715,7.8e-05,0.006728,-0.006373,0.007242,0.00631,-0.008261,-0.003093,-0.002257,0.000244,-0.004961,0.011353,-0.012988,-0.000697,0.015819,0.001421,0.004489,0.013069,-0.00645,-0.024585,-0.000245,-0.011004,-0.011374,0.006479,0.013162,0.012324,0.005936,0.003905,-0.000596,0.000125,0.008207,0.014335,0.012169,-0.005997,-0.005352,-0.001239,-0.0033,-0.003188,-0.006974,-0.001172,-0.00166
11850,354391545.84,EXXON MOBIL CORP,-0.004269,0.001593,0.000367,0.002812,-0.00378,0.003916,0.002804,0.004133,-0.002058,-0.000243,0.004854,0.001811,-0.002411,-0.000242,0.004472,0.001564,0.002763,-0.003594,0.003607,0.002875,-0.002031,-0.002274,0.006239,-0.004054,-0.00419,0.006853,-0.00203,-0.001316,0.00599,-0.003096,-0.000603,-0.007842,-0.012524,-0.008004,-0.003972,0.003863,0.003973,0.002844,0.003946,-0.003807,0.006904,0.007347,0.012398,0.002041,0.001318,-0.008137,-0.007359,0.003282,0.001333,0.004476,-0.003252,0.00435,-0.002647,0.001568,-0.001084,-0.006028,0.005216,0.011826,0.001431,0.000119,-0.000953,0.00143,-0.004523
90319,314408303.9694,ALPHABET INC,-0.006419,0.004765,-0.005452,0.019043,0.008577,-0.001339,-0.004545,0.018071,0.0,0.002208,0.001468,0.001635,0.001721,-0.010763,0.003224,-0.019432,0.002993,0.003005,-4e-05,0.042616,-0.000522,-8.7e-05,0.009249,0.00036,0.006731,-0.006962,0.009313,0.005606,-0.009988,-0.003407,-0.002825,0.000423,-0.005021,0.011636,-0.011998,-0.001187,0.015116,0.001542,0.004373,0.014661,-0.008134,-0.024368,-0.001166,-0.010713,-0.012877,0.007639,0.012868,0.011475,0.004605,0.002468,-0.003042,0.002498,0.005783,0.01374,0.012211,-0.004894,-0.00576,-0.002524,-0.001858,-0.002816,-0.005301,-0.004009,-0.002415
59408,307911725.28,BANK OF AMERICA CORP,0.01105,0.009368,-0.005801,0.016336,0.003062,-0.013735,0.003095,-0.003857,-0.014712,0.014931,0.015873,-0.001524,0.010687,0.003776,0.022197,-0.000368,0.019146,-0.001806,0.003981,0.002163,-0.007194,-0.007609,0.005111,0.01235,-0.001794,-0.002516,-0.020541,-0.014349,-0.011198,0.000755,-0.004149,-0.006061,0.02096,-0.00112,-0.005232,0.004508,-0.000374,-0.002619,-0.002626,0.0,0.039489,0.023155,0.000354,-0.002485,0.034164,-0.004473,-0.010024,0.004888,0.009381,-0.003787,0.013131,-0.016371,-0.003814,0.01079,0.015152,-0.001018,0.001019,0.011533,0.002012,-0.003347,-0.001679,0.002355,-0.009396
