permno,mkt_cap,asset_name,2015-02-02,2015-02-03,2015-02-04,2015-02-05,2015-02-06,2015-02-09,2015-02-10,2015-02-11,2015-02-12,2015-02-13,2015-02-17,2015-02-18,2015-02-19,2015-02-20,2015-02-23,2015-02-24,2015-02-25,2015-02-26,2015-02-27,2015-03-02,2015-03-03,2015-03-04,2015-03-05,2015-03-06,2015-03-09,2015-03-10,2015-03-11,2015-03-12,2015-03-13,2015-03-16,2015-03-17,2015-03-18,2015-03-19,2015-03-20,2015-03-23,2015-03-24,2015-03-25,2015-03-26,2015-03-27,2015-03-30,2015-03-31,2015-04-01,2015-04-02,2015-04-06,2015-04-07,2015-04-08,2015-04-09,2015-04-10,2015-04-13,2015-04-14,2015-04-15,2015-04-16,2015-04-17,2015-04-20,2015-04-21,2015-04-22,2015-04-23,2015-04-24,2015-04-27,2015-04-28,2015-04-29,2015-04-30
14542,184108814.4789,GOOGLE INC,-0.0113,0.001438,-0.012244,0.00922,0.006482,-0.00597,0.017259,-0.001807,0.012986,0.011199,-0.011238,-0.005784,0.005874,-0.007221,-0.013063,0.007859,0.014512,0.021347,0.005257,0.023173,0.004026,-0.000471,0.003418,-0.013288,0.002052,-0.02433,-0.006901,0.007856,-0.014743,0.013137,-0.006618,0.015721,-0.002699,0.004247,-0.002766,0.020365,-0.020002,-0.006469,-0.012303,0.006729,-0.0073,-0.009927,-0.012957,0.002306,0.000475,0.008547,-0.001532,-0.001424,-0.001556,-0.016284,0.004035,0.002385,-0.018265,0.02162,-0.002634,0.010104,0.014156,0.033017,-0.01445,-0.003043,-0.008308,-0.021381
66093,179885520.0,A T & T INC,0.019441,0.023242,0.002038,0.003778,0.009554,-0.006596,0.006062,-0.013199,0.006397,0.001445,0.001443,-0.006338,-0.011598,-0.000293,-0.006749,0.005908,0.004699,0.008477,0.001739,0.002315,-0.00664,-0.011915,0.0,-0.015294,-0.003883,-0.017091,-0.004881,0.015635,-0.011168,0.009158,-0.00484,0.020973,-0.011611,0.000904,0.001505,-0.00631,-0.013608,0.006131,-0.002133,0.006718,-0.009706,0.007351,0.007297,0.006037,-0.005101,-0.001206,0.001225,0.002447,0.003357,-0.005779,0.006118,-0.004257,-0.007328,0.009843,-0.005178,0.006124,0.041692,-0.006427,0.002352,0.022587,-0.002869,-0.003452
11308,177186076.08,COCA COLA CO,0.010202,0.000962,0.001201,0.002639,-0.008136,-0.005308,0.028377,-0.000708,-0.00472,-0.004268,-0.004287,-0.001913,0.009106,-0.003325,-0.002859,0.006691,-0.001899,0.00975,0.019783,-0.002309,-0.005787,-0.010477,-0.002353,-0.020755,-0.003131,-0.016912,-0.0145,0.01995,-0.016268,0.009521,0.00546,0.002222,-0.014286,0.015742,-0.000738,-0.003693,-0.000494,-0.002472,-0.006691,0.010729,0.000987,0.003206,0.0,0.012045,-0.003886,-0.002926,0.003913,-0.004141,-0.004403,-0.004668,-0.002715,0.00495,-0.007389,0.008933,0.002951,0.012997,-0.008715,-0.001465,-0.001467,-0.00147,-0.006868,0.001729
13407,177145616.69,FACEBOOK INC,-0.01212,0.005467,0.00305,-0.000198,-0.015143,-0.000403,0.010075,0.017556,-0.00366,-0.006428,-0.001848,0.014683,0.035328,0.005981,-0.013205,-0.004947,0.014149,0.010684,-0.017908,0.009877,-0.001881,0.016269,0.003894,-0.014838,-0.007062,-0.023792,0.000258,0.017533,-0.011149,0.000256,0.016588,0.019467,0.022741,0.012689,0.007518,0.010423,-0.028016,0.001085,0.003494,-0.001261,-0.01178,-0.00669,-0.001347,0.010852,-0.001456,-0.000547,-0.001276,-0.001582,0.011824,0.006084,-0.009699,-0.004776,-0.018649,0.02866,0.006379,0.012078,-0.026232,-0.010678,0.004661,-0.015017,-0.002665,-0.021065
17778,176055000.0,BERKSHIRE HATHAWAY INC DEL,0.019619,0.009464,-0.005203,0.015985,0.001425,-0.003914,0.00509,-0.003318,0.000299,-0.008487,0.003347,-0.002239,-0.005857,0.007246,-0.009413,0.010882,-0.002462,-0.002715,-0.004814,-0.003685,-0.006194,-0.006338,0.008676,-0.003139,0.007719,-0.014059,0.00046,0.011025,-0.012642,0.01098,-0.00411,0.005028,-0.007733,0.001376,0.001585,-0.007505,-2.3e-05,-0.003502,0.003515,0.012442,-0.010014,-0.005517,0.000925,-0.001039,-0.003583,-0.003118,0.003234,-0.001446,0.003434,-0.007085,0.00119,-0.001514,-0.006382,0.005249,-0.003083,0.00632,-0.000228,-0.001164,-0.008882,0.012066,-0.003486,-0.004664
83443,173274425.76069,BERKSHIRE HATHAWAY INC DEL,0.019596,0.010632,-0.005125,0.014506,0.003407,-0.006992,0.005297,-0.001601,0.000735,-0.00968,0.005595,-0.003352,-0.008004,0.008408,-0.009078,0.010721,-0.001141,-0.002957,-0.006269,-0.002239,-0.007819,-0.006921,0.007866,-0.00534,0.005851,-0.020119,0.001746,0.015547,-0.01167,0.013961,-0.008426,0.008636,-0.007671,0.004486,0.000206,-0.008725,-0.005059,-0.003692,0.006013,0.014525,-0.011371,-0.006028,0.000767,0.001393,-0.004869,0.001538,0.002582,-0.001044,-0.000279,-0.004949,-0.00028,-0.004274,-0.009852,0.009879,-0.006686,0.006022,0.003099,-0.002387,-0.007038,0.010135,-0.000772,-0.008426
12490,168675077.01266,INTERNATIONAL BUSINESS MACHS COR,0.008806,0.024635,-0.009529,0.006052,-0.00057,-0.006189,0.018042,-0.00227,0.002023,0.01186,0.003491,0.007642,0.010482,-0.001464,-0.004522,0.011786,-0.012255,-0.011916,0.006651,-0.009016,0.003427,-0.009998,0.01104,-0.016627,0.014322,-0.018411,-0.0064,0.007525,-0.023421,0.018149,-0.000764,0.018157,0.0,0.01921,0.010744,-0.009901,-0.023313,0.008731,-0.001183,0.014152,-0.01334,-0.008224,0.007978,0.00991,0.000185,-0.001357,0.003027,0.003203,-0.002947,-0.000493,0.011275,-0.006093,-0.01508,0.03417,-0.011435,0.006697,0.029511,-0.002702,0.005595,0.018685,0.00276,-0.017833
22752,168462660.68,MERCK & CO INC NEW,0.009954,0.0023,-0.032285,0.002032,-0.006422,-0.007824,0.008915,-0.001869,0.002383,-0.001189,-0.00034,0.00017,-0.008503,0.000858,-0.000857,0.001029,0.002228,0.008036,-0.007123,0.000683,-0.004097,-0.007885,0.001728,-0.019662,0.007389,-0.011876,-0.009191,0.009989,0.000534,0.01637,-0.01138,0.020896,0.009714,0.006356,0.002561,-0.001703,-0.006311,-0.011329,0.002604,0.010217,-0.014741,-0.010786,0.004221,0.001401,0.004372,-0.004875,0.004899,-0.003134,-0.009083,0.018156,0.011946,-0.010436,-0.016598,0.012834,0.000868,0.00052,-0.00312,0.001565,-0.008681,0.050438,-0.005002,-0.002011
59408,167298453.0,BANK OF AMERICA CORP,0.020462,0.027814,-0.006293,0.0114,0.032561,-0.00849,0.004281,-0.003654,0.018949,-0.003599,0.001204,-0.019844,-0.005521,0.010487,-0.010989,0.011111,0.006716,-0.027289,-0.014339,0.01265,0.001874,-0.009352,0.010101,0.01375,-0.003083,-0.0235,0.020266,-0.001241,0.0,0.002486,-0.00248,-0.006837,-0.023154,0.014734,-0.007576,-0.006997,-0.012812,0.000649,-0.007134,0.013717,-0.008376,0.0013,0.008436,-0.00193,-0.003224,0.009702,0.006406,0.000637,0.005089,0.001266,-0.011378,0.009591,-0.014566,0.000643,-0.004496,0.015484,-0.003177,-0.003187,-0.005115,0.005784,0.021086,-0.003129
70519,161772880.0,CITIGROUP INC,0.0164,0.024309,-0.00982,0.002893,0.012361,0.001425,0.003658,0.005872,0.024356,0.006092,0.00957,-0.005223,-0.005834,0.012911,-0.008884,0.011302,0.003661,0.006143,0.000191,0.020412,0.004487,-0.001117,-0.00205,-0.009335,-0.002073,-0.032484,0.021472,0.033442,-0.009985,0.002802,0.002794,-0.002229,-0.024944,0.011455,-0.009438,-0.01029,-0.010782,-0.003698,-0.003712,0.012549,-0.002324,0.001941,0.004649,-0.004628,-0.001937,0.007182,0.004625,0.005755,0.004387,0.001329,0.009103,0.015223,-0.017586,0.00245,-0.013534,0.011814,0.00226,-0.006013,-0.00189,0.004167,0.013957,-0.008185
90319,158191189.81530002,GOOGLE INC,-0.009953,0.002067,-0.013501,0.00709,0.007634,-0.008607,0.020556,-0.003999,0.014889,0.009432,-0.011158,-0.00433,0.007003,-0.00851,-0.012551,0.006822,0.016114,0.021852,0.005972,0.022022,0.006565,-0.000803,0.005369,-0.014679,0.002095,-0.024822,-0.007431,0.009862,-0.014559,0.015624,-0.007175,0.015333,-0.004398,0.002271,0.000743,0.021526,-0.01825,-0.005926,-0.010805,0.00643,-0.011468,-0.009393,-0.014887,0.004877,0.001673,0.007305,-0.001494,0.000949,0.000182,-0.016149,0.002334,0.004584,-0.019834,0.022131,-0.002948,0.011521,0.015077,0.02906,-0.013144,-0.003091,-0.00528,-0.02248
59328,154417200.0,INTEL CORP,0.018463,0.001486,0.004154,0.010119,-0.019004,-0.010963,0.023383,-0.004451,0.017139,0.006886,0.010914,-0.013531,-0.001605,0.005846,-0.01889,0.019254,-0.013514,-0.00869,-0.011887,0.024361,0.001028,0.000733,-0.01143,-0.01601,-0.014161,-0.031174,0.019874,-0.047325,0.004221,-0.003233,-0.007785,0.009807,-0.004856,0.018543,-0.003513,-0.013141,-0.02923,0.006357,0.06383,-0.016875,-0.006039,-0.014711,0.0,0.007465,0.007088,0.001599,-0.002236,0.022087,-0.006264,-0.007564,0.042553,0.001218,-0.012169,0.008007,-0.009166,0.008326,-0.010703,-0.008346,0.013092,0.016,-0.004089,-0.010187
77274,147710099.06,GILEAD SCIENCES INC,0.012973,0.009323,-0.081638,0.014935,-0.024224,-0.00595,0.014654,0.016884,0.008202,0.010913,0.019038,0.000963,-0.011641,-0.001168,0.018517,0.001818,-0.002579,-0.002298,-0.006335,0.002898,-0.010016,0.002627,0.003445,-0.01552,-0.004322,-0.025057,0.001417,0.0097,-0.003202,0.016966,-0.00849,-0.001593,0.011568,0.008379,-0.019846,0.01147,-0.015285,0.012167,-0.000742,-0.003069,-0.025425,-0.004178,0.007266,-0.006502,0.009203,0.011957,0.012917,0.00603,0.005011,-0.000684,0.017807,-0.006633,-0.018967,-0.007151,0.045154,-0.009696,0.009839,-0.014353,-0.007281,0.007577,-0.013498,-0.01769
76076,146831190.0,CISCO SYSTEMS INC,0.017637,0.010809,-0.015856,0.021356,-0.000734,-0.004405,0.013643,-0.020371,0.093947,-0.001018,-0.004078,0.006141,-0.006104,0.010236,0.000675,0.0,-0.004725,0.014242,-0.013373,0.023043,-0.02153,-0.007109,-0.001023,-0.012799,0.015039,-0.023842,-0.013957,-0.000708,-0.010623,0.012885,-0.0053,0.0,0.003908,0.006369,-0.001231,-0.014258,-0.019286,-0.013474,0.001477,0.019167,0.003074,-0.009991,-0.004404,0.003317,0.006245,0.005842,0.002722,0.015023,-0.00214,-0.006076,0.015822,0.012389,-0.023951,0.02024,0.007374,-0.00244,0.001922,0.005057,0.002429,0.014884,-0.009209,-0.007573
13856,140401971.12,PEPSICO INC,0.016528,0.009126,0.004158,0.000104,0.001035,-0.007652,0.021048,0.024594,-0.001295,-0.011369,-0.007768,0.009862,-0.006141,0.003444,0.003937,0.001307,-0.000803,-0.004322,-0.000908,0.000202,-0.006061,-0.003913,-0.001335,-0.010902,-0.001352,-0.016764,-0.008472,0.022215,-0.014523,0.011981,-0.013829,0.005418,-0.005706,0.013177,0.005349,0.000104,-0.006259,0.003884,0.003346,0.005941,-0.009324,-0.005543,0.00631,0.008256,-0.002799,-0.001871,0.003332,-0.001557,-0.006965,0.010049,0.001451,-0.001863,-0.006636,0.007202,0.002902,0.005166,-0.015933,-0.00585,-0.007145,-0.000741,-0.000424,0.007841
66181,138898445.82,HOME DEPOT INC,9.6e-05,0.026908,0.01091,0.00535,0.000459,-0.00642,0.021506,-0.003253,0.016771,-0.002407,0.000983,-8.9e-05,-0.009376,0.011718,0.000356,0.039811,-0.003769,-0.007996,-0.00546,0.011939,-0.000431,-0.011286,0.010021,-0.012596,0.00699,-0.018221,0.004531,0.026798,-0.011025,0.014632,-0.007897,0.004326,-0.007926,0.020233,-0.012086,0.000689,-0.021266,-0.011524,0.01326,0.006763,-0.008898,-0.004225,0.012464,0.00358,-0.005655,0.011286,-0.008824,0.005848,-0.006942,-0.003408,-0.005261,-0.000705,-0.011202,0.00678,0.002747,-0.001591,0.008585,-0.002282,-0.020317,-0.007272,-0.016911,-0.015914
92611,129712160.39999999,VISA INC,0.001687,0.017428,0.019631,0.026086,-0.016115,-0.007329,-0.003428,0.007258,0.018497,-0.004725,0.004599,-0.006461,-7.4e-05,0.014493,3.7e-05,-0.001978,0.001982,0.00271,-0.008913,0.025727,-0.010744,-0.00563,0.001388,-0.017474,0.007723,-0.022917,-0.001697,0.018244,-0.016878,0.015055,-0.016802,0.011985,-0.001607,0.008981,-0.004895,0.000298,-0.020417,-0.00213,-0.000762,0.001831,-0.003807,-0.003516,0.001688,-0.001379,0.009203,0.010638,-0.000902,-0.001505,-0.011004,-0.001219,0.002289,-0.000457,-0.017213,0.0031,0.009734,0.040704,-0.004264,-0.003544,-0.005631,-0.004918,0.008537,-0.019156
92602,129302792.71,PHILIP MORRIS INTERNATIONAL INC,0.017323,0.007473,-0.001945,0.00597,-0.015744,-0.005414,0.003093,0.017267,0.01467,-0.009798,-0.001931,0.003506,-0.004578,0.005083,-0.001806,0.00748,-0.000479,-0.008027,0.001932,-0.000121,-0.003014,-0.006409,-0.005598,-0.020316,0.004997,-0.014916,-0.018044,0.011694,-0.013718,0.003091,0.0,0.008602,0.003819,0.007482,0.005161,-0.016654,-0.010706,-0.004694,0.005895,0.000912,-0.019906,0.009823,0.015644,0.012167,-0.005882,-0.006432,0.008027,0.000514,-0.006547,0.009304,0.000256,0.087418,0.003531,-0.003284,-0.010944,-0.004283,-0.001673,-0.009575,-0.007976,0.009624,-0.00181,0.008945
89525,122619628.16,COMCAST CORP NEW,0.012513,0.029734,0.026891,0.00123,-0.000878,0.002987,0.005605,0.006445,0.010384,0.018585,-0.011183,-0.009864,-0.006355,0.011236,-0.004957,0.016492,0.007605,-0.007883,0.003888,0.008252,0.001503,0.007839,-0.001738,0.000746,0.003313,-0.030873,-0.010903,0.021874,-0.004719,0.011854,-0.010377,-0.002368,-0.004153,0.012001,-0.005551,-0.026218,-0.018152,-0.01088,0.000537,0.016446,-0.002473,0.010448,0.015422,0.00466,0.001804,0.014833,0.006928,0.003692,-0.017221,0.003317,0.015854,-0.004006,-0.020949,0.000856,0.006328,-0.00136,0.007999,0.006922,-0.012743,0.002038,-0.011186,-0.009942
14277,120128871.47,SCHLUMBERGER LTD,0.027309,0.028828,-0.029054,0.016203,0.002793,0.001857,-0.006991,-0.00575,0.014517,0.028153,0.005771,-0.012937,-0.008662,-0.012647,-0.003959,-0.002689,-0.001172,-0.015491,0.003219,0.005466,0.003427,0.002709,-0.003759,-0.02016,-0.009024,-0.012749,-0.000492,-0.00406,-0.006425,0.010445,-0.009722,0.019635,-0.012675,0.016788,-0.004492,-0.001829,0.017593,-0.001561,0.001804,0.014044,-0.012311,0.010067,0.001305,0.018012,0.00419,-0.001739,0.027055,0.007462,-0.012232,0.008862,0.036036,-0.001196,0.010556,-0.0042,-0.012761,0.00953,0.009657,-0.015476,0.007859,0.003574,0.017483,0.0035
14008,120062762.84,AMGEN INC,0.001576,-0.001771,-0.005124,0.012611,-0.01278,-0.009181,0.022332,0.003539,0.000457,0.001959,0.004952,0.009984,0.001733,0.010317,0.00482,-0.006628,0.004512,0.00563,-0.007863,0.01211,-0.006703,0.003973,0.002576,-0.029574,0.000839,-0.009225,-0.00573,0.010151,6.5e-05,0.056852,0.000245,0.021279,0.015432,0.005854,-0.020929,-0.003182,-0.032468,-0.000436,0.012706,0.010548,-0.027114,-0.017204,-0.007766,-0.003849,0.01288,0.019392,0.007235,0.011704,-0.005447,0.000492,0.017838,0.008461,-0.019716,0.014611,0.015003,0.003799,0.000414,-0.007448,-0.032934,0.000677,-0.009293,-0.019071
