permno,mkt_cap,asset_name,2016-12-01,2016-12-02,2016-12-05,2016-12-06,2016-12-07,2016-12-08,2016-12-09,2016-12-12,2016-12-13,2016-12-14,2016-12-15,2016-12-16,2016-12-19,2016-12-20,2016-12-21,2016-12-22,2016-12-23,2016-12-27,2016-12-28,2016-12-29,2016-12-30,2017-01-03,2017-01-04,2017-01-05,2017-01-06,2017-01-09,2017-01-10,2017-01-11,2017-01-12,2017-01-13,2017-01-17,2017-01-18,2017-01-19,2017-01-20,2017-01-23,2017-01-24,2017-01-25,2017-01-26,2017-01-27,2017-01-30,2017-01-31,2017-02-01,2017-02-02,2017-02-03,2017-02-06,2017-02-07,2017-02-08,2017-02-09,2017-02-10,2017-02-13,2017-02-14,2017-02-15,2017-02-16,2017-02-17,2017-02-21,2017-02-22,2017-02-23,2017-02-24,2017-02-27,2017-02-28
66093,256656210.29999998,A T & T INC,0.006472,-0.006944,0.000518,0.018638,0.027954,-0.000989,-0.000742,0.018326,0.005837,-0.006286,0.009732,0.004096,0.010799,0.00831,-0.00259,0.008499,0.000234,-0.001872,-0.003048,0.003293,-0.003047,0.011521,-0.005811,-0.002806,-0.019695,-0.012585,0.000245,-0.004901,0.00985,-0.001219,0.003662,-0.007541,0.004902,0.010976,0.013269,-0.015238,0.000725,0.009181,0.005746,-0.004523,0.00813,-0.002372,-0.020923,0.0017,-0.004606,0.001461,0.002189,0.002427,0.001695,-0.017641,0.00246,0.00908,0.003162,0.005576,0.006027,-0.003355,0.008656,0.009774,-0.012748,-0.000717
90319,251043908.76882,ALPHABET INC,-0.014886,0.00017,0.018,-0.002621,0.019699,0.004675,0.017959,-0.001915,0.009209,0.003128,-0.002739,-0.007123,0.003285,0.003323,-0.00368,-0.003103,-0.002322,0.002637,-0.006618,-0.002101,-0.012991,0.019635,-0.000297,0.006499,0.014994,0.002387,-0.001414,0.004661,-0.000398,0.0017,-0.004188,0.001885,-0.005609,0.00461,0.019634,0.00604,0.0105,-0.001712,-0.013944,-0.025088,-0.004418,-0.006035,0.003704,0.002285,0.001817,0.009262,0.000784,0.000217,0.005771,0.004923,0.001275,-0.003226,0.005792,0.005201,0.003213,0.002461,-0.000423,-0.003749,0.002194,-0.005579
59408,247420010.96,BANK OF AMERICA CORP,0.017992,-0.012558,0.028733,0.014652,0.018502,0.016837,0.0061,-0.020788,0.0,0.002654,0.021615,-0.021589,-0.007944,0.010231,-0.003523,-0.003977,0.002662,0.000442,-0.012384,-0.014778,0.004545,0.019457,0.018642,-0.011765,0.0,-0.005732,0.017295,0.005667,-0.006502,0.003927,-0.041721,0.026304,-0.004419,0.004882,-0.003534,0.017287,0.018301,0.002995,-0.003413,-0.017551,-0.013508,0.011042,-0.007427,0.025088,-0.007299,-0.009516,-0.010044,0.01985,-0.00173,0.013865,0.028205,0.021613,0.0,-0.002441,0.010604,0.000404,-0.008471,-0.014239,0.014032,0.004477
18163,232818360.39,PROCTER & GAMBLE CO,-0.007276,0.006597,0.00716,-0.000964,0.015318,-0.008078,0.010419,0.009008,0.000587,-0.009509,0.003674,0.0,0.000354,-0.001653,-0.003429,0.002254,0.005801,-0.004237,-0.006265,0.003331,-0.003201,0.001427,0.003563,0.006627,-0.000353,-0.007409,-0.010782,0.003114,0.001075,0.002028,0.014284,0.004571,-0.002708,0.032468,-0.005603,0.01035,-0.007967,-0.006425,0.001386,0.000346,0.009798,-0.003082,0.004924,-0.003988,-0.000114,0.006979,0.003636,0.003849,-0.007894,0.003865,-0.005096,0.037105,-0.003622,0.003304,0.006367,-0.002509,-0.00339,-0.000878,-0.001757,0.00198
83443,223633332.05999997,BERKSHIRE HATHAWAY INC DEL,0.017022,-0.004559,0.005145,0.007053,0.020764,-0.003522,0.00457,0.007643,0.00301,-0.009363,0.004059,-0.005853,0.003581,0.006108,-0.002465,0.000482,-0.004276,-0.002238,-0.007275,-0.004275,-0.000429,0.005215,0.001526,-0.004754,0.000674,-0.008506,-0.003395,0.004707,-0.005055,0.003036,-0.013959,0.005325,-0.006729,0.005019,-0.008739,0.012027,0.021964,0.004079,-0.003153,0.002433,-0.004005,-0.003229,-0.003728,0.005767,-0.003172,-0.002998,-0.000368,0.007184,-0.000183,0.011219,0.006632,0.001977,0.00275,0.004948,0.002076,0.004085,0.003184,0.000411,0.002409,0.00463
55976,217981366.70000002,WAL MART STORES INC,0.003408,0.002972,-0.013262,0.006005,0.010517,-0.003683,-0.003696,0.022688,0.001814,-0.006407,-0.003644,-0.001407,0.008453,0.003353,-0.008076,-0.023161,-0.000718,0.002301,-0.005595,-0.000721,-0.002021,-0.006655,0.005826,0.002172,-0.013726,0.006592,-0.006986,0.004397,-0.008172,-0.012359,0.019217,-0.004531,-0.007194,-0.006507,-0.007889,0.011253,-0.007567,-0.002392,-0.016035,0.011575,0.004818,-0.007642,0.007096,-0.002998,-0.001504,0.007379,0.013754,0.018729,-0.015345,-0.003675,0.013133,0.000437,0.00262,0.00726,0.029984,0.003639,-0.005578,0.015145,-0.008979,-0.011291
14541,212974087.5,CHEVRON CORP NEW,0.015507,-0.00256,0.002212,-0.004327,0.014899,0.006379,0.005557,0.011571,0.002305,-0.012434,0.0094,0.0088,-0.003642,0.00255,-0.000339,0.007294,-0.002947,-0.001689,-0.002622,-0.000763,-0.001019,0.001274,-0.000255,-0.004329,-0.004006,-0.008559,-0.007597,0.008438,0.001984,0.001894,-0.000859,-0.002924,-0.003105,0.000173,-0.001817,0.008493,0.007476,-0.005885,-0.023681,-0.017313,-0.004203,-0.003143,0.010901,0.01212,-0.005195,-0.014073,0.001706,0.006094,0.007037,0.007607,-0.002722,0.000444,-0.01679,-0.003162,0.012599,-0.011994,0.005798,-0.008107,0.014802,0.006711
21936,203077872.64,PFIZER INC,-0.021157,0.005404,-0.001265,-0.00095,-0.011724,-0.008015,0.024564,0.022082,0.013272,-0.000305,-0.002133,0.002748,-0.000304,0.000609,-0.013699,-0.001852,0.004329,0.001539,-0.005533,0.004328,-0.000308,0.01601,0.008788,0.009612,-0.003868,-0.000299,-0.000896,-0.018242,-0.007006,-0.002454,-0.014145,-0.000936,-0.010303,0.002208,-0.009758,-0.009854,0.004494,-0.00032,0.004476,-0.003501,0.013414,0.008194,0.001895,0.011346,0.004363,-0.004654,0.00187,0.007467,-0.000927,0.008037,0.004293,0.023206,0.003283,0.0,0.0,-0.000892,0.013992,0.005872,0.000584,-0.004667
65875,202328209.16,VERIZON COMMUNICATIONS INC,-0.000601,-0.001203,-0.001205,0.012261,0.020254,-0.004866,0.007041,0.005244,0.011592,-0.013942,0.003486,0.008879,0.012244,0.003969,-0.002824,0.012838,0.000559,-0.000745,-0.003729,0.005614,-0.006699,0.02248,-0.001099,0.002201,-0.014687,-0.01089,0.001519,-0.005686,0.004194,-0.002468,0.003616,-0.009291,0.002105,0.006875,-0.00588,-0.043694,-0.006983,-0.01306,0.009772,-0.004637,-0.007292,-0.012651,-0.002273,0.006214,-0.011322,0.000208,0.006869,0.009097,0.003483,-0.008779,-0.005767,-0.003936,0.007903,0.015064,0.004879,0.004855,0.012885,0.005764,-0.013044,-0.006207
17778,199252500.0,BERKSHIRE HATHAWAY INC DEL,0.011903,-0.003132,0.00389,0.00765,0.01879,-0.001056,0.004347,0.006872,0.003304,-0.010376,0.004658,-0.007516,0.007812,0.002863,-0.001646,0.001484,-0.004016,-0.002823,-0.007966,-0.003383,-0.00155,0.007083,0.003051,-0.00709,0.002216,-0.009303,-0.004253,0.004474,-0.001275,-0.00144,-0.013749,0.006414,-0.006564,0.004851,-0.009072,0.011928,0.022412,0.005277,-0.002584,-0.002024,-0.002108,-0.002238,-0.004482,0.005386,-0.003341,-0.002309,-0.000446,0.007573,0.0,0.009513,0.008371,0.00228,0.002032,0.00532,0.00337,0.001817,0.002947,0.000549,0.00296,0.005102
22752,180850761.77,MERCK & CO INC NEW,-0.007027,0.00609,-0.014396,0.000498,-0.00365,0.000999,0.018463,0.008003,0.008749,0.000162,0.009223,0.001122,-0.02082,-0.010468,-0.017686,0.002524,-0.000336,0.003862,-0.008697,-0.003881,-0.002879,0.021743,-0.000333,-0.000333,0.002662,0.013771,-0.019313,0.028538,0.009411,0.00209,-0.013795,-0.005042,-0.013732,0.036466,-0.011514,-0.009707,-0.002124,0.001965,0.008987,-0.005182,0.009116,0.001774,0.033494,0.001714,0.010111,-0.011395,0.001869,0.001088,-0.003727,0.009665,0.013741,-0.007615,0.001535,0.001992,0.001376,-0.002902,0.008577,0.004708,-0.004686,0.000304
11308,180153665.52,COCA COLA CO,-0.004461,0.00473,0.006442,-0.001231,0.017747,-0.007508,0.02489,-0.002381,-0.003341,-0.013171,0.00825,0.004573,-0.001677,-0.00024,-0.00216,-0.000481,0.001203,0.00024,-0.005287,0.005074,-0.003365,0.008201,-0.003588,0.002401,-0.000239,-0.010062,-0.006776,0.000244,-0.002436,-0.001709,0.008317,0.001698,-0.003633,0.004375,0.002662,0.011345,0.005251,-0.00736,-0.00861,-0.001689,0.004592,-0.007457,0.003393,0.003382,0.000481,0.008181,0.002864,-0.018325,-0.016242,0.000986,-0.002216,-0.002221,0.018793,0.000728,0.005578,0.003377,0.001442,0.00288,-0.002633,0.006959
89525,177098157.88,COMCAST CORP NEW,0.005035,-0.01546,-0.001454,0.000291,0.00917,-0.001442,0.003178,-0.006479,0.014203,0.000571,-0.001999,-0.000286,0.004151,0.01226,-0.002535,0.002682,-0.00521,0.003114,-0.005926,-0.00511,-0.010914,0.0,0.011875,0.004007,0.001711,0.007969,0.001271,0.011139,-0.004044,0.018902,-0.002886,-0.003721,0.004427,0.013221,-0.004214,0.004641,-0.002174,0.02805,0.00596,-0.008032,0.001062,0.002519,-0.006877,0.002264,-0.009567,0.004293,-0.002271,0.004552,0.001599,0.007452,0.005019,0.006637,-0.007899,-0.008817,0.006107,0.00132,-0.007644,0.006374,-0.009501,-0.002931
66181,176523710.51,HOME DEPOT INC,0.000541,0.003089,-0.001463,-0.007249,0.028896,0.000528,0.006489,0.008921,0.014564,-0.004101,-0.00103,-0.005374,0.002442,0.01233,-0.002042,-0.010232,-0.002806,0.001555,-0.001405,0.000222,-0.00755,0.001715,0.00886,-0.011808,-0.002763,0.005841,0.013327,-0.002939,-0.004643,-0.000222,0.006591,0.001692,-0.005655,0.001551,0.018215,-7.2e-05,-0.004201,0.007128,-0.000939,0.001012,-0.006427,-0.001018,-0.003565,0.007521,-0.010799,0.001172,0.009001,0.00602,0.008219,0.000143,0.010653,0.005872,-0.004571,0.010315,0.014126,0.001586,-0.003718,0.008569,-0.004454,-0.002684
10104,174719214.27,ORACLE CORP,-0.037074,-0.005168,0.012208,0.01283,0.021535,0.000744,0.004213,-0.000247,0.006171,0.002944,-0.000489,-0.043074,-0.005115,0.002571,-0.004359,0.003348,-0.00462,0.001031,-0.003606,0.000258,-0.006203,0.006502,0.004929,-0.002581,-0.004917,0.015085,-0.00948,0.01164,0.002301,0.001531,-0.004075,0.002302,0.00051,0.016832,-0.004765,0.010585,0.001247,-0.000498,0.002492,0.0,-0.002983,-0.006732,0.003514,0.011256,-0.008162,-0.000748,-0.001248,0.005247,0.01392,0.007355,0.000243,0.007543,0.004347,0.011301,0.004993,0.005678,0.010586,0.004888,-0.010887,-0.002576
26403,174079592.32,DISNEY WALT CO,-0.001816,-0.004447,0.014822,0.007003,0.013213,0.021277,0.014316,-0.007629,-0.002018,0.001926,0.003268,-0.004598,0.013377,0.001519,0.000948,-0.001326,-0.002561,0.00019,-0.008272,0.002493,-0.003252,0.017847,0.012821,-0.000558,0.0149,-0.005689,0.000185,0.00978,-0.017453,0.004929,-0.000833,0.00176,-0.008136,0.003542,-0.005016,0.007282,0.001297,0.000185,0.011475,0.015005,-0.002614,0.005874,-0.006199,-0.002803,-0.006618,-0.005202,0.0,0.004495,-0.002101,0.003569,0.006202,-0.00136,0.00481,-0.005871,-0.000454,0.001,-0.003542,0.005377,-0.000816,-0.00127
76076,171168518.08,CISCO SYSTEMS INC,-0.012408,-0.006791,0.009573,-0.006773,0.021139,0.0,0.003673,0.003659,0.013921,-0.00425,0.005581,-0.001306,0.00523,-0.006179,-0.004581,0.001315,0.002298,0.004913,-0.008475,0.001315,-0.007879,0.010589,-0.005894,0.002326,0.001989,-0.001654,0.006627,-0.007571,-0.003648,0.000999,-0.00266,0.001334,-0.001665,0.004003,0.005648,0.010902,0.003268,0.001303,0.007807,-0.004842,-0.003568,-0.007161,0.022295,0.00449,-0.000639,0.004792,-0.005723,0.007355,0.000317,0.014599,0.010635,0.015785,0.023766,0.004167,0.011559,-0.001172,-0.001467,0.008226,-0.001748,-0.002335
59328,171153600.0,INTEL CORP,-0.027089,0.011848,0.006733,0.009596,0.022465,0.005634,0.001681,0.005873,0.023075,-0.006793,0.006566,-0.013047,0.015974,0.008674,-0.006181,-0.001352,0.001083,0.002705,-0.011869,0.000819,-0.010638,0.009098,-0.005191,-0.001648,0.003576,0.003564,-0.001912,0.011221,-0.006495,0.002179,0.000272,-0.001087,-0.005169,0.010118,-0.004602,0.023117,0.004785,-0.006349,0.011182,-0.014745,-0.016034,-0.008148,0.004381,0.002726,-0.006846,0.002206,0.000825,-0.025289,-0.003384,0.013016,0.003631,0.00334,0.009986,0.001923,0.001097,-0.012322,0.00305,0.009674,-0.000548,-0.008491
92602,169644059.1,PHILIP MORRIS INTERNATIONAL INC,-0.005777,0.003532,-0.00352,0.004671,0.019165,-0.005341,0.009509,0.006427,0.013323,-0.014235,-0.009039,0.015684,0.001643,0.003061,0.006725,0.003286,-0.000327,-0.00273,-0.00427,0.008687,-0.002616,-0.002842,-0.008879,0.007852,0.007791,-0.005771,-0.008652,-0.000884,0.000774,-0.001215,0.021681,0.012235,0.003851,0.007672,0.002009,0.010764,0.006369,-0.000311,-0.000415,-0.003738,0.001772,-0.001872,0.03012,0.022967,-0.010978,0.0163,0.00984,0.001364,-0.001362,0.000974,-0.00146,0.003412,0.000583,0.006506,0.008682,-0.000287,0.019038,0.011266,0.009098,0.00598
12490,169608571.09213,INTERNATIONAL BUSINESS MACHS COR,-0.014795,0.001251,-0.001125,0.003191,0.027689,0.003459,0.007015,-0.006125,0.016858,0.001307,-0.002908,-0.007678,-0.0003,0.00552,-0.001611,-0.001614,-0.002095,0.002579,-0.005684,0.002467,-0.003661,0.007229,0.012381,-0.003309,0.00492,-0.01109,-0.012705,0.013473,0.001192,-0.003632,0.003287,-0.006492,6e-05,0.022421,0.002814,0.028475,0.013587,0.002075,-0.007612,-0.00846,-0.007281,-0.001318,0.001664,0.007103,0.000227,0.014785,-0.004987,0.005903,0.008295,0.003806,0.004293,0.008605,-0.001376,-0.004189,-0.002269,0.004937,0.00276,-0.001651,-0.010753,0.002341
70519,165716105.29,CITIGROUP INC,0.015606,-0.021826,0.022492,0.011173,0.019682,0.018456,-0.001829,-0.008161,0.00403,-0.005687,0.01312,-0.007969,-0.001506,0.019108,-0.000822,-0.00428,0.008266,0.00164,-0.017188,-0.010993,0.000842,0.019519,0.013534,-0.017424,0.00348,-0.00545,0.000166,-0.004483,-0.012175,0.006753,-0.020963,-0.016958,-0.01272,-0.009707,-0.007664,0.019037,0.016743,-0.00572,-0.004358,-0.008755,-0.013779,0.00394,0.001606,0.031797,-0.002078,-0.007807,-0.015212,0.01669,0.006462,0.022905,0.014928,0.011198,-0.001983,-0.003478,0.006315,0.001156,0.0,-0.017486,0.007723,-0.003499
92611,163394366.74,VISA INC,-0.024444,0.003845,0.020998,-0.002587,0.028531,-0.000378,-0.001766,-0.008087,0.008917,-0.000884,0.004676,-0.014465,-0.003191,0.003329,-0.002808,-0.003071,0.003209,0.002559,-0.000638,0.000383,-0.003958,0.01897,0.008176,0.011728,0.013812,-0.005595,-0.005382,0.006026,-0.005257,-0.002458,0.001109,0.004061,0.001716,0.001346,0.003788,0.013147,0.00805,-0.007867,0.006367,-0.000836,-0.011828,-0.003264,-0.001698,0.04593,-0.002904,-0.000583,-0.008044,0.005759,0.003739,0.006286,0.004743,0.009845,-0.001485,0.000572,0.00526,-0.001365,0.004328,0.002835,-0.004863,-0.000682
13856,157535881.32,PEPSICO INC,-0.010689,0.015854,0.001093,0.008341,0.012408,-0.00642,0.013901,0.011104,0.00869,-0.010982,0.007945,0.005413,-0.004345,-0.004838,-0.001907,0.006208,-0.002468,0.000381,-0.004851,0.003537,-0.003429,0.000191,0.001911,-0.001335,-0.001433,-0.01052,-0.014402,-0.001569,0.000295,-0.002848,0.006302,0.005382,-0.003699,0.008597,0.007458,0.00673,-0.000955,-0.004493,-0.006338,0.002029,0.000868,-0.00742,0.009902,0.010382,-0.005137,0.009946,0.000758,0.002649,0.001227,0.003959,0.003755,-0.001777,0.013024,0.000277,0.011188,0.000457,0.001188,0.002647,-0.005099,0.010158
92655,157303667.7,UNITEDHEALTH GROUP INC,0.016549,-0.001305,-0.019287,-0.001967,0.013221,-0.000502,0.005021,-0.003934,0.006583,-0.004236,0.004754,0.02067,-0.01464,0.00031,-0.001609,0.00155,0.008974,-0.002392,-0.007378,-0.002478,-0.00621,0.00881,0.002849,0.001668,0.001418,-0.002832,-0.002285,0.001919,0.002903,-0.003449,-0.007046,-0.018175,0.006086,-0.000252,0.002584,0.00855,0.005049,0.009365,0.001475,-0.005522,6.2e-05,0.003763,-0.011985,0.006905,-0.008402,0.000125,-0.00137,0.000811,0.001932,0.007714,0.007037,0.007111,-0.003896,-0.036847,0.018716,0.0,0.012643,0.002829,0.014228,0.0
13901,145301346.4,ALTRIA GROUP INC,-0.016268,0.017491,-0.007189,0.01212,0.017263,-0.000764,0.013923,0.00332,0.003008,-0.011246,0.004853,0.011772,0.01074,0.002804,-0.00104,0.006095,0.000591,0.001477,-0.004571,0.005036,-0.00339,0.000148,0.003253,0.001179,0.004416,-0.004104,-0.003385,-0.001034,-0.002069,0.001037,0.013318,0.00993,0.005639,0.006614,0.007713,0.002977,0.002826,-0.00155,0.002541,0.003801,-0.001683,0.00295,0.00084,0.00056,-0.002798,0.012765,-0.000692,0.004712,-0.000966,-0.005247,-0.002221,0.004035,0.007482,0.003576,0.009319,-0.000679,0.011685,-0.000403,0.00215,0.004424
14008,130006048.09,AMGEN INC,-0.011661,0.011377,0.008888,-0.001239,-0.027014,-0.00425,0.020343,0.016103,0.017906,0.002157,0.011433,-0.006782,-0.010912,-0.00352,-0.007132,0.0013,0.008131,0.00549,-0.004651,0.000745,-0.010624,0.030914,0.014198,0.00072,0.02484,0.013139,-0.000504,-0.01348,-0.008045,0.004892,-0.008455,0.006266,-0.012647,0.005657,-0.012608,-0.005697,0.014817,-0.007268,0.027324,-0.017371,0.01457,0.019084,-0.000564,0.049818,-0.005671,0.001441,0.007793,-0.003866,0.002508,0.00548,0.002326,0.022255,0.001863,0.006856,-0.000866,-0.003061,0.008111,0.003161,0.008994,0.002271
91233,116932956.0,MASTERCARD INC,-0.019765,0.009183,0.024234,-0.014969,0.031863,-0.004086,-0.003911,-0.010823,0.000387,-0.000387,0.01036,-0.008816,0.001064,0.009658,-0.003539,0.001344,0.003835,0.00086,-0.010687,0.000868,-0.005011,0.020726,0.009489,0.007707,0.007197,-0.001949,-0.002139,0.004566,0.008348,-9.2e-05,-0.00276,0.002399,-0.001196,0.013176,-0.003001,0.002645,0.002456,-0.007351,0.004206,-0.004916,-0.027173,-0.012508,0.001333,0.013696,9.4e-05,9.4e-05,0.001126,0.005435,-0.00028,0.009416,0.005541,0.007164,-0.003283,0.001098,0.006763,-0.006536,0.011879,0.002348,-0.003874,-0.000995
