permno,mkt_cap,asset_name,2019-11-01,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-11,2019-11-12,2019-11-13,2019-11-14,2019-11-15,2019-11-18,2019-11-19,2019-11-20,2019-11-21,2019-11-22,2019-11-25,2019-11-26,2019-11-27,2019-11-29,2019-12-02,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31
55976,324828165.75,WALMART INC,0.00307,-0.000425,0.010972,0.005384,0.006109,-0.006571,-0.003349,0.000672,0.015615,-0.002728,-0.014753,0.011609,-0.002994,-0.006339,0.006128,-0.004172,-0.003686,0.00227,-0.003608,0.002779,0.001595,-0.005114,0.000169,0.004213,0.009439,-0.003506,-0.001843,-0.001175,0.006387,0.004426,0.002078,0.006139,-0.011708,0.001835,0.001749,-0.010475,0.004033,8.4e-05,0.000586,-0.001589,-0.00469,0.000842,-0.008828,-0.002036,-0.009265,-0.003432,0.010331,-0.00835,-0.004296,0.002589,-0.007747,0.005378,-0.00811,0.00548,0.004412,-0.002498,-0.012434,0.013028,0.006387,-0.006089,0.005954,-0.017928
91233,314676240.0,MASTERCARD INC,0.008092,-0.009747,-0.026526,0.003197,0.010858,0.007698,0.007676,0.000505,0.003356,0.00561,0.004113,0.000285,0.015844,0.000245,-0.003259,-0.006609,0.017836,0.006154,0.008017,0.001817,-0.019711,0.002164,-0.000871,0.010494,0.001897,-0.004614,-0.001557,0.004989,0.007447,0.013278,0.002938,-0.003233,-0.004257,0.009466,0.003495,-0.004354,0.000707,0.005782,0.005147,-0.010042,0.002922,0.016076,-0.009756,0.002663,-0.003386,0.017621,0.013111,0.006697,0.012983,-0.014498,0.011621,0.019252,0.01049,-0.005345,0.007393,0.002066,-0.004031,-0.024408,0.014251,0.000156,0.012925,-0.026259
83443,310479814.61585003,BERKSHIRE HATHAWAY INC DEL,0.015288,0.009962,0.013304,0.005071,0.003333,-0.00642,-0.002078,0.000181,-0.00507,-0.001866,0.001732,-0.001775,-0.001459,-0.007077,-0.003908,0.00614,0.005047,-0.00073,0.007309,-0.000907,0.000136,-0.010212,0.001467,0.005495,0.013707,-0.005525,-0.000542,0.005921,0.015051,-0.002435,0.006567,0.000882,-0.008985,0.000889,0.004884,-0.003668,-4.4e-05,0.004346,-0.001369,-0.00168,0.003278,0.008344,-0.009676,0.003581,-0.004714,0.00031,0.01177,-0.008878,0.008075,-0.005603,0.005194,0.006043,0.002046,-0.00682,0.00398,-0.000697,-0.010986,-0.019439,0.007103,0.002098,0.015056,-0.01514
18163,307743232.86,PROCTER & GAMBLE CO,-0.00514,-0.03875,-0.001428,0.011943,-0.005818,0.000669,-0.003091,-0.000503,0.01157,-0.001243,0.000332,0.0112,-0.003856,0.007165,-0.015946,-0.000415,0.001829,0.014522,-0.00409,0.002464,0.005407,0.001874,0.012851,0.000723,-0.00345,0.005475,-0.004805,0.003138,-0.000722,0.007225,0.000717,-0.001991,-0.010374,0.007338,0.003522,-0.003669,0.002562,0.0,0.006948,-0.012848,0.003455,-0.01193,-0.006726,0.001387,-0.006191,0.004263,0.010938,0.000969,0.00734,-0.001521,0.010185,0.000873,0.002697,-0.002532,0.001745,-0.004545,0.0012,0.004395,0.002705,-0.007697,0.007117,-0.01056
59408,290090771.66999996,BANK OF AMERICA CORP,0.016949,0.018868,0.012963,-0.000914,0.013419,0.000903,-0.002405,-0.002712,-0.009066,-0.002745,0.007034,0.000911,-0.000607,-0.00759,0.004589,0.010353,0.00874,-0.003585,0.002099,-0.002992,0.003301,-0.017649,0.00944,0.00362,0.017528,-0.004752,0.000597,0.003281,0.030916,-0.00692,0.007549,0.009798,0.001998,-0.004557,0.000286,0.006007,0.001422,0.008518,-0.004786,-0.005658,0.001991,0.011925,-0.020763,-0.001433,-0.0066,0.01011,0.001716,-0.008279,0.009211,0.007416,-0.018403,0.001442,-0.000288,-0.012965,0.002919,-0.006985,-0.016999,-0.020573,0.011872,-0.006919,0.014238,-0.019415
59328,273428610.0,INTEL CORP,-0.000354,0.019466,-0.001042,0.006342,0.007813,0.00379,0.001373,-0.002571,-0.005326,-0.001382,0.002595,0.005003,0.001717,-0.007712,0.005527,-0.010478,0.02083,0.00153,-0.006621,-0.007862,-0.006718,-0.027575,-0.000892,0.001071,0.013017,-0.004929,0.001061,0.008482,0.008411,0.00417,-0.001557,-0.006932,-0.002269,0.013819,0.017081,0.00475,0.003039,0.006901,0.004346,-0.007657,0.003858,0.016541,-0.012163,-0.002829,-0.016686,0.000679,0.005596,-0.006071,0.011028,-0.002685,-0.008245,0.012216,-0.001006,0.01594,0.036003,0.009405,0.081333,-0.040602,0.024661,-0.014559,0.002111,-0.038213
66093,272933100.0,A T & T INC,0.011951,-0.00154,0.0072,0.002042,0.004331,-0.001015,-0.000254,-0.00508,-0.000255,-0.005363,0.014121,0.003291,-0.041131,-0.021579,0.011296,0.003989,-0.01298,0.003757,0.006952,-0.007435,-0.001605,0.006163,0.014647,0.002362,0.000262,-0.004188,0.000526,0.00289,0.004716,-0.002347,0.008625,-0.002332,0.006234,0.004904,0.005651,-0.002043,-0.002815,0.005133,0.002043,-0.005097,0.001025,-0.00563,0.005147,0.001024,0.003836,0.003057,-0.00127,-0.005928,-0.012186,-0.000262,-0.005776,0.004225,0.009203,0.003648,0.0135,-0.010502,-0.003365,-0.006494,0.008628,-0.039658,0.010256,0.005076
11850,263016080.0,EXXON MOBIL CORP,0.030043,0.029741,0.019813,-0.021891,0.021262,-0.018765,-0.006076,-0.01379,-0.008217,-0.004361,0.010073,-0.009684,-0.010216,0.003096,0.024107,-0.004306,-0.006631,-0.002467,-0.000582,-0.008297,0.004257,-0.007892,0.011344,-0.003496,0.01608,0.002158,-0.008613,-0.001448,0.020012,-0.01578,0.011122,-0.004571,0.002727,-0.00687,0.007926,0.005004,-0.003841,0.001571,-0.003422,-0.005866,0.004318,0.016051,-0.008039,0.007678,-0.008184,-0.01508,0.007656,-0.008888,0.009546,-0.008596,-0.00159,-0.003908,-0.003778,-0.014294,-0.005771,-0.006251,-0.00674,-0.023824,-0.00139,-0.008353,0.010607,-0.04121
92655,258123226.22415003,UNITEDHEALTH GROUP INC,-0.001939,-0.003806,-0.003781,0.000879,0.023711,0.001989,-0.011208,0.004565,-0.006582,0.008913,0.053043,0.013103,0.004763,0.00485,0.003593,0.001049,0.021059,-0.004493,-0.002594,-0.00285,-0.00075,-0.009869,0.00874,0.009595,-0.002589,-0.009458,0.007134,0.003506,0.011087,0.006594,0.022944,-0.005342,0.008366,0.005872,-0.00689,0.008544,-0.001864,0.003769,0.001082,-0.007163,0.000442,-0.005034,-0.01012,0.006942,-0.006037,0.021084,-0.005678,0.003093,-0.031444,0.008361,0.028345,0.014608,-0.007548,0.006902,0.0002,-0.003759,-0.022207,-0.02978,0.006266,-0.010389,-0.006787,-0.030358
11308,249952000.0,COCA COLA CO,-0.009737,-0.0141,-0.013549,0.007249,-0.009659,-0.00153,-0.007087,-0.002508,0.013537,0.004198,0.00076,0.006835,0.000943,0.002638,-0.004885,0.001322,0.003583,0.012777,0.000928,-0.00278,0.006554,0.00093,0.009108,-0.001842,0.004244,-0.006431,-0.005548,0.003348,0.003522,0.005172,0.0,0.0,-0.009372,0.007605,0.011966,-0.001092,-0.003642,0.005666,0.005998,-0.001445,0.001447,-0.006504,-0.005456,-0.000366,-0.007682,0.001843,0.018215,0.003433,0.010805,-0.002316,0.0125,0.002116,0.002112,0.004039,0.007696,0.003819,-0.002594,-0.003467,-0.008177,0.0,0.032451,-0.007815
26403,249685372.29,DISNEY WALT CO,0.021783,0.001281,-0.011059,-0.001369,0.012874,0.037605,-0.008843,0.013456,0.073171,-0.010557,-0.016854,0.020599,0.004944,-0.009772,-0.000204,0.009462,0.009441,0.013027,-0.001055,0.00066,-0.006333,-0.013544,-0.002019,-0.005665,0.001492,-0.00982,-0.000752,0.010198,0.001152,-0.003384,0.01421,-0.004917,-0.009951,-0.000752,0.004995,-0.014978,0.004216,0.002822,0.000343,-0.013585,0.005982,0.024684,-0.011471,-0.005802,0.000343,-0.002059,-0.00392,-0.00145,-0.005117,0.009174,-0.006061,0.005543,-0.005444,-0.005335,0.003135,-0.012569,-0.014909,-0.02984,0.018175,-0.016694,0.012862,0.003628
66181,248818562.00831,HOME DEPOT INC,0.011766,-0.010196,-0.011578,0.007795,-0.004572,-0.000429,-0.004467,0.005695,0.007207,0.007453,0.003128,0.006574,-0.054386,-0.021961,-0.010684,-0.002334,0.001697,0.010806,0.010147,-0.011166,-0.013106,-0.016635,0.006822,-0.005138,0.006009,0.0105,-0.00291,-0.018064,0.000189,0.009621,0.006773,0.010161,0.001286,0.010184,0.004405,-0.008952,0.00666,0.00068,-0.003849,-0.012093,0.004924,0.005861,-0.003323,0.004705,-0.006547,0.014964,0.01533,-0.004307,-0.003925,-0.002373,0.007989,0.018834,0.013504,0.004484,-0.000215,0.00322,-0.007062,-0.003491,0.011549,0.000684,-0.005256,-0.020147
65875,245843840.0,VERIZON COMMUNICATIONS INC,-0.001654,-0.008282,-0.00618,0.010588,0.006652,-0.019495,0.004381,-0.004865,0.001517,-0.001178,0.002865,-0.001176,0.001009,-0.000336,0.002186,0.002349,-0.006192,0.008589,0.003506,0.00233,-0.004648,0.003002,0.006485,0.004791,0.006084,-0.002942,0.003606,-0.00245,0.001473,-0.005885,0.006907,0.004246,-0.010246,-0.000986,0.020888,-0.010794,-0.001954,0.000163,0.003916,-0.005201,0.003104,-0.0057,-0.010647,-0.002152,-0.011117,0.001846,-0.004103,0.002379,0.002712,-0.00186,0.001016,0.009645,0.007709,0.00316,0.002653,0.000496,-0.003801,-0.006138,0.013187,-0.019275,-0.002856,0.001348
17778,237885168.0,BERKSHIRE HATHAWAY INC DEL,0.013987,0.010513,0.014382,0.004087,0.003019,-0.006991,-0.001629,0.000363,-0.005146,-0.000304,0.000313,-0.000546,-0.001895,-0.005749,-0.004928,0.005721,0.004095,0.000308,0.006951,-0.000574,0.000345,-0.009286,-0.000116,0.007017,0.011647,-0.005203,0.000651,0.004456,0.015588,-0.002125,0.006803,-0.004054,-0.004425,-2.7e-05,0.00699,-0.005311,0.00102,0.003724,-0.002149,-0.000502,0.00248,0.007865,-0.009075,0.003111,-0.003848,0.000847,0.012014,-0.008967,0.007849,-0.006268,0.005412,0.005707,0.00135,-0.006725,0.005983,-0.00083,-0.012238,-0.019336,0.007131,0.001417,0.016417,-0.017556
22752,217528872.96,MERCK & CO INC NEW,-0.019848,-0.012244,-0.011681,0.00398,-0.004444,0.008567,-0.003709,0.010087,0.008321,-0.003183,0.00414,-0.00907,0.006181,0.007324,0.002228,-0.000117,0.002926,0.019137,0.003091,-0.004908,-0.001606,0.003906,0.014763,0.000902,0.001127,-0.001463,0.004283,-0.001347,0.006631,0.002568,0.001121,-0.003024,0.00674,0.004128,0.017669,0.001747,-0.00327,-0.001094,0.001752,-0.005137,-0.000879,0.011985,-0.008583,0.004274,-0.026626,-0.006726,0.008804,0.001678,-0.000223,0.004692,0.017903,-0.003933,-0.002303,-0.010993,-0.003557,-0.012158,-0.029133,0.001396,0.001742,0.011478,-0.008482,-0.012254
21936,206090703.28,PFIZER INC,0.000521,-0.009377,-0.014462,0.003469,-0.00904,0.003793,-0.003239,0.001083,-0.010008,-0.001366,0.019973,-0.001609,0.011822,-0.016198,0.018624,0.015633,0.009131,-0.010083,0.00888,-0.002848,-0.005971,-0.006268,0.002365,-0.002884,0.006837,0.000783,0.004175,-0.006757,0.008373,-0.005449,0.021132,-0.006132,-0.000257,0.002057,0.006672,0.002294,-0.000763,0.002291,-0.001524,-0.010427,0.006939,-0.001021,-0.005365,-0.001284,-0.003344,0.008,-0.004352,0.015428,-0.002026,0.016747,0.014974,-0.001475,-0.002463,-0.004196,-0.003718,0.012939,-0.021862,0.008538,-0.050299,-0.014683,-0.003459,0.004586
14541,202588026.08,CHEVRON CORP NEW,0.000603,0.046123,0.003044,-0.01673,0.016597,-0.007876,-0.000992,0.001242,0.010913,-0.002617,-0.001066,-0.017324,-0.017714,0.007643,0.012187,-0.001179,-0.002107,-0.004984,0.002377,-0.007961,-0.002817,-0.007791,0.00906,-0.005216,0.014442,-0.006016,0.00503,-0.014081,0.022197,-0.007154,0.011868,-0.006367,-0.000422,-0.003543,0.013121,0.005431,8.3e-05,0.002161,-0.002488,-0.003741,0.005507,0.007634,-0.003459,-0.003388,-0.01277,-0.011423,-0.001614,-0.009106,0.001889,-0.003086,-0.001462,0.006544,-0.011207,-0.01964,-0.003618,0.001771,-0.011052,-0.013053,0.006613,-0.006749,0.009332,-0.038241
13856,197549820.0,PEPSICO INC,-0.00175,-0.012926,-0.008509,0.003209,-0.008331,-0.001425,-0.005559,-0.003097,0.009926,0.0003,0.0036,0.001868,0.003804,-0.006168,0.001271,0.001195,-0.00179,0.013973,0.001548,-0.000589,0.000368,-0.003091,0.013583,-3.6e-05,0.007481,-0.001456,-0.006489,0.006091,0.000583,0.00554,-0.00638,-0.006494,-0.001469,0.003677,0.010625,-0.006381,-0.001095,-0.001461,0.006218,-0.005308,-0.001023,-0.006219,-0.001399,0.003834,-0.015718,0.005149,0.000668,-0.001929,0.014867,0.002344,0.017172,0.002945,0.011819,0.004248,0.010715,0.001883,-0.005117,-0.005423,0.002111,-0.004985,0.014817,-0.012584
89525,196237652.1,COMCAST CORP NEW,-0.001562,-0.019218,0.008886,-0.001355,0.010855,0.010962,0.001328,-0.000442,-0.000663,0.005531,-0.019582,0.001122,0.004483,-0.013278,0.003279,0.009919,-0.032366,0.004614,0.019977,-0.006078,-0.011778,0.000458,-0.003207,0.012181,0.004541,-0.007911,-0.025518,-0.016367,0.022344,0.013253,-0.001147,-0.003216,-0.004609,0.010419,0.010312,0.000227,0.009751,0.009881,0.002891,0.001774,-0.004648,0.008895,-0.007935,-0.007554,0.010522,0.010238,0.002644,-0.011646,0.01823,0.005022,0.005431,0.012749,0.013442,-0.004211,0.00296,-0.037732,-0.02322,-0.013232,0.000909,-0.016349,0.018929,-0.021522
76076,194958770.0,CISCO SYSTEMS INC,-0.010103,0.009568,0.005897,0.010678,0.003107,0.008468,-0.01495,0.005613,0.001861,-0.073256,0.004008,0.001331,0.007087,-0.008577,-0.005324,0.000223,0.013378,-0.00308,-0.001545,0.001547,-0.013463,-0.009396,-0.008808,-0.00843,0.007353,0.001369,0.004556,0.004082,0.031391,-0.008102,0.015011,0.010004,0.004307,0.026587,-0.008981,0.013699,-0.006653,0.001465,-0.001672,-0.003768,0.007775,0.016889,-0.016316,0.003569,-0.006485,0.000632,-0.004209,-0.004015,0.017823,-0.003752,0.004603,0.021662,-0.000612,-0.004488,0.005328,-0.001223,-0.003061,-0.02825,0.00632,-0.015072,0.004038,-0.026884
38703,194068736.0,WELLS FARGO & CO NEW,0.010653,0.010349,0.011002,0.009381,0.013197,0.001852,-0.000924,0.003145,-0.017152,0.003753,0.005795,0.003717,0.000556,-0.009069,0.000374,0.013443,-0.00129,-0.007379,0.009849,0.002208,-0.015424,-0.019396,0.012552,-0.000188,0.021417,-0.008277,-0.004266,-0.009685,0.022381,-0.010486,0.007994,0.002213,-0.01233,-0.000745,-0.005594,0.009001,0.000186,0.006132,-0.004248,-0.005935,0.003731,-0.000929,-0.00614,-0.00599,-0.008286,0.003038,-0.001704,-0.004362,-0.007429,-0.053924,-0.019878,0.019247,-0.001421,-0.00488,-0.007765,-0.007002,-0.01348,-0.00988,0.005732,-0.002111,0.013539,-0.020246
19561,179234381.40848002,BOEING CO,0.015534,0.017092,0.020508,-0.011443,0.014611,-0.01766,0.04547,-0.011118,-0.001047,0.013628,0.011539,-0.005973,-0.006658,0.010654,-0.012051,0.013372,0.00482,0.001018,-0.014752,-0.004946,-0.03004,-0.008728,-0.009202,-0.009059,0.024329,-0.008134,-0.009425,0.006036,-0.0106,-0.013341,-0.042936,0.0,0.011254,0.008528,-0.016492,0.029116,-0.013479,-0.009249,0.000667,-0.011329,-0.001961,0.023207,-0.00168,0.002945,0.010607,-0.017523,0.014998,-0.019088,0.000909,0.00645,-0.007673,0.006671,-0.023645,-0.033256,-0.013945,0.028447,0.016552,-0.019966,-0.000126,0.017248,0.003975,-0.015558
75510,169295484.16131002,ADOBE INC,-0.000396,-0.001152,0.042487,-0.006533,0.011726,0.005812,-0.007488,0.004995,0.006239,0.003373,0.010084,-0.001143,0.011576,-0.001663,-0.004332,0.001673,0.01998,0.008582,0.003767,0.001521,-0.021904,0.003832,-0.004607,0.001719,0.01056,0.002678,-0.00938,-0.001414,0.007309,0.039156,0.018431,-0.002934,0.004739,0.010019,-6.1e-05,0.00409,0.002098,0.004732,-0.001238,-0.007407,0.004477,0.014008,-0.007834,0.005726,-0.000959,0.013438,0.007636,-0.00188,0.017127,-0.002893,-0.004904,0.007115,0.012624,0.000743,0.000171,0.004856,-0.001109,-0.012722,0.022283,-0.008375,0.014446,-0.015698
10104,168241190.05,ORACLE CORP,0.009359,0.008182,0.003967,0.000539,0.005027,0.00911,-0.001062,0.002835,-0.006715,-0.002135,0.005883,-0.004077,0.001424,-0.000533,-0.000178,0.002845,0.003015,-0.000884,0.00177,-0.008302,-0.012647,-0.015154,-0.003297,0.004962,0.002743,0.008754,0.009221,0.008778,0.002841,-0.034709,-0.009539,-0.0213,0.010409,-0.002809,0.006762,0.002052,-0.005027,0.002433,-0.002053,-0.014216,0.005313,0.018309,-0.003522,0.005208,0.002221,0.003877,0.004619,0.001287,0.002388,0.005497,-0.002187,0.012235,-0.005412,0.001633,-0.009055,0.004751,-0.016552,-0.025523,0.014614,-0.004863,0.002068,-0.016132
70519,162451465.54,CITIGROUP INC,0.034651,0.017741,-0.004258,-0.005479,0.018678,0.004089,-0.006831,-0.007011,-0.015452,-0.000947,0.007584,0.0,0.005645,-0.012163,-0.000135,0.013126,0.010819,-0.002907,0.003446,-0.007924,-0.007987,-0.015969,0.012273,0.006466,0.014724,-0.006332,0.005974,-0.003035,0.019854,-0.008566,0.006807,0.010792,0.002315,0.003593,0.003964,0.003184,-0.002159,0.015778,-0.002004,-0.002008,0.004779,0.016773,-0.018836,-0.003137,-0.008685,0.007618,0.009073,-0.010365,0.017666,0.015623,-0.00818,-0.002954,0.001482,-0.01504,0.002503,-0.003745,-0.017293,-0.021806,0.006909,-0.009839,0.012422,-0.032416
90215,161708970.0,SALESFORCE COM INC,0.020768,-0.013397,0.00349,0.004932,0.003587,0.010094,0.004159,0.006676,-0.001596,0.002768,0.000981,-0.002696,0.007311,0.001464,-0.008039,-0.00043,-0.006756,0.005133,-0.006337,0.008544,-0.011603,0.00354,-0.031813,0.011443,-0.001327,-0.003354,-0.006858,-6.4e-05,0.014067,0.016016,0.005151,-0.002038,-0.000928,0.011457,0.00747,-0.004923,-0.002993,0.007718,0.002857,-0.015396,0.001231,0.026746,-0.004911,0.043811,0.014702,0.007557,0.012801,0.003341,0.020255,-0.00941,-0.00582,0.009003,-0.002518,0.016682,-0.013602,0.00673,-0.010164,-0.007688,0.011842,-0.005906,0.021456,-0.018097
