asset_name,2022-11-01,2022-11-02,2022-11-03,2022-11-04,2022-11-07,2022-11-08,2022-11-09,2022-11-10,2022-11-11,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-21,2022-11-22,2022-11-23,2022-11-25,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-05,2022-12-06,2022-12-07,2022-12-08,2022-12-09,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-19,2022-12-20,2022-12-21,2022-12-22,2022-12-23,2022-12-27,2022-12-28,2022-12-29,2022-12-30,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-17,2023-01-18,2023-01-19,2023-01-20,2023-01-23,2023-01-24,2023-01-25,2023-01-26,2023-01-27,2023-01-30,2023-01-31
APPLE INC,-0.017543,-0.037305,-0.042405,-0.001944,0.003902,0.004175,-0.03319,0.088975,0.019269,-0.009486,0.011869,-0.008331,0.012971,0.003782,-0.02168,0.014661,0.005926,-0.019594,-0.026264,-0.021148,0.048594,0.001892,-0.003371,-0.007983,-0.02537,-0.013785,0.012133,-0.003435,0.01639,0.006782,-0.015536,-0.046854,-0.014579,-0.01591,-0.000529,0.02381,-0.023773,-0.002798,-0.013878,-0.030685,0.028324,0.002469,-0.037405,0.010314,-0.010605,0.036794,0.004089,0.004456,0.021112,-0.000599,0.010119,0.008756,-0.00537,0.000444,0.019221,0.0235,0.010063,-0.004701,0.014803,0.013684,-0.020078,0.009021
MICROSOFT CORP,-0.017059,-0.035368,-0.026579,0.033326,0.02927,0.004388,-0.01905,0.082268,0.016997,-0.0225,0.001739,0.001818,-0.000207,-0.001903,0.003441,0.012312,0.010407,-0.000364,-0.023153,-0.005915,0.061624,-0.001764,0.001296,-0.018901,-0.020304,-0.00306,0.012399,-0.008003,0.028889,0.017465,0.001168,-0.031918,-0.017349,-0.017328,0.005615,0.010877,-0.025529,0.002267,-0.007414,-0.010255,0.02763,-0.004938,-0.001001,-0.043743,-0.029638,0.011785,0.009736,0.007617,0.030238,0.011622,0.003019,0.004682,-0.018889,-0.016454,0.035744,0.009824,-0.002226,-0.005908,0.030714,0.000645,-0.021962,0.021013
AMAZON COM INC,-0.055154,-0.048249,-0.030612,0.018813,-0.004946,-0.006075,-0.042676,0.121778,0.043051,-0.02282,0.004569,-0.018395,-0.023373,-0.007485,-0.017846,0.008003,0.009979,-0.007649,0.005781,-0.016285,0.044579,-0.010773,-0.014346,-0.033146,-0.030326,0.00238,0.021366,-0.013946,0.016388,0.021425,-0.009839,-0.034178,-0.00667,-0.033462,0.00318,0.018547,-0.034344,0.017425,-0.025924,-0.014692,0.028844,-0.002138,0.021667,-0.007924,-0.023726,0.035611,0.01487,0.028732,0.058084,0.001893,0.029915,-0.021097,-0.006143,-0.018647,0.038108,0.002776,-0.012305,0.008929,0.020992,0.030437,-0.01653,0.025659
ALPHABET INC,-0.043947,-0.037901,-0.041116,0.038448,0.022491,0.002933,-0.016984,0.07746,0.027185,-0.007237,0.028012,0.002735,-0.00495,-0.007107,-0.020143,0.015653,0.015309,-0.012346,-0.013832,-0.008416,0.062971,-0.001676,-0.004443,-0.009521,-0.025633,-0.022197,-0.012612,-0.009367,0.005265,0.024476,-0.005634,-0.043123,-0.003728,-0.01882,0.005384,0.006917,-0.02205,0.017562,-0.020933,-0.016718,0.028799,-0.002473,0.010932,-0.011037,-0.021869,0.016019,0.00726,0.004955,0.033841,-0.003794,0.009683,-0.006897,-0.004123,0.023208,0.057182,0.01944,-0.019761,-0.024997,0.025122,0.015631,-0.027405,0.019602
ALPHABET INC,-0.042747,-0.038687,-0.040704,0.037756,0.022061,0.004633,-0.017773,0.075813,0.026293,-0.007364,0.028631,0.004165,-0.004957,-0.009455,-0.018783,0.015167,0.014529,-0.010156,-0.014467,-0.008954,0.060931,0.0,-0.005446,-0.009558,-0.025131,-0.021035,-0.012956,-0.009391,0.005171,0.024863,-0.005856,-0.044283,-0.006604,-0.020164,0.006558,0.006291,-0.020317,0.01675,-0.020621,-0.015677,0.028249,-0.002487,0.010087,-0.01167,-0.021344,0.013225,0.007786,0.004544,0.03506,-0.004261,0.010864,-0.00901,-0.001862,0.021181,0.053412,0.018058,-0.020944,-0.025384,0.024155,0.018971,-0.024454,0.0196
TESLA INC,0.001231,-0.05636,0.001535,-0.036413,-0.05008,-0.029328,-0.071668,0.073934,0.027527,-0.025616,0.018172,-0.038576,-0.020062,-0.016269,-0.068372,0.012152,0.078218,-0.001856,0.000328,-0.011426,0.076702,0.0,0.000822,-0.063687,-0.014415,-0.032143,-0.003447,0.032346,-0.06272,-0.040937,-0.025784,0.005548,-0.047187,-0.002396,-0.080536,-0.001669,-0.088828,-0.017551,-0.114089,0.033089,0.080827,0.011164,-0.122422,0.051249,-0.029039,0.024651,0.059349,-0.007681,0.036769,0.002759,-0.009388,0.074265,-0.02061,-0.012502,0.049147,0.077425,0.000974,0.003753,0.109673,0.110002,-0.063182,0.039362
NVIDIA CORP,0.003408,-0.023924,0.015281,0.054765,0.010243,0.021048,-0.056568,0.143293,0.036635,-0.00196,0.022768,-0.045362,-0.014645,-0.017095,-0.005971,0.047072,0.029991,-0.015074,-0.027228,-0.011879,0.082358,0.012527,-0.015115,-0.015762,-0.037508,0.008319,0.065075,-0.009785,0.03141,0.030624,-0.022023,-0.040851,-0.022475,-0.01913,-0.010397,0.025863,-0.07042,-0.008671,-0.071353,-0.006019,0.040396,0.000753,-0.02046,0.030318,-0.032816,0.04164,0.051753,0.017981,0.005783,0.031873,0.0235,0.047518,-0.01836,-0.035219,0.064062,0.075901,0.003751,0.003011,0.024789,0.028431,-0.059072,0.01957
EXXON MOBIL CORP,0.009927,-0.020552,0.013594,0.010891,0.011842,0.003168,-0.044737,0.014692,0.031222,0.002896,0.006704,-0.01069,0.001328,-0.008668,-0.009904,0.028927,-0.004992,-0.003521,-0.030033,0.006648,0.007237,-0.00485,-0.008484,-0.027399,-0.027796,-0.002214,0.007429,-0.008427,0.024628,0.010934,-0.007366,-0.009581,-0.007018,0.004489,0.014453,0.012841,-0.020174,0.026445,0.013894,-0.016426,0.007566,0.010073,-0.034361,0.002911,0.022374,0.012087,-0.018638,0.014935,0.011627,0.016611,-0.000618,-0.001944,-0.020544,0.006419,0.018236,-0.005205,0.009312,-0.005272,0.040191,-0.018258,-0.017732,0.021575
UNITEDHEALTH GROUP INC,-0.014122,-0.007089,0.000331,-0.010007,0.012728,0.014733,-0.022403,0.006492,-0.040594,-0.015955,-0.020905,0.016918,0.007409,0.028507,-0.02417,0.011408,0.012656,0.014933,-0.009951,-0.008022,0.037424,-0.019808,0.001676,-0.002089,0.007999,0.006656,0.009228,-0.015915,0.012352,-0.013996,0.00026,-0.019838,-0.007542,-0.000191,-0.006474,0.01409,-0.000853,0.008006,0.00128,-0.006654,0.002706,0.000566,-0.021766,-0.027264,-0.028821,8.2e-05,0.000122,-0.008285,0.015226,0.004601,-0.012307,-0.009171,-0.018224,0.01705,0.004872,-0.00187,0.011918,0.001831,-4.1e-05,-0.013056,-0.000535,0.027584
JOHNSON & JOHNSON,-0.005058,-0.015368,0.001702,0.004452,0.008747,0.004972,-0.007996,0.011714,-0.029919,0.015716,0.002792,0.006207,0.008071,0.007663,0.005108,0.00483,0.001074,0.001299,0.000508,-0.006993,0.010847,0.004157,0.000783,-0.000559,-0.01499,0.006076,0.000169,-0.008239,0.011949,0.007704,0.003069,-0.012628,-0.010254,-0.001082,0.001083,0.011442,-0.003658,0.002542,-0.000282,-0.00434,0.005095,-0.005125,0.008718,0.010887,-0.007384,0.00811,-0.025908,-0.002392,-0.001599,-0.005032,-0.003276,-0.00617,-0.015085,-0.001355,-0.00466,-0.002548,0.0,0.00713,-0.003658,-0.003908,-0.037033,0.008765
JPMORGAN CHASE & CO,0.018033,-0.009208,0.001811,0.027359,0.00528,0.000609,-0.013009,0.041159,0.001629,-0.010274,-0.007244,0.001354,-0.004357,0.009808,-0.005903,0.014957,0.010664,0.001905,-0.017478,0.01645,0.011863,-0.01404,-0.007927,-0.028041,0.001675,-0.000684,0.010494,-0.005418,0.015512,-0.000969,-0.004997,-0.024811,-0.006226,0.005956,0.004844,0.011248,-0.01135,0.004745,0.003504,0.005465,0.005738,0.006606,0.007606,0.009325,-0.00022,0.019136,-0.004132,0.008954,0.007431,-0.001003,0.025235,-0.015453,-0.030043,-0.013327,0.002449,0.016213,0.008596,0.004839,0.006182,0.002429,-0.008481,0.005966
BERKSHIRE HATHAWAY INC DEL,-0.003253,-0.015877,-0.019381,0.012753,0.009462,0.008339,-0.013533,0.050407,0.021504,-0.002615,0.003464,-0.003936,-0.004275,0.010799,0.001416,0.014653,0.00133,0.003953,-0.013105,0.005937,0.011011,-0.008663,0.000982,-0.01765,-0.008984,-0.006368,0.000556,0.001307,0.016515,0.002825,-0.009733,-0.023861,-0.006326,0.0001,0.006566,0.019272,-0.016666,0.012554,-0.003067,-0.006938,0.018555,-0.000518,0.00327,0.014972,-0.005246,0.018504,-0.009916,0.002599,0.012707,-0.004495,-0.004045,-0.008752,-0.020835,-0.009958,0.015202,0.001775,0.002835,0.001927,-0.003046,-0.005724,-0.005952,0.013634
WALMART INC,-0.004497,-0.006634,-0.000213,0.001777,0.010499,0.002387,-0.023251,0.020721,0.001545,-0.029387,0.065395,0.007189,-0.003367,0.015068,0.006124,0.003573,0.004812,0.004265,0.002874,-0.003518,-0.003596,0.006233,-0.000978,-0.010247,-0.011606,-0.005204,0.001542,-0.023323,0.01865,-0.003581,-0.00556,-0.008932,-0.017955,0.00035,0.008754,0.007844,-0.01171,0.002021,0.000278,-0.017523,0.006087,-0.002533,0.012765,0.001114,-0.003408,0.024499,-0.012468,-0.000621,0.008767,-0.009033,0.003315,-0.006057,-0.024721,-0.014272,0.012317,0.014942,0.002664,-0.004755,-0.000913,0.007665,-0.008025,0.0121
VISA INC,-0.00111,-0.028899,-0.030853,0.011451,0.015839,0.008396,-0.036674,0.060022,-0.002773,0.009073,0.015131,0.000714,0.004045,-0.000901,-0.021252,0.019436,0.006656,0.009729,-0.011834,-0.010414,0.03798,0.0,0.003041,-0.018285,-0.021528,-0.006074,0.006208,-0.001913,0.028222,-0.007223,0.001314,-0.025361,-0.004906,-0.010005,0.002636,0.007061,-0.008462,0.003755,0.002235,-0.006302,0.014976,-0.001442,-0.001781,0.02517,-0.007055,0.031453,0.003904,0.011391,0.004568,0.006844,-0.002504,-0.000269,-0.015874,0.004329,0.017694,-0.00058,-0.001294,0.004511,-0.000845,0.02995,-0.010111,0.004845
MASTERCARD INC,0.015266,-0.040127,-0.0333,0.029757,0.021233,0.001907,-0.031036,0.068527,0.005989,0.000236,0.012199,-0.002183,-0.004347,0.007091,-0.015828,0.019837,0.010668,0.007601,-0.019073,-0.004237,0.038673,0.012346,-0.002051,-0.011026,-0.024039,-0.000316,0.010794,-0.006664,0.026775,-0.002848,0.001008,-0.031496,-0.001184,-0.013243,0.004952,0.007989,-0.012063,0.00609,0.007451,-0.012162,0.018307,-0.001378,-0.002675,0.024077,-0.009517,0.04682,0.008975,0.000108,0.018463,0.005161,-0.011295,-0.001385,-0.016213,-0.002656,0.022667,0.006086,0.003804,0.006263,-0.013468,-0.008509,-0.00778,-0.001401
LILLY ELI & CO,-0.026264,0.00675,0.018932,-0.011806,0.021432,0.004355,-0.009246,0.015003,-0.044533,0.013455,-0.01716,0.008515,0.022214,0.002495,-0.001382,-0.000803,0.002328,0.009759,0.001424,-0.004976,0.019591,-0.002021,0.011962,-0.014596,-0.002031,0.009307,-0.000484,-0.029049,0.017341,-0.02339,0.013495,-0.009601,-0.000389,-0.005808,0.005199,0.023273,-0.007337,0.00709,-0.008209,0.000932,0.004929,-0.003215,-0.002323,-0.005178,-0.011512,0.0112,-0.036122,0.008347,0.021715,-0.003579,0.006961,-0.01073,-0.016017,-0.002642,-0.01427,-0.011154,0.012215,0.009642,-0.004918,-0.016982,-0.004677,0.01072
CHEVRON CORP NEW,0.007297,-0.020415,0.014734,0.012643,0.01194,-0.001455,-0.039981,0.01894,0.028461,0.000483,0.008041,-0.016272,0.002811,-0.005975,-0.009563,0.025657,-0.008876,-0.002931,-0.029069,0.01497,0.012595,-0.004473,-0.008,-0.024692,-0.02577,0.002965,0.005912,-0.031923,0.010417,0.022268,-0.006915,-0.007486,-0.013564,0.006875,0.016423,0.011757,-0.014997,0.030916,0.012571,-0.014753,0.007572,0.006561,-0.030642,-0.010633,0.018009,0.007532,-0.007816,0.004909,-0.004772,0.010731,0.002711,0.016502,-0.018062,0.009987,0.010615,-0.001327,0.000941,-0.009678,0.048637,-0.044411,-0.029256,-0.001033
PROCTER & GAMBLE CO,0.001559,-0.014383,-0.006845,0.018254,0.015323,0.002271,-0.002412,0.034437,-0.001487,7.1e-05,-0.003476,0.008897,-0.006138,0.012068,0.012696,0.008588,0.0057,0.001844,-0.000818,-0.00764,0.025296,0.000603,0.009112,-0.010092,0.001274,0.006431,0.007189,-0.002643,0.01027,-0.001508,0.003941,-0.011319,-0.004434,-0.000266,0.000399,0.009172,0.002305,0.002825,0.008714,-0.012926,0.004146,-0.00675,6.6e-05,0.004354,-0.012415,0.023813,-0.012214,-0.000987,-0.008098,-0.005642,0.007142,-0.002916,-0.026788,-0.021014,0.003862,-0.013429,0.005459,-0.000705,-0.004022,-0.004109,0.00313,0.009716
META PLATFORMS INC,0.021898,-0.04895,-0.018003,0.021145,0.065316,-0.002585,0.05183,0.102493,0.01028,0.010618,0.025039,-0.032884,-0.01572,0.005384,-0.019545,0.014382,0.007179,-0.007395,-0.023607,0.006251,0.078933,0.019814,0.025324,-0.008584,-0.067876,-0.001665,0.012288,0.004942,-0.010268,0.047424,0.011985,-0.044741,0.028239,-0.041447,0.022799,0.022803,-0.022044,0.007855,-0.009827,-0.01078,0.040132,0.000665,0.036563,0.021084,-0.003376,0.024263,-0.00423,0.027188,-0.000752,0.028746,0.001975,-0.011827,-0.017287,0.02353,0.02365,0.027983,-0.000907,-0.011457,0.040989,0.030143,-0.030842,0.012988
HOME DEPOT INC,-0.000236,-0.024758,-0.025041,0.008988,0.02197,0.002997,-0.015079,0.08701,0.010395,-0.025465,0.016323,0.009553,-0.011019,0.005587,0.011495,0.02557,-0.010373,0.015147,-0.022857,-0.009281,0.031428,0.009507,0.002813,-0.024117,-0.008217,0.008505,0.012307,-0.011139,0.023402,0.01497,0.001622,-0.017485,-0.013004,-0.018587,-0.007847,0.014357,-0.010145,0.008256,0.002573,-0.011954,0.014823,-0.014201,0.000158,0.012092,-0.013324,0.00653,0.000882,0.008873,0.026105,0.002644,0.004062,-0.011111,-0.011724,-0.039575,0.013253,0.001524,0.007005,-0.001354,-0.010874,0.009178,-0.007736,0.0316
BANK OF AMERICA CORP,0.00444,-0.003039,-0.005542,0.025077,0.00598,0.002702,-0.015899,0.044086,0.007343,-0.016923,-0.001589,-0.009019,-0.005086,0.000538,0.003227,0.004824,0.003201,0.002393,-0.022281,0.003798,0.022973,-0.028534,-0.012859,-0.044623,-0.042646,-0.007879,-0.009163,-0.001849,0.010809,0.000611,-0.014351,-0.015799,-0.002203,0.011357,0.004055,0.015222,-0.008874,0.00247,0.001848,0.007378,0.011291,-0.000604,0.011775,0.0188,-0.00205,0.009979,-0.015112,0.006787,0.00762,0.002618,0.022048,-0.020153,-0.023175,-0.014532,0.018658,0.013885,0.007284,0.008678,0.013479,0.003113,-0.004231,0.005099
BERKSHIRE HATHAWAY INC DEL,-0.004597,-0.009716,-0.022567,0.007463,0.01522,0.008037,-0.013922,0.049823,0.02487,-0.005217,0.003499,-0.005794,-0.00392,0.00991,0.001349,0.017185,8.4e-05,0.003471,-0.012459,0.006623,0.009325,-0.006652,0.000666,-0.01823,-0.008241,-0.006979,0.002571,0.000475,0.017451,0.001953,-0.008432,-0.022563,-0.006208,0.001452,0.004656,0.0223,-0.019033,0.010246,-0.003118,-0.004665,0.019411,-3e-05,0.001737,0.014344,-0.005459,0.017513,-0.007408,0.002164,0.009532,-0.002335,-0.003809,-0.010438,-0.020462,-0.009244,0.016658,-9.6e-05,0.002981,0.001396,-0.003599,8.5e-05,-0.010553,0.017117
MERCK & CO INC NEW,-0.014229,-0.003609,-0.006539,0.004557,0.00877,0.01429,0.000887,0.002953,-0.038571,0.024398,-0.007474,0.003313,0.023817,0.018767,0.01324,0.012215,-0.000748,0.006366,0.008837,0.003596,0.01176,-0.002906,0.002186,-0.000273,-0.009817,0.010649,0.006903,-0.018674,0.001747,0.017803,0.012352,-0.017212,-0.003922,0.002198,0.002467,0.012761,0.00117,0.005574,0.002324,-0.009276,-0.002341,0.001173,0.001713,0.008458,0.013919,0.01056,-0.038837,0.003896,0.002346,0.006302,0.004295,-0.016036,-0.015029,0.010203,0.000364,-0.000546,-0.012377,0.000645,-0.015839,-0.013942,0.006738,0.012442
COCA COLA CO,-0.003509,-0.013917,-0.00051,0.008166,0.003881,0.001849,-0.013926,0.035903,0.007227,-0.009622,-0.001647,-0.001814,0.003139,0.007083,0.015375,0.004349,0.004491,0.000958,0.00016,-0.003509,0.025128,0.00283,0.008779,-0.013675,-0.000473,0.001576,0.004249,-0.0105,0.013145,0.000313,0.0,-0.013752,-0.005704,0.001434,-0.000796,0.016085,-0.00721,0.007578,0.006111,-0.009967,0.005978,-0.005317,-0.010376,-0.000477,-0.011443,0.019293,-0.012461,-0.007667,-0.001931,-0.012901,0.003594,0.00407,-0.030318,-0.001505,0.006028,0.002497,0.005313,0.006276,-0.001969,-0.005262,0.00248,0.011214
ABBVIE INC,0.003484,-0.016269,-0.000692,0.005955,0.019411,0.002903,-0.006127,0.014226,0.002939,0.010522,0.008567,-0.007645,0.00191,0.018533,0.013744,0.017058,-0.002503,0.001443,-0.007455,-0.001452,0.018837,0.002792,0.01256,0.001711,-0.001342,0.010261,0.003567,-0.017652,0.01386,-0.003206,0.000425,-0.010676,-0.016064,0.006294,-0.005635,0.010151,0.006535,-0.001041,-0.000674,-0.004663,0.002034,-0.005844,0.004765,0.008067,-0.001222,0.018717,-0.029361,-0.012495,-0.015472,-0.022078,0.009066,-0.005013,-0.023752,-0.003284,0.005917,-0.006952,-0.005789,0.000677,-0.002639,-0.007598,-0.004307,0.014418
PFIZER INC,0.031364,-0.019579,-0.002125,0.013958,-0.002753,0.005521,-0.013305,0.014127,0.004643,0.034454,-0.013607,-0.010706,0.005827,-0.002069,-0.001037,0.01868,-0.004686,0.00737,0.007316,-0.001614,0.012932,0.018951,-0.003328,-0.003536,-0.020107,0.010662,0.030653,-0.001159,0.008507,0.017446,0.026569,-0.015969,-0.041224,-0.000778,-0.000779,0.006625,-0.000387,0.003679,-0.013506,-0.006454,0.010433,-0.001753,0.00039,-0.022044,-0.009376,0.025373,-0.049686,-0.015912,-0.00357,0.005479,0.002934,-0.036991,-0.023438,-0.000889,0.003336,-0.002882,-0.006003,0.008052,-0.009097,-0.010396,-0.005481,0.014007
BROADCOM INC,-0.004722,-0.025369,-0.026117,0.04769,0.02132,0.014499,-0.026218,0.079025,0.022741,-0.0094,0.021823,-0.024198,0.000743,0.005956,0.004426,0.02437,0.006773,-0.00699,-0.014531,-0.00157,0.056848,-0.000508,-0.018066,-0.018787,-0.009083,-0.013921,0.024262,0.025683,0.021865,0.025888,0.005954,-0.028619,-0.003746,-0.003022,-0.010207,0.031635,-0.014504,-0.001193,0.002009,-0.015627,0.023711,0.002366,-0.010105,0.012214,-0.009317,0.060196,-0.019612,-0.003398,0.005583,0.006573,-0.005052,0.000414,-0.008546,-0.019276,0.013423,0.019009,0.005846,0.001111,0.022026,-0.01268,-0.016142,0.006123
ORACLE CORP,-0.012297,-0.025807,-0.001198,0.012928,0.009737,-0.014334,0.000264,0.019958,0.007386,0.010162,0.008277,0.008967,-0.008637,0.006692,0.001129,0.028815,0.005358,0.001938,-0.016078,-0.006635,0.026964,0.013007,-0.009036,-0.047031,-0.006547,-0.001648,0.016375,-0.002623,0.017781,-0.008858,0.015641,-0.021388,-0.00612,0.011561,0.005466,0.006919,-0.012393,0.004473,0.001608,-0.008027,0.01332,0.004177,0.024223,0.009078,-0.002012,0.016012,0.012608,0.000926,0.024277,0.002032,0.004731,-0.006726,-0.021332,-0.00888,0.015243,0.019714,0.008205,-0.000669,0.00212,-0.009351,-0.018429,0.012708
PEPSICO INC,-0.004516,-0.013941,-0.002581,0.005625,0.007999,0.002775,-0.011953,0.017642,-0.020088,-0.007414,0.002603,0.006434,0.009533,0.007221,0.019247,0.000108,0.001298,-0.005241,-0.001195,-0.007069,0.015992,0.008301,-0.00113,-0.01384,-0.008137,0.003028,0.008783,-0.0037,0.004751,-0.000544,-0.002774,-0.016961,0.000499,0.005545,-0.000607,0.007008,-0.007726,0.006461,0.004444,-0.00721,0.001265,-0.007254,-0.006919,-0.002453,-0.010449,0.022586,-0.009774,-0.008253,0.001125,-0.012749,-0.003072,0.004679,-0.025219,-0.011595,0.001474,-0.004474,0.009283,0.007265,-0.009946,-0.003525,-0.000825,0.009087
COSTCO WHOLESALE CORP NEW,-0.003071,-0.032903,0.00575,0.000247,0.0044,0.008617,-0.005662,0.047268,0.00456,-0.011232,0.032942,-0.004483,-0.005323,0.004508,-0.000573,0.016394,0.004775,-0.001553,-0.005134,-0.003692,0.019453,-0.065628,-0.018517,-0.01187,-0.015348,0.001683,-0.001141,0.003323,0.009648,0.001066,-0.009586,-0.040557,-0.005303,-0.006111,-0.001766,0.009261,-0.00725,0.008589,-0.00897,-0.012018,0.007815,-6.6e-05,-0.007054,0.007236,-0.013952,0.072592,-0.008532,0.005535,0.006045,-0.003882,0.005845,0.003132,-0.014997,-0.020815,0.02262,0.026036,-0.001015,-0.002499,0.015116,0.010014,-2e-05,0.015618
THERMO FISHER SCIENTIFIC INC,0.007238,-0.051595,-0.008228,0.017682,-0.006962,0.000142,-0.015157,0.074003,0.034769,-0.007258,0.021168,-0.018459,-0.011418,0.010096,0.001943,0.015794,0.004663,0.007236,-0.020354,-0.000519,0.037925,0.007747,-0.002763,-0.010284,-0.011988,0.013823,0.017576,-0.013593,0.013155,0.00666,-0.006738,-0.023694,-0.03133,-0.011688,-0.00315,0.021552,-0.001389,0.002856,0.008804,-0.003722,0.025027,-0.011346,0.004522,0.0158,-0.008862,-0.039394,0.020729,0.040177,0.02558,-0.001751,0.003955,0.006885,-0.013286,0.006568,0.016785,0.018799,-0.039847,-0.009299,0.003563,-0.006478,-0.016282,0.010704
CISCO SYSTEMS INC,0.00066,-0.019578,-0.016154,0.015279,0.000674,0.001347,-0.015692,0.039854,-0.019054,-0.001116,0.003576,-0.011359,0.049561,0.025757,-0.003557,0.01596,0.003927,-0.0035,-0.006612,0.00416,0.029826,0.005028,-0.005403,-0.007445,-0.015001,-0.008438,0.016812,-0.010819,0.017334,0.006897,-0.006849,-0.023327,-0.007061,-0.008576,-0.000633,0.006122,-0.007134,0.003381,0.001053,-0.009678,0.009135,0.002947,0.006297,-0.000209,-0.01409,0.030717,0.005381,0.004734,0.008195,-0.004267,-0.002449,-0.016367,-0.024542,-0.009382,0.006888,0.015391,0.006526,0.003556,0.007503,0.003517,-0.005978,0.009332
DISNEY WALT CO,-0.005069,-0.039434,-0.025241,0.003325,0.008536,-0.005277,-0.131632,0.042767,0.050299,-0.007683,0.013046,-0.016333,-0.02661,0.003827,0.062963,-0.01404,0.027752,-0.000101,-0.032163,-0.01045,0.033583,0.007357,0.00852,-0.035201,-0.037944,-0.001517,0.004341,0.008968,0.013708,0.000422,-0.005808,-0.038874,-0.004531,-0.047735,0.014456,-0.001149,-0.002876,0.015461,-0.018634,-0.025472,0.035761,-0.003441,0.024056,0.033832,-0.000652,0.021758,0.00905,0.008336,0.008058,0.036126,-0.004108,0.005131,-0.008708,0.000404,0.044409,0.021357,0.002933,0.02,0.014613,-0.001458,-0.017802,0.008365
MCDONALDS CORP,0.001064,-0.009452,0.009543,0.006118,0.006518,0.007199,-0.002191,-0.006876,-0.016275,0.003242,-0.016271,0.017436,0.003119,3.7e-05,0.004207,0.000874,-0.005423,0.006331,-0.007709,-0.005387,0.010685,0.002236,0.0,-0.00662,0.000663,-0.005262,0.011282,-0.004938,0.016836,-0.008459,0.000911,-0.010199,-0.020646,-0.00109,0.005342,0.003405,-0.008913,0.006773,-0.002728,-0.006483,0.003093,-0.009025,0.003036,0.000227,-0.008435,0.027884,-0.008238,0.006211,-0.000372,-0.007887,0.008249,0.019413,-0.029441,-0.009247,0.01897,0.002644,0.001003,0.012762,0.0063,-0.008227,-0.005762,-0.012884
ABBOTT LABORATORIES,0.00374,-0.012788,-0.016218,0.016796,0.014581,0.001407,-0.001807,0.047959,-0.001343,-0.019983,0.011077,0.004557,-0.010134,0.012773,9.6e-05,0.00953,0.010966,0.008866,-0.014678,-0.003701,0.024571,0.003253,0.001482,-0.024794,-0.014705,0.009147,0.020132,0.005518,0.018417,0.018632,-0.002421,-0.024627,-0.014836,-0.002993,-0.000938,0.015494,-0.001017,0.001389,0.003605,-0.006816,0.022999,-0.004714,-0.001913,0.014875,-0.003687,0.013809,-0.001602,0.015158,-0.006148,-0.011312,0.019307,-0.001057,-0.01658,0.002601,0.009123,0.010548,-0.012981,-0.013596,0.000631,-0.010084,-0.001273,0.006739
DANAHER CORP,0.01649,-0.051912,-0.004618,0.022989,0.008382,0.015941,-0.023952,0.084714,0.011685,-0.015793,0.013535,-0.015426,-0.024572,0.003967,-0.002264,0.007614,0.004999,0.014012,-0.022019,-0.008194,0.055556,0.004133,-0.001129,-0.022828,-0.009777,0.010891,0.013346,-0.009124,0.015408,0.011664,-0.008855,-0.015133,-0.029806,-0.012632,-0.012059,0.021049,-0.008851,0.0046,0.003925,-0.005903,0.029922,-0.005359,-0.011868,0.015633,-0.041822,-0.010735,0.010139,0.046422,0.025928,-0.005478,0.004811,0.004751,-0.015641,0.000591,0.013369,0.009475,-0.019567,-0.031777,0.011067,0.000451,-0.012144,0.006204
T MOBILE U S INC,0.004751,-0.014841,-0.012332,0.004454,0.006383,0.000801,-0.008406,0.012177,-0.028315,-0.004993,-0.003162,-0.000828,0.019948,0.007173,0.007055,0.011476,-0.009763,0.006195,-0.007613,-0.008539,0.019109,0.002311,0.003952,-0.011745,-0.008166,-0.004016,-0.03347,-0.015576,0.005863,-0.012781,0.012662,-0.015173,0.015407,-0.005198,-0.009038,0.008052,-0.013713,0.003512,0.006928,-0.014256,0.003022,0.004304,-0.006857,0.006617,0.032295,0.028309,0.001346,0.00531,-0.005082,0.00746,-0.001534,-0.018039,-0.007348,-0.005209,-0.000138,-0.005168,0.009974,0.0155,0.004187,-0.013182,0.001704,0.015853
ACCENTURE PLC IRELAND,-0.008559,-0.032046,-0.057148,0.016662,0.030288,-0.000149,-0.009627,0.077241,0.010696,-0.004068,0.012945,-0.003895,-0.014991,-0.002229,0.001815,0.020452,0.005599,0.006349,-0.019568,-0.009016,0.044968,0.006314,-0.008916,-0.024623,-0.025039,0.004485,0.019045,-0.012802,0.013626,0.010296,-0.013205,-0.035444,-0.059192,-0.034332,0.02545,0.026804,-0.015469,0.005023,-0.002931,-0.008255,0.019991,-0.005738,0.012817,-0.003404,-0.023613,0.02369,0.016864,0.00431,0.026443,0.009819,-0.005989,0.009711,-0.024502,-0.018028,0.027777,-0.004029,-0.016002,-0.006221,0.004027,0.010975,-0.010639,0.017243
