asset_name,2024-02-01,2024-02-02,2024-02-05,2024-02-06,2024-02-07,2024-02-08,2024-02-09,2024-02-12,2024-02-13,2024-02-14,2024-02-15,2024-02-16,2024-02-20,2024-02-21,2024-02-22,2024-02-23,2024-02-26,2024-02-27,2024-02-28,2024-02-29,2024-03-01,2024-03-04,2024-03-05,2024-03-06,2024-03-07,2024-03-08,2024-03-11,2024-03-12,2024-03-13,2024-03-14,2024-03-15,2024-03-18,2024-03-19,2024-03-20,2024-03-21,2024-03-22,2024-03-25,2024-03-26,2024-03-27,2024-03-28,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-15,2024-04-16,2024-04-17,2024-04-18,2024-04-19,2024-04-22,2024-04-23,2024-04-24,2024-04-25,2024-04-26,2024-04-29,2024-04-30
MERCADOLIBRE INC,0.021305,0.014082,0.001043,-0.036264,0.002035,0.011063,0.005442,-0.005183,-0.015572,0.02352,0.014579,-0.001721,-0.016266,-0.001287,0.046157,-0.103775,-0.011778,-0.001671,-0.017388,0.01001,0.010938,-0.032659,-0.021018,-0.001113,0.002851,-0.011399,0.023022,-0.001137,0.003274,0.006868,-0.039558,0.006362,0.006885,0.006187,0.017562,0.010478,-0.013944,-0.008135,-0.009633,-0.007021,0.011237,-0.010752,-0.004979,-0.011409,0.009349,-0.00875,0.00432,-0.011378,0.02,-0.042068,-0.019569,-0.012713,-1.4e-05,-0.019752,-0.010086,0.008699,0.019565,-0.017921,-0.004504,0.03092,0.023016,0.014141
INTERCONTINENTALEXCHANGE GRP INC,0.018849,-0.00794,-0.015152,-0.003314,0.013853,0.047158,0.010215,-0.000221,-0.007751,0.01674,0.001683,0.00168,-0.005032,0.001906,0.019021,-0.006533,-0.003396,0.005221,0.001515,-0.003025,0.001084,-0.003608,0.009778,7.2e-05,-0.00416,-0.001368,-0.012188,0.000146,0.003504,-0.011421,-0.00598,-0.001783,0.008185,0.004428,0.014695,-0.013541,-0.003083,0.009646,-0.001021,0.003285,-0.002911,0.00343,-0.0008,-0.005022,0.008559,-0.007181,-0.013296,-0.015697,0.004062,0.000524,-0.022538,-0.004903,0.006467,0.001836,0.001756,0.003353,0.005165,0.001814,-0.005657,-0.00091,-0.006986,-0.015446
CANADIAN PACIFIC KANSAS CITY LTD,0.033553,0.001082,-0.003483,0.015789,0.012696,0.001406,-0.001872,-0.010901,-0.016947,0.021459,0.011802,-0.004083,-0.006325,0.007426,0.009711,0.002549,0.000809,-0.006121,-0.013247,0.00106,0.014939,-0.000464,0.001044,0.014943,0.026592,-0.002779,-0.000557,0.010597,0.00872,-0.017945,-0.00078,0.002119,-0.022143,0.020369,0.00368,-0.008,-0.021169,-0.001488,0.015356,-0.003278,-0.003176,-0.009785,0.005745,-0.006626,0.006096,0.010517,0.009502,-0.012999,-0.016235,-0.006924,-0.006159,-0.014617,-0.004035,0.000119,0.008816,0.020548,0.015043,-0.066006,0.001953,-0.004994,-0.010162,-0.029932
ILLINOIS TOOL WORKS INC,-0.020506,0.001996,-0.007225,0.005822,-0.006258,0.001653,0.004872,0.00262,-0.018329,0.009534,0.010664,-0.01133,0.006616,0.009585,0.002403,0.005644,-0.001461,0.006776,0.004436,-0.00198,-0.007477,-0.004305,-0.004593,0.009229,0.004688,-0.001147,0.002297,0.004202,-0.000799,0.008566,0.007549,-0.007718,0.00555,0.009087,0.005879,-0.006178,-0.010422,-0.001392,0.015519,0.000447,-0.011553,-0.004901,0.001061,-0.009197,0.004431,-0.003423,0.002061,-0.012529,-0.006209,-0.016183,0.001262,-0.010322,-0.006648,-0.002845,0.006551,-0.001996,0.00272,0.004469,-0.014299,0.000484,0.003867,-0.020583
ZOETIS INC,0.007082,-0.000529,0.005978,0.031393,0.004843,-0.006799,0.00802,-0.003193,-0.067111,0.003215,0.030259,-0.006644,-0.009767,0.00981,0.043954,0.002797,-0.000862,0.009947,0.004724,-0.008052,-0.037866,-0.015512,-0.014,-0.009178,-0.011006,0.003581,0.007301,-0.011663,-0.028233,-0.013335,-0.007534,-0.010894,0.013299,-0.01139,-0.015615,0.003446,-0.006454,-0.012753,0.017143,0.004154,-0.012943,-0.012035,-0.012363,0.015647,0.002054,-0.001025,0.008751,-0.023573,-0.00288,-0.078351,-0.0014,0.0217,-0.007058,0.010544,-0.043172,-0.006553,0.027621,0.008826,0.016437,0.032994,0.00808,-0.00288
AMPHENOL CORP NEW,0.013056,0.010154,-0.004543,-0.002136,0.014498,0.005755,0.004101,-0.002469,-0.018566,0.009992,0.014984,-0.00142,-0.008624,0.003728,0.01381,0.009582,0.005862,-0.00148,0.003798,0.008214,0.014372,0.010017,-0.020372,0.007935,0.007601,-0.008442,-0.0048,0.006553,-0.000633,-0.010404,-0.000731,0.004666,0.012592,0.010273,0.020516,8.7e-05,-0.001748,-0.007704,0.017293,0.000434,-0.01127,-0.00868,0.020432,-0.00234,0.019809,-0.006475,-0.014063,-0.001913,0.009759,-0.022092,-0.008207,0.001602,-0.009594,-0.005471,-0.006403,0.01534,0.021455,0.017942,0.023214,0.012436,0.013611,-0.011136
TRANE TECHNOLOGIES PLC,0.074152,0.022309,-0.017993,-0.005776,0.011842,-0.012764,0.020375,-0.012417,-0.009742,0.012771,0.00055,-0.002894,0.01466,0.001485,0.020646,-0.00163,0.010681,-0.004599,0.000423,-0.002926,0.014221,0.007518,-0.014126,0.008026,0.003877,-0.009045,-0.006775,0.016931,-0.006187,0.021019,-0.001815,0.001235,0.011173,0.012168,0.017648,-0.011846,-0.002198,-0.001168,0.001437,0.001635,-0.011559,0.002629,0.012874,-0.01271,0.024066,-0.002724,-0.008623,-0.008897,-0.004355,-0.000942,-0.010372,0.005955,-0.008592,-0.012044,-0.004455,0.009991,0.013533,0.004744,0.009714,0.017236,-0.012051,0.054776
NORTHROP GRUMMAN CORP,-0.001209,0.000807,-0.009629,0.013317,0.012785,-0.005904,0.0082,-0.007584,-0.011739,0.000448,0.008132,0.002133,0.006542,0.013417,-0.006413,0.012953,-0.003817,-0.002134,0.001287,0.00451,-0.013275,0.011387,-0.003956,0.006132,-0.010129,0.006792,-0.000544,-0.000893,-0.001329,0.005739,0.001931,0.001386,0.011008,0.006995,-0.006925,0.002695,0.001216,0.001257,0.015854,0.002723,-0.015272,-0.010587,-0.020049,0.005405,-0.010838,0.004092,-0.003725,0.007148,-0.000175,-0.003757,-0.010568,-0.002083,0.003775,0.000995,0.022276,0.018159,0.007856,-0.000232,0.028426,-0.015592,0.01201,-0.002447
FREEPORT MCMORAN INC,0.012346,-0.001991,-0.035411,0.038521,-0.024147,-0.027551,-0.019937,0.008833,-0.027328,0.01473,0.028226,0.015163,-0.01777,0.018878,-0.004889,0.007499,-0.023871,0.003418,-0.019654,0.010692,0.003174,0.010282,-0.031315,0.027479,0.043786,0.001005,0.014304,-0.001484,0.07557,-0.002073,0.029778,-0.002914,-0.003372,0.037898,0.004999,-0.024654,0.005543,-0.013671,0.02571,0.024847,0.006593,0.022185,0.025424,-0.008668,0.005897,0.010714,0.026,-0.007407,-0.003535,-0.022073,0.011118,-0.012195,0.008298,0.006825,-0.010965,-0.013304,-0.019612,0.005209,0.024046,0.022267,0.037822,-0.047128
PAYPAL HOLDINGS INC,0.010921,0.00645,-0.014098,0.035262,-0.007377,-0.112429,0.049528,0.020031,-0.030454,0.01047,0.014099,-0.00938,-0.008624,-0.019615,0.015136,0.013882,0.002874,0.01399,0.001496,0.001494,0.003315,-0.00925,-0.02851,-0.002574,0.006538,0.008718,0.018133,-0.000832,0.040313,0.008807,-0.002381,0.021957,-0.018994,0.032376,0.016756,-0.020714,0.01899,0.010152,-0.0015,0.006309,-0.029258,-0.00569,0.010516,-0.012244,0.009452,0.018266,0.009949,-0.016717,-0.001214,-0.018389,-0.016721,-0.00126,-0.00268,-0.018337,0.003382,0.014123,0.019623,0.006363,-0.011413,0.029017,0.015616,0.013883
MCKESSON H B O C INC,0.003921,0.005181,0.006918,-0.002107,0.019946,-0.044006,0.014406,-0.013703,0.02081,-0.007072,0.008939,0.010639,-0.008453,0.001342,0.005676,0.01164,0.005734,-0.000424,0.009056,-0.003151,0.008573,0.015783,-0.010015,-0.007148,0.006533,-0.002025,-0.001422,0.008696,-0.020763,0.017589,0.008085,-0.007365,0.008741,-0.006719,0.006463,-0.003014,-3.8e-05,0.006647,0.005913,-0.004469,-0.000671,-0.006002,0.012789,-0.009813,0.007405,-0.012102,-0.0093,0.00514,-0.012491,-0.000688,-0.000631,0.010848,-0.004599,-0.013519,0.011604,0.004744,0.008875,0.006429,0.008442,0.006223,-0.013271,0.002089
AIRBNB INC,0.016304,0.00041,-0.012078,-0.001727,0.020895,0.020264,-0.019563,0.042041,-0.019376,-0.017372,0.064035,-0.032849,-0.028588,0.007357,0.040338,-0.016746,-0.022206,0.018691,0.00901,0.026331,0.014288,-0.010205,0.007844,0.028494,-0.002014,0.008377,-0.011643,0.022578,-0.01146,0.010197,-0.034847,0.007595,-0.000433,0.018048,0.021067,-0.001903,0.000774,-0.003572,-0.005855,-0.008713,-0.009639,-0.019955,-0.004809,-0.003138,0.018446,-0.009272,0.014912,-0.014632,0.032069,-0.036574,-0.023656,0.006812,0.010915,0.010924,-0.031793,0.010322,0.027712,0.011743,0.001044,0.007484,-0.012056,-0.022681
PARKER HANNIFIN CORP,0.076814,0.020353,-0.002919,0.005267,0.005219,0.005387,0.011387,-0.006099,-0.012679,0.020093,-7.7e-05,-0.003468,-0.001019,0.008046,0.01201,0.002019,-0.00049,0.001281,-0.000734,0.008191,0.004389,-0.004258,-0.014024,0.006117,0.01553,-0.003948,-0.002438,0.004179,0.002378,-0.006135,-0.001548,0.001569,0.004811,0.014142,0.025949,-0.010256,-0.007857,-0.002489,0.016188,-0.00405,-0.0086,-0.006479,0.020331,-0.005228,0.019833,-0.001306,-0.008093,-0.010653,0.000756,-0.009842,-0.012629,0.001417,-0.006561,-0.004588,-0.006393,0.009483,0.019788,-0.007358,0.005546,0.007754,0.001445,-0.017189
FERRARI N V NEW,0.125838,-0.026191,-0.020013,0.018485,0.006631,0.010786,0.019239,-0.013527,-0.026882,0.014887,0.017388,0.000334,0.003134,0.030273,0.023815,0.010247,0.007835,0.004722,0.017208,-0.008844,0.001365,-0.027695,-0.005102,0.012565,0.012289,-0.002395,-0.018396,0.026634,-0.003656,-0.0049,0.009896,0.004687,0.016013,0.0018,-0.006979,0.005057,0.01454,-0.003685,0.002717,-0.007332,-0.009611,-0.028165,-0.000191,-0.013063,0.011666,0.011197,-0.007201,-0.001617,0.001334,-0.023741,0.001291,0.000998,0.011329,-0.008125,-0.009621,0.010324,0.03527,-0.010383,-0.019318,0.024866,-4.7e-05,-0.015955
TRANSDIGM GROUP INC,0.019219,0.009051,0.010073,0.004863,0.00562,-0.016077,-0.007691,-0.009572,0.011802,0.022161,0.009293,-0.009846,0.011009,0.004607,0.024563,0.005818,-0.010409,-0.0111,-0.001891,0.004898,0.004695,-0.008333,-0.011428,0.007483,0.005142,-0.008257,-0.011374,0.027254,0.003609,-0.001263,-0.011553,0.007507,0.016867,0.011708,0.014321,-0.000958,-0.006327,-0.000245,0.00874,-0.001783,-0.014339,-0.008336,0.02051,-0.019658,0.025673,-0.001611,-0.014076,0.003273,0.012312,-0.011782,-0.010554,0.012961,0.002085,-0.009953,-0.021261,0.011139,0.034532,-0.000628,0.012049,0.002045,-0.000342,-0.008493
VANGUARD STAR FUNDS,0.009303,-0.006957,-0.004378,0.010554,0.000174,-0.00261,0.004188,0.002954,-0.017672,0.012346,0.009756,0.00207,0.003099,0.00103,0.010288,0.000509,-0.002205,0.00187,-0.007297,0.002222,0.011428,-0.003035,-0.003721,0.012903,0.009554,-0.002822,-0.00333,0.008102,-0.001409,-0.006306,-0.001111,0.000168,0.000336,0.010735,0.000166,-0.003816,-0.000833,0.0,0.005501,-0.000332,-0.001824,-0.004154,0.004338,-0.006811,0.00368,0.004999,0.002653,-0.014057,0.003522,-0.017383,-0.004593,-0.011278,0.000691,0.000173,-0.000345,0.010365,0.009574,-0.001355,-0.001865,0.008155,0.006235,-0.013566
THOMSON REUTERS CORP,0.02032,-0.004155,-0.011125,-0.000402,-0.001206,0.045878,0.017316,-0.025657,-0.013652,0.029387,0.013637,0.007669,-0.012976,-0.004567,0.007518,0.001012,0.005054,-0.00968,-0.004697,0.00625,0.009506,-0.004081,-0.010716,0.003441,-0.005652,0.000639,0.010275,0.001327,-0.013312,0.005179,0.000891,-0.003813,0.003062,0.002798,-0.008626,0.00032,-0.004861,-0.003278,0.005545,-0.000769,-0.003401,-0.016549,-0.001899,-0.001902,-0.00138,0.013361,0.003702,-0.008865,0.00901,-0.014041,0.001116,-0.001704,0.003677,-0.013477,-0.00378,0.01844,0.003922,-0.00625,-0.000393,0.011994,-0.005117,-0.01634
SCHLUMBERGER LTD,0.00616,0.0,-0.009184,-0.005458,-0.011664,0.007165,-0.014857,0.022515,-0.011633,0.003573,0.017382,-0.000206,-0.001029,0.014221,0.001016,-0.008932,-0.005326,-0.002059,-0.006191,0.00353,0.021105,0.001418,0.004856,0.007451,0.014991,-0.007483,0.022421,0.000776,0.019391,0.012555,-0.006763,0.010592,0.019652,-0.001468,0.000735,-0.008266,0.005927,-0.004419,0.015351,-0.001639,0.00748,-0.009779,0.003292,-0.010755,0.014004,-0.01799,0.002406,0.000554,-0.00369,-0.037037,-0.006346,-0.005032,-0.011671,0.002559,-0.021398,-0.00682,0.000808,-0.00888,0.00672,-0.004854,0.000203,-0.035155
BECTON DICKINSON & CO,0.014824,-0.021292,-0.008938,0.015357,0.003352,0.005136,0.012629,-0.001559,-0.017669,-0.001924,0.005658,0.003334,-0.000415,0.019363,-0.00693,0.01059,-0.018197,-0.001986,-0.008664,-0.015053,-0.001019,0.001445,-0.009336,0.00921,0.012606,0.009595,-0.001667,-0.007015,0.004121,-0.006826,-0.00194,0.004267,0.010601,-0.009865,0.015765,0.019162,-0.018599,0.000869,0.019224,0.003732,-0.01374,-0.012416,0.010663,-0.002217,0.012837,-0.018077,0.01692,-0.019609,-0.001577,-0.022609,-0.001914,-0.015806,0.005195,0.004048,0.00416,-0.001025,0.002052,-0.002261,-0.014327,0.004643,0.008162,0.004969
MOODYS CORP,0.026783,-0.007304,-0.006532,0.00267,0.017083,-0.01692,0.018015,-0.01007,-0.079434,-0.007448,0.018446,-0.006644,0.012299,0.001439,0.018331,0.009453,-0.013982,-0.006445,0.005799,-0.001158,0.006905,0.001204,0.0,0.017072,0.006555,-0.011671,-0.005581,0.010602,0.000231,-0.014421,0.001956,-0.000208,0.008123,0.007774,0.013864,-0.020171,-0.00276,0.011253,-0.00174,0.007149,0.002188,-0.006829,0.00317,-0.002217,0.002298,0.009173,0.004595,-0.033753,-0.002367,-0.01666,-0.009598,-0.007523,0.012624,-0.002158,0.000187,0.012251,0.007673,-0.002512,-0.015818,0.002532,-0.004015,-0.011452
EQUINIX INC,0.019957,-0.003379,-0.00837,0.001913,0.010406,0.010157,0.000503,-0.006754,-0.020353,0.000156,0.050624,-0.021418,-0.00174,0.011688,0.018607,0.001669,-0.005293,-0.000353,0.021557,-0.00342,0.013175,0.01458,-0.019821,0.012384,-0.00064,0.004459,-0.018174,-0.000839,-0.028651,-0.002894,-0.016572,0.012065,-0.018672,-0.023325,-0.016051,-0.013146,-0.01055,0.009527,0.019048,0.01229,-0.03063,-0.009224,-0.004743,-0.009976,0.004315,0.004819,0.016557,-0.031539,-0.002771,-0.012626,-0.026098,-0.002647,-0.010214,0.007202,0.011016,0.009011,0.009487,-0.006641,-0.024431,-0.009128,-0.007203,-0.020968
CROWDSTRIKE HOLDINGS INC,0.023487,0.01403,-0.003558,-0.001256,0.051869,0.016552,0.019502,-0.024443,0.003579,0.037557,-0.009475,-0.006458,-0.016796,-0.096846,0.063449,0.001865,0.030627,0.000561,-0.000841,0.010002,-0.029462,-0.002511,-0.051783,0.107575,0.000334,-0.020717,-0.016974,0.037496,0.008807,-0.010778,-0.03938,0.017139,-0.000623,0.018731,0.007924,-0.005706,-0.008609,0.016166,-0.023515,-0.005151,-0.003119,-0.000125,0.001533,-0.033902,0.020408,-0.00561,-0.009435,0.005663,0.016862,-0.027533,-0.030901,-0.001169,-0.018252,0.001396,-0.038966,0.023033,0.036313,-0.006775,0.001344,0.020301,-9.9e-05,-0.037824
MARRIOTT INTERNATIONAL INC NEW,0.016435,0.005951,-0.003631,0.00217,0.012992,0.006615,-0.010257,0.007368,-0.055859,0.001915,0.021666,0.00474,0.005422,0.003828,0.024491,0.008704,-0.008987,-0.000762,-0.000161,0.003534,0.00052,-0.01032,0.001859,-0.003147,-0.000769,0.013649,-0.007232,0.008935,0.002872,-0.013564,-0.015847,0.018233,0.005231,0.016932,0.004802,-0.000431,-0.011953,0.000278,0.005472,-0.00493,-0.003884,-0.014284,0.011504,-0.006784,0.02025,0.002954,0.001021,-0.002314,0.016513,-0.028969,-0.010555,-0.011232,-0.029151,-0.009058,-0.00127,0.005975,0.009604,0.018232,-0.008686,-0.004547,-0.001453,-0.01813
STELLANTIS NV,0.040073,0.010508,-0.022097,0.020381,0.020842,0.022969,0.014969,0.003687,-0.020816,0.016674,0.065601,-0.011543,-0.011289,0.009055,0.025751,0.008368,-0.012825,-0.000382,0.000765,0.003056,0.008759,0.000755,0.010562,0.014184,0.013986,-0.009074,0.010256,0.021755,-0.014904,-0.009366,0.036364,-0.000702,0.011938,0.018737,-0.005109,-0.001027,0.007539,-0.02381,0.010105,-0.023801,-0.00212,-0.02585,-0.016721,-0.017375,0.002257,0.010511,0.012259,-0.011009,0.002597,-0.03997,0.011951,-0.017143,-0.000388,-0.001551,0.000777,0.017915,0.01546,-0.004006,-0.010459,0.005691,0.007276,-0.105136
CINTAS CORP,0.021453,0.00285,-0.005942,0.003687,0.006037,-0.007175,0.001718,-0.007327,-0.012596,0.013301,0.013629,-0.010241,-3.2e-05,0.00654,0.013642,0.009568,0.001327,-0.009133,0.004091,-0.003345,-0.000398,0.0014,-0.006118,0.000656,0.004123,-0.00479,-0.001471,0.003603,-0.005457,0.0103,-0.003684,-0.003857,0.004336,0.011662,0.011292,-0.004314,-0.005834,-0.003555,0.082476,0.002027,-0.009447,-0.007053,0.004602,-0.021124,0.013815,0.005537,0.000443,-0.009975,0.000253,-0.004053,-0.005521,0.002768,0.002925,-0.00908,-0.001736,0.00561,0.002,-0.003302,0.001686,0.001473,-0.0006,-0.011249
BROOKFIELD CORP,-0.011845,-0.00102,-0.015828,0.028534,0.002522,0.019623,0.007649,0.002938,-0.045654,0.014326,0.022194,-0.004441,0.001487,-0.011383,0.029036,0.003405,-0.011879,0.011531,-0.008004,0.009046,0.006542,-0.004815,-0.002177,0.008727,0.0149,-0.013261,0.009599,0.002377,-0.001663,-0.021894,-0.002433,-0.000488,0.004148,0.023815,0.004747,-0.012993,-0.007898,-0.010615,0.013899,0.006974,-0.016241,-0.017723,0.00692,-0.01571,0.005486,0.005208,0.01431,-0.046947,0.013783,-0.010574,-0.007888,-0.006925,0.00749,-0.011023,0.010627,0.015902,0.019187,0.003963,-0.007402,0.018146,0.001953,-0.022417
N X P SEMICONDUCTORS N V,0.011588,0.009295,0.028048,0.008958,-0.007309,0.029182,0.025106,0.013402,-0.019478,0.008144,0.002265,-0.009936,-0.003489,0.01716,0.017763,-0.002714,0.020682,0.007958,-0.007122,0.023568,0.031154,-0.012466,-0.022965,0.011229,0.031005,-0.027062,0.004999,0.016463,-0.025169,-0.028887,-0.025397,-0.003873,-0.001014,0.024977,0.020061,-0.007233,-0.01633,-0.005326,0.026688,0.009493,-0.006014,-0.022373,0.012917,-0.019313,0.007693,0.016223,0.028213,-0.042688,0.013481,-0.043875,-0.014982,0.002477,-0.0163,-0.03336,-0.019284,0.016456,0.031785,0.041798,0.012934,0.019405,0.018253,0.036661
MARATHON PETROLEUM CORP,0.011655,-0.007163,0.028798,-0.02618,0.017703,0.000531,0.001709,-0.006354,0.005862,0.0,0.008418,-0.007589,-0.028792,0.010713,0.010238,0.010671,0.017105,-0.007597,-0.023199,0.012383,0.023518,0.003118,0.008173,5.7e-05,0.021635,0.003241,0.010359,-0.001158,0.042439,0.000476,0.025717,-0.001857,0.015971,0.006003,0.007383,0.004819,-0.001699,-0.01226,-0.001976,0.022895,0.014442,0.034098,0.016936,0.006001,0.013318,-0.009812,-0.022398,-0.004243,0.004971,-0.016488,-0.008382,-0.015264,-0.006867,-0.036748,0.006974,0.009522,0.007062,-0.002554,0.001858,-0.005614,0.010686,-0.093711
C S X CORP,0.016246,0.006891,0.005475,0.007895,-0.00081,0.002163,-0.004856,-0.000542,-0.007052,0.010653,0.0,-0.007568,0.003813,0.006511,0.021294,0.011613,-0.003913,-0.005762,-0.004215,0.0069,0.007644,0.003924,-0.003387,-0.004183,-0.004463,0.00712,-0.003928,-0.005783,-0.001058,-0.019852,-0.00162,0.009197,-0.008845,0.017036,0.006913,-0.013731,-0.013655,-0.019273,0.019651,0.006243,-0.007823,-0.007341,-0.002465,-0.008237,0.004983,-0.006887,-0.002774,-0.015021,0.000565,-0.00254,-0.005659,-0.008537,-0.019518,0.006733,-0.001454,0.008154,0.002889,-0.030242,0.010692,-0.001175,-0.001177,-0.021502
BANK MONTREAL QUE,-0.000743,-0.006801,-0.01348,-0.001735,-0.003259,0.001417,0.008272,0.012845,-0.034637,0.02208,0.021495,-0.004018,0.004353,-0.003171,0.00509,0.001477,-0.010957,-0.037175,-0.009514,0.010834,0.002873,0.006831,0.000985,0.010933,0.015248,0.001598,0.004254,0.001059,0.010579,-0.018424,0.000853,0.000746,0.001278,0.022225,0.003225,-0.009851,0.002095,0.002926,0.004272,0.013488,-0.000717,-0.011987,0.00477,-0.002993,0.005589,0.009058,0.003366,-0.028365,-0.007952,-0.01888,-0.002903,-0.017143,-0.002194,0.00055,0.012416,0.009225,0.008926,-0.010446,-0.001292,-0.007619,-0.00748,-0.010085
ECOLAB INC,0.009131,-0.003499,-0.018964,0.022501,0.015254,-0.000542,-0.000838,0.001283,0.089664,-0.019034,-0.002304,-0.005035,0.004689,0.002495,0.012861,0.011924,-0.009265,0.008217,0.013148,-0.000756,0.00298,0.001729,-0.011023,0.000582,0.004608,-0.004943,0.001969,-0.001519,0.007246,-0.001554,0.008317,0.008778,-0.003419,0.005586,0.000919,0.001967,-0.009596,0.005109,0.015467,-0.003711,-0.012863,-0.002106,0.003561,-0.016122,0.014115,-0.004215,-0.004409,-0.016121,-0.006302,0.004258,-0.011954,0.006118,-0.005128,-0.000182,-0.00479,0.005271,0.001596,0.005099,-0.004484,0.00596,0.002578,0.02021
FEDEX CORP,0.002735,0.001695,-0.016711,0.012631,0.003357,-0.001569,0.003599,0.007501,-0.032932,0.001861,-0.001309,0.004524,0.008207,0.007807,0.011391,-0.002867,-0.009611,0.001161,0.012303,0.018824,-0.009519,0.000689,0.007902,-0.001287,0.007407,-0.005195,0.020268,0.006015,0.003934,0.001215,-0.008766,-0.000434,0.013587,0.013132,0.018693,0.073513,-0.006155,0.02272,-0.003841,0.006461,-0.033168,-0.017278,0.011624,-0.010701,-0.007223,0.007495,0.002903,-0.021963,0.006955,-0.016092,-0.003958,-0.006748,-0.007058,0.00114,0.013745,0.011836,0.005923,-0.020902,-0.002067,0.001205,7.5e-05,-0.015346
U S BANCORP DEL,-0.015648,-0.001223,-0.01812,0.0,-0.004738,0.011526,-0.004706,0.02215,-0.027758,0.014275,0.025926,-0.001444,-0.008436,-0.007778,0.012984,0.000242,-0.012573,0.012977,-0.003626,0.017952,-0.012869,0.030903,0.012881,-0.003699,0.005802,-0.001846,0.00601,-0.007123,0.006017,-0.025765,-0.006375,0.009268,-0.005887,0.02937,0.02278,-0.019348,-0.000918,-0.000459,0.022054,0.015909,-0.016779,-0.016382,-0.002776,-0.004407,0.002563,0.016035,0.005032,-0.043468,-0.002617,-0.008111,-0.003367,-0.010618,-0.036098,-0.002024,0.025609,0.014833,-0.001949,0.015621,-0.0149,0.003171,0.004134,-0.015985
PIONEER NATURAL RESOURCES CO,-0.005569,-0.004725,-0.005759,0.008357,-0.001272,0.017562,-0.019589,0.00933,-0.011032,-0.006437,0.027513,8.6e-05,-0.010494,0.020075,0.00077,-0.006156,0.006366,-0.000898,0.004535,0.001618,0.019729,-0.010832,0.010865,0.011844,0.005499,0.008866,0.004599,-0.00511,0.009614,0.01929,-0.002036,0.007961,0.009486,-0.001258,0.005551,0.000392,0.010488,-0.005267,0.012264,0.009615,0.005562,0.020799,0.001039,0.000408,0.010895,-0.008322,0.006543,0.011165,-0.002107,-0.014341,-0.006647,-0.006468,0.001983,0.000672,0.008732,0.011838,0.006289,0.001054,-0.001343,-0.022824,0.017592,-0.015643
EMERSON ELECTRIC CO,0.02213,0.002346,-0.006172,0.009208,0.104286,-0.016428,0.008009,0.010465,0.003836,0.014903,-4.7e-05,0.004162,-0.012718,0.001527,0.003144,0.005889,0.002644,-0.000565,-0.005371,0.012221,0.012073,0.012669,-0.004475,0.007155,0.004372,-0.001179,-0.004539,0.008664,-0.00226,0.000544,0.00163,0.00425,0.002071,0.006559,0.005178,-0.001332,-0.006403,0.001969,0.013399,-0.000264,0.001058,-0.002378,0.002384,-0.004404,0.01327,0.001135,-0.003663,-0.001488,-0.004909,-0.007664,-0.007901,-0.002416,-0.015069,-0.004553,-0.006678,0.00046,0.010494,-0.001366,-0.000182,0.002646,-0.001183,-0.018039
APOLLO GLOBAL MANAGEMENT INC NEW,0.001494,0.025659,-0.001261,0.014272,0.013688,0.014259,0.023462,-0.009552,0.009093,0.024575,0.013147,-0.007979,-0.027593,-0.00292,0.020406,0.000897,-0.006541,-0.000541,0.008753,8.9e-05,-0.007066,0.003153,-0.017511,-0.005575,0.019393,-0.019475,9.2e-05,0.01085,0.000364,0.000273,0.003636,-0.001177,0.004171,0.017157,0.016779,-0.017026,0.007461,0.004144,-0.002722,-0.009949,0.000178,-0.016982,0.018361,-0.013411,0.032319,0.012122,-0.036102,0.021007,-0.010506,-0.025571,-0.023154,0.002324,-0.003153,-0.001768,0.003075,0.027595,0.028662,-0.009229,-0.007452,0.003039,-0.011674,-0.022811
ALIBABA GROUP HOLDING LTD,0.004018,-0.008418,0.038692,0.048238,-0.058673,-0.038838,0.017519,0.015551,-0.021056,0.025,0.005859,0.001219,-0.010418,0.033361,0.007145,-0.002102,0.007241,0.015292,-0.039779,-0.007508,0.00797,-0.035111,0.000972,0.022756,-0.015873,0.013923,0.017811,0.01603,0.004339,-0.039141,0.000272,0.001362,-0.00136,0.010351,-0.004718,-0.023026,-0.009289,0.00028,0.001539,0.010756,0.013958,-0.006679,-0.006037,-0.006764,-0.00403,0.000698,0.01785,0.021921,0.003486,-0.047562,-0.009398,-0.014302,-0.011349,0.000872,0.002758,0.02331,0.025891,0.029237,0.006432,0.005858,0.011383,-0.020416
AON PLC NEW,0.005261,-0.025333,0.014398,0.014227,0.00349,0.017557,0.017514,-0.008094,0.008096,-0.013022,0.019127,-0.009956,0.013687,-0.013376,0.013107,-0.000127,-0.002823,0.003053,0.007197,-0.005257,-0.00557,0.005665,-0.002563,0.005996,-0.001261,0.000189,0.003852,0.00824,-0.000967,0.000624,-0.004649,0.002477,0.00935,0.010224,0.00138,0.000827,0.002417,0.007143,0.01173,-0.00021,-0.012376,0.000152,-0.015684,-0.029895,0.013407,0.002665,-0.001376,-0.010645,-0.015823,-0.009646,-0.009156,-0.003703,0.002434,0.012829,0.004827,0.002676,0.002701,-0.009716,-0.009164,-0.068529,-0.013999,0.005853
