Period,Method,Portfolio_Volatility,Sharpe_Ratio,Max_Drawdown,VaR_95,Turnover,Mean_Return,Std_Return
2023-07,PCA,0.022352976129567954,2.710359283686425,-0.01593026129517232,-0.005406384431214983,0,0.15824577752934796,0.05838553526162555
2023-07,JSE,0.04965338063444114,3.5263268858949894,-0.035929223376461275,-0.00842885938768856,0,0.40720435321657406,0.11547549798782324
2023-08,Raw,0.07662388383619305,2.194399592469978,-0.019001966516693412,-0.006962166833535386,0,0.16682462718477256,0.07602290291942575
2023-08,PCA,0.02315043658328155,2.8530224221335883,-0.01568240387271527,-0.005262364190321497,0,0.15792157506779944,0.05535237783013998
2023-08,JSE,0.05093113855858671,0.6554296214828145,-0.08422288859457402,-0.008288903286672493,0,0.07735850282836425,0.11802716919224958
2023-09,Raw,0.0717170894664889,-0.3257112577569328,-0.04457872749501721,-0.007147645883951601,0,-0.023172932451197562,0.07114562944732704
2023-09,PCA,0.02229114952145081,0.3861348598670439,-0.01863524691106487,-0.005110050263409437,0,0.020122863872861843,0.052113564363990963
2023-09,JSE,0.04932816736481257,2.5721753118173067,-0.050347123737777486,-0.008738735081709808,0,0.28684728433861245,0.11151933657894712
2023-10,Raw,0.08335320077273821,-1.5674103286877534,-0.06710379698178283,-0.009107712981355025,0,-0.12963978270026993,0.08270953708006072
2023-10,PCA,0.026396516913973874,1.6811405814468454,-0.017006613475088358,-0.0048102472616124315,0,0.08732465961719793,0.051943698570433294
2023-10,JSE,0.04532249083936349,5.660948041796883,-0.027529981910783128,-0.008558860495990474,0,0.6706418221580256,0.11846811120795103
2023-11,Raw,0.08779857097797147,0.5771513246530364,-0.05747482516767392,-0.007542111575689267,0,0.050269285693120114,0.08709896962177169
2023-11,PCA,0.02261235056393089,1.206838809892073,-0.02618929838072424,-0.007257746570887406,0,0.09261541550707987,0.07674215872736345
2023-11,JSE,0.04278974311868499,-3.6061263745722667,-0.11348864489101247,-0.012219226886399462,0,-0.4030929545635013,0.11178004115602114
2023-12,Raw,0.08734518534646163,1.5782229520030193,-0.037292512894141365,-0.008382094428833382,0,0.13675175097670794,0.08664919668234956
2023-12,PCA,0.024176662987265955,2.8062843719496735,-0.029359331346922195,-0.004733705539612346,0,0.17548097244407007,0.06253142917307207
2023-12,JSE,0.03864213283437319,-0.5784442305325304,-0.07213372174078825,-0.007469181591155883,0,-0.05965057275075848,0.10312242667861456
2024-01,Raw,0.07979893432255673,5.826256389974984,-0.014920963082119957,-0.005282516308108474,0,0.4611643813508482,0.07915277847098458
2024-01,PCA,0.018416093707345798,5.664454625223371,-0.014049425495652305,-0.005627542769360249,0,0.38730499887024383,0.06837463171575339
2024-01,JSE,0.03514337357605415,4.3735950169490225,-0.038564084113526,-0.005800191173498387,0,0.45851414501842724,0.10483690036264091
2024-02,Raw,0.08000545498983365,4.120229589508367,-0.02310621560372818,-0.00672412968708885,0,0.3269277034754967,0.07934696268090884
2024-02,PCA,0.016053427390438565,6.149214306657996,-0.007711699719200699,-0.003931676173868009,0,0.27527513282789057,0.04476590326829876
2024-02,JSE,0.027788221994141698,6.15244673639802,-0.0069047846884907685,-0.0040182890140251035,0,0.32555138192924027,0.05291413251955042
2024-03,Raw,0.08129950100952095,5.040227957763461,-0.015683571915374724,-0.005798656292809347,0,0.4063953843082192,0.08063035793495184
2024-03,PCA,0.017043007794021462,11.27370019280695,-0.004437019792050651,-0.0020849210612574687,0,0.509919889258642,0.04523092512110533
2024-03,JSE,0.030649736959149517,13.563735815928995,-0.0057731430546386405,-0.0018656694619306469,0,0.9400782092435921,0.06930820697197465
2024-04,Raw,0.07856114454513037,2.191330819784023,-0.05253486692519537,-0.007136194156165327,0,0.17075947921759316,0.07792501144780287
2024-04,PCA,0.01942569161402196,4.696194280455221,-0.024508031016190795,-0.004868540672148041,0,0.2670121224427638,0.05685712866565675
2024-04,JSE,0.05284894817975338,1.394076509375354,-0.02529946010513586,-0.009044999163533926,0,0.16611456339238095,0.1191574223331632
2024-05,Raw,0.07882853682104596,2.769730271374846,-0.041809160043282736,-0.006832348125389216,0,0.21662133640147782,0.07821026424134464
2024-05,PCA,0.021257472880604613,4.338600357342545,-0.017961409305058337,-0.004927234679770077,0,0.2633160301703478,0.060691469248767754
2024-05,JSE,0.03522099573718806,5.099327652060278,-0.02535294174562151,-0.007081788833260955,0,0.5114070745006879,0.10028911836917646
2024-06,Raw,0.0794360608944637,-0.16119235688203784,-0.04026902083900143,-0.006614362066320811,0,-0.012702456475098703,0.07880309414666918
2024-06,PCA,0.020873134276525943,2.9027118926427655,-0.015791880007184816,-0.004461657900022086,0,0.17326727554815408,0.05969151674588119
2024-06,JSE,0.04249745064598046,9.488226188354766,-0.019526652487890202,-0.005600254952533478,0,0.9872759431744309,0.10405274111046692
2024-07,Raw,0.07832495485025907,2.679009119542187,-0.021200786707126055,-0.005786527935924915,0,0.20816126345193384,0.0777008416781748
2024-07,PCA,0.017616018071218122,3.9560074265527563,-0.01508752408995247,-0.004522310301994469,0,0.22904029836883716,0.0578968322535283
2024-07,JSE,0.022017494383515464,5.628392160224885,-0.012186855079329763,-0.0030852068026548975,0,0.2653681795302308,0.0471481325351764
2024-08,Raw,0.08314147172153107,3.9340669303907534,-0.016681691803534193,-0.005684078975764656,0,0.32447782498468114,0.08247897931732756
2024-08,PCA,0.017690069399355485,6.0709031442082475,-0.011991466774031855,-0.003182075046372079,0,0.3429211668291319,0.0564860217142955
2024-08,JSE,0.028082544142771112,3.9041978575947387,-0.027802810687043336,-0.005908969630470535,0,0.2998044916292278,0.07679029151814774
2024-09,Raw,0.08238860725564327,2.9789945264934192,-0.01841098054769548,-0.0081154269929598,0,0.2435101982990995,0.08174241212377648
2024-09,PCA,0.017645844853965854,5.388299531974473,-0.011449998316633495,-0.005276594759684595,0,0.3425248675215698,0.06356826777891761
2024-09,JSE,0.031385628036663046,-1.3731396681958368,-0.047818083184012816,-0.0076526164827429135,0,-0.10431965848385277,0.07597162976211883
2024-10,Raw,0.0785310777030525,0.8450811787139428,-0.04365792794287488,-0.006792904275719745,0,0.06585265595109752,0.07792465103922097
2024-10,PCA,0.017617483974844212,3.5091533526399736,-0.02091856219257589,-0.005406202815013107,0,0.1893791502376479,0.053967191287088066
2024-10,JSE,0.026152736379061063,2.1576417253181934,-0.025162957076395053,-0.005855241429433236,0,0.14709633210670675,0.06817458634612475
2024-11,Raw,0.07334913127528488,2.0757929969329196,-0.02032623519385891,-0.008044149072168891,0,0.1510443856257681,0.07276466673167474
2024-11,PCA,0.012546756790829495,0.8682791576159034,-0.02809763311115992,-0.007679376558849037,0,0.05467031946041884,0.06296398915128991
2024-11,JSE,0.025367553141563637,-0.47759440776732853,-0.020037184193588218,-0.006387698858025701,0,-0.024783848121557008,0.051893086934198494
2024-12,Raw,0.07500298593949116,-4.99709978368822,-0.11241754322850012,-0.008821211223564874,0,-0.3718577719390429,0.07441471814368796
2024-12,PCA,0.017115992537594882,-2.92660778466999,-0.05404251553698169,-0.007572964186781222,0,-0.17598534356273227,0.060132876186747626
2024-12,JSE,0.028882453482054583,0.855952770587486,-0.03209608336799888,-0.00642299054134181,0,0.05586533664764623,0.06526684481586857
